Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Roy Ayers – Virgo Vibes,Atlantic – 1488,US,"Vinyl, LP, Album, Mono",Jazz,1967,"Soul-Jazz, Hard Bop","Rated 4.08 of 13 votes (113 have, 229 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
"Max Roach, Max Roach Quintette* – Jazz In 3/4 Time",Mercury Emarcy Jazz – SR 80002,US,"Vinyl, LP, Album, Reissue, Repress, Stereo",Jazz,1958,Hard Bop,"Rated 4.20 of 5 votes (61 have, 48 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,"RCA Records Pressing Plant, Indianapolis",$45.00
Miles Davis – Blue Moods,Fantasy – 86001,US,"Vinyl, LP, Album, Reissue, Stereo, Blue Translucent Vinyl",Jazz,1962,Hard Bop,"Rated 5.00 of 1 votes (47 have, 130 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.8%,nan,nan,$45.00
The Young Lions (7) – The Young Lions,Vee Jay Records – LP 3013,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.43 of 14 votes (124 have, 126 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Bell Sound Studios,nan,$45.00
Freddie Hubbard – Red Clay,CTI Records – CTI 6001,US,"Vinyl, LP, Album, Gatefold","Jazz, Funk / Soul",1970,Hard Bop,"Rated 4.65 of 165 votes (1553 have, 1125 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.3%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$45.00
Jonah Jones With Dave Pochonet's All-Stars* – Jonah Wails: (2nd Wind),"Angel Records – ANG 60006, Angel Records – ANG-60006",US,"Vinyl, LP, 10""",Jazz,Apr 1955,Hard Bop,"No Rating Yet (12 have, 4 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,nan,nan,$45.00
Curtis Fuller With Red Garland – Curtis Fuller With Red Garland,"New Jazz – NJ 8277, New Jazz – NJLP 8277",US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.40 of 5 votes (68 have, 111 want)",Poor (P),Sleeve: Good Plus (G+),99.5%,"Van Gelder Studio, Hackensack, New Jersey",nan,$45.00
"Prestige All Stars* Featuring John Coltrane, Frank Wess, Paul Quinichette – Wheelin' & Dealin'","Prestige – 7131, Prestige – PRLP 7131",US,"Vinyl, LP, Album, Mono, Reissue",Jazz,1959,Hard Bop,"Rated 4.17 of 6 votes (59 have, 149 want)",Good (G),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Hackensack, New Jersey",nan,$45.00
Miles Davis – Seven Steps To Heaven,Columbia – CS 8851,US,"Vinyl, LP, Album, Stereo",Jazz,Sep 1963,"Hard Bop, Modal","Rated 4.61 of 23 votes (251 have, 133 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,nan,"Columbia Records Pressing Plant, Pitman",$45.00
"Art Blakey Quintet – A Night At Birdland, Vol. 3",Blue Note – BLP 5039,US,"Vinyl, LP, 10"", Album, Mono",Jazz,1954,Hard Bop,"Rated 4.75 of 8 votes (83 have, 120 want)",Good Plus (G+),Sleeve: Good Plus (G+),99.9%,Birdland,nan,$45.00
Philly Joe Jones' Big Band Sounds* – Drums Around The World,Riverside Records – RLP 12-302,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Big Band, Hard Bop","Rated 4.50 of 6 votes (77 have, 93 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.8%,Reeves Sound Studios,nan,$45.00
Miles Davis – Miles Davis At Carnegie Hall,Columbia – CS 8612,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Modal","Rated 4.28 of 25 votes (276 have, 91 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$45.00
The Miles Davis Quintet – Relaxin' With The Miles Davis Quintet,"Prestige – 7129, Prestige – PRLP 7129",US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.72 of 72 votes (528 have, 433 want)",Good Plus (G+),Sleeve: Very Good (VG),99.6%,nan,nan,$45.00
Benny Golson & The Philadelphians* – Benny Golson & The Philadelphians,United Artists Records – UAL 4020,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.67 of 3 votes (46 have, 63 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.9%,nan,nan,$45.00
Herbie Hancock – Maiden Voyage,"Blue Note – BST 84195, Blue Note – 84195, Blue Note – ST-84195",US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,"Hard Bop, Modal","Rated 3.86 of 7 votes (26 have, 172 want)",Very Good (VG),Sleeve: Good Plus (G+),99.6%,nan,nan,$45.00
Max Roach – Drums Unlimited,Atlantic – 1467,US,"Vinyl, LP, Album, Mono",Jazz,1966,Hard Bop,"Rated 4.18 of 17 votes (121 have, 107 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
John Coltrane – Coltrane Time,United Artists Jazz – UAJ 14001,Canada,"Vinyl, LP, Album, Reissue, Mono, Deep Groove",Jazz,1963,"Hard Bop, Modal","Rated 5.00 of 2 votes (34 have, 63 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),nan,nan,nan,$45.00
"Sonny Rollins – Original Music From The Score ""Alfie""",Impulse! – AS-9111,US,"Vinyl, LP, Album, Stereo, Gatefold","Jazz, Stage & Screen",1966,"Hard Bop, Theme, Score","Rated 4.38 of 32 votes (243 have, 149 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),96.5%,nan,nan,$45.00
Art Blakey & The Jazz Messengers – Ritual!,Pacific Jazz – PJ-15,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1960,Hard Bop,"Rated 4.30 of 10 votes (53 have, 48 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$45.00
Art Farmer - Benny Golson – Meet The Jazztet,Argo (6) – LP 664,US,"Vinyl, LP, Album, Mono, deep groove",Jazz,1960,Hard Bop,"Rated 4.29 of 21 votes (254 have, 84 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.2%,Nola Recording Studios,nan,$45.00
Billy Taylor Trio – At Town Hall,"Prestige – 7093, Prestige – LP 7093, Prestige – PRLP 7093",US,"Vinyl, LP, Album",Jazz,1957,"Bop, Hard Bop","Rated 4.40 of 5 votes (69 have, 29 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.3%,"Town Hall, New York","Abbey Record Manufacturing Co., Inc.",$45.00
The Dave Brubeck Quartet – Time Out,Columbia – YS 214,Japan,"Vinyl, LP, Album, Stereo",Jazz,1962,"Bop, Hard Bop","Rated 4.40 of 15 votes (52 have, 309 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.6%,nan,nan,$45.00
John Coltrane – Dakar,Prestige – PRST 7280,US,"Vinyl, LP, Album, Stereo",Jazz,1963,Hard Bop,"Rated 3.50 of 2 votes (23 have, 115 want)",Very Good (VG),Sleeve: Good Plus (G+),95.5%,"Van Gelder Studio, Hackensack, New Jersey",nan,$45.00
Miles Davis – 'Four' & More (Recorded Live In Concert),Columbia – CL 2453,US,"Vinyl, LP, Album, Mono",Jazz,1966,"Hard Bop, Modal","Rated 4.16 of 32 votes (370 have, 177 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,nan,"Columbia Records Pressing Plant, Pitman",$45.00
"Red Garland, John Coltrane, Donald Byrd – All Mornin' Long","Prestige – 7130, Prestige – PRLP 7130",US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1958,Hard Bop,"Rated 4.60 of 10 votes (86 have, 212 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$45.00
Miles Davis – E.S.P.,Columbia – CS 9150,US,"Vinyl, LP, Album, Stereo",Jazz,1965,"Hard Bop, Post Bop, Modal","Rated 4.45 of 97 votes (1001 have, 504 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),95.2%,nan,nan,$45.00
Blue Mitchell – Bring It Home To Me,Blue Note – BST 84228,US,"Vinyl, LP, Album, Stereo",Jazz,1966,Hard Bop,"Rated 4.55 of 11 votes (75 have, 84 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$45.00
Milt Jackson – Bags & Flutes,Atlantic – SD 1294,US,"Vinyl, LP, Album, Stereo",Jazz,1959,Hard Bop,"Rated 4.71 of 7 votes (102 have, 61 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
John Coltrane – Coltrane Time,United Artists Jazz – UAJS 15001,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1963,"Hard Bop, Modal","Rated 4.20 of 15 votes (213 have, 99 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
"Milt Jackson – Plenty, Plenty Soul",Atlantic – 1269,US,"Vinyl, LP, Album, Mono, Deep Groove","Jazz, Funk / Soul",1957,Hard Bop,"Rated 4.20 of 30 votes (341 have, 91 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
Wes Montgomery – Down Here On The Ground,"A&M Records – LP 3006, CTI Records – LP 3006, A&M Records – SP-3006, CTI Records – SP-3006",US,"Vinyl, LP, Album, Gatefold",Jazz,1968,Hard Bop,"Rated 4.23 of 22 votes (409 have, 59 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),93.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$45.00
Elvin Jones – And Then Again,Atlantic – 1443,US,"Vinyl, LP, Album, Mono, Promo",Jazz,1965,Hard Bop,"No Rating Yet (18 have, 39 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$45.00
Clifford Brown – Memorial Album,Blue Note – BST-81526,US,"Vinyl, LP, Album, Compilation, Reissue, Stereo",Jazz,1969,"Bop, Hard Bop","No Rating Yet (15 have, 14 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.9%,nan,nan,$45.00
Art Pepper – The Artistry Of Pepper,Pacific Jazz – PJ-60,US,"Vinyl, LP, Album, Mono",Jazz,1962,"Bop, Hard Bop","Rated 4.30 of 10 votes (51 have, 73 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
Miles Davis And Milt Jackson – Quintet / Sextet,"Prestige – LP 7034, Prestige – PRLP 7034",US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1964,"Bop, Hard Bop","Rated 3.91 of 11 votes (122 have, 81 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$45.00
Art Farmer - Benny Golson – Meet The Jazztet,Argo (6) – LP 664,US,"Vinyl, LP, Album, Mono, deep groove",Jazz,1960,Hard Bop,"Rated 4.29 of 21 votes (254 have, 84 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.7%,Nola Recording Studios,nan,$45.00
The George Wallington Trio* – The George Wallington Trio,Savoy Records – MG-12081,US,"Vinyl, LP, Album, Mono",Jazz,1956,Hard Bop,"Rated 4.00 of 1 votes (19 have, 23 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,nan,nan,$45.00
Jaki Byard – Out Front!,Prestige – PR 7397,US,"Vinyl, LP, Album, Mono",Jazz,1965,Hard Bop,"Rated 4.71 of 7 votes (62 have, 86 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$45.00
The Horace Silver Quintet – Doin' The Thing - At The Village Gate,Blue Note – BLP 4076,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1962,Hard Bop,"Rated 4.50 of 8 votes (83 have, 37 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Village Gate,Plastylite,$45.00
John Coltrane – Traneing In,"Prestige – PR 7651, Prestige – PRST 7651",US,"Vinyl, LP, Album, Stereo, Reissue, Remastered",Jazz,1969,Hard Bop,"Rated 4.00 of 4 votes (45 have, 38 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$45.00
Horace Silver – You Gotta Take A Little Love / Down And Out,Blue Note – 45-1946,US,"Vinyl, 7"", 45 RPM, Promo",Jazz,1969,Hard Bop,"Rated 4.00 of 1 votes (0 have, 4 want)",Near Mint (NM or M-),Sleeve: Generic,100.0%,nan,nan,$45.00
Art Blakey – Orgy In Rhythm - Volume One,Blue Note – BST 1554,US,"Vinyl, LP, Album, Repress, Stereo","Jazz, Latin",1962,"Afro-Cuban Jazz, Hard Bop","Rated 5.00 of 4 votes (48 have, 120 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,Manhattan Towers,nan,$45.00
The Horace Silver Quintet – Doin' The Thing - At The Village Gate,Blue Note – BLP 4076,US,"Vinyl, LP, Album, Mono",Jazz,Aug 1961,Hard Bop,"Rated 4.28 of 53 votes (598 have, 245 want)",Very Good (VG),Sleeve: Good (G),100.0%,Village Gate,Plastylite,$45.00
Art Blakey And The Jazz Messengers* – Drum Suite,Columbia – CL 1002,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Afro-Cuban Jazz, Hard Bop","Rated 4.34 of 135 votes (1180 have, 447 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.5%,nan,nan,$45.00
Horace Silver Quintet* / Sextet* – The Jody Grind,Blue Note – BLP 4250,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1967,"Soul-Jazz, Hard Bop","Rated 4.42 of 52 votes (381 have, 230 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$45.00
Roland Kirk – Kirk In Copenhagen,Mercury – MG-20894,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1964,"Hard Bop, Free Jazz, Post Bop","Rated 4.50 of 2 votes (44 have, 23 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.7%,Jazzhus Montmartre,nan,$45.00
Mose Allison – Local Color,"Prestige – 7121, Prestige – PRLP 7121",US,"Vinyl, LP, Album",Jazz,1958,Hard Bop,"Rated 4.27 of 15 votes (121 have, 117 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$45.00
Red Garland – The Nearness Of You,JAZZLAND – JLP 962,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Easy Listening","Rated 4.50 of 2 votes (7 have, 25 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Plaza Sound Studios,nan,$45.00
The Red Garland Trio – Manteca,"Prestige – 7139, Prestige – PRLP 7139",US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.00 of 3 votes (23 have, 34 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,nan,nan,$45.00
"Coltrane* – ""Live"" At The Village Vanguard",Impulse! – A-10,US,"Vinyl, LP, Album, Mono",Jazz,1963,"Modal, Hard Bop","Rated 4.61 of 31 votes (231 have, 232 want)",Very Good Plus (VG+),Sleeve: Good (G),92.9%,Village Vanguard,nan,$45.00
John Coltrane – Coltrane Time,United Artists Jazz – UAJ 14001,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1963,"Hard Bop, Modal","Rated 4.19 of 27 votes (294 have, 110 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.7%,nan,Plastylite,$45.00
Gil Evans Orchestra* Featuring Cannonball Adderley – New Bottle Old Wine,World Pacific Records – WP-1298,US,"Vinyl, LP, Album, Mono",Jazz,1960,"Hard Bop, Soul-Jazz","Rated 4.00 of 2 votes (14 have, 19 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$45.00
Ron Jefferson – Love Lifted Me,Pacific Jazz – Stereo-36,US,"Vinyl, LP",Jazz,1962,Hard Bop,"Rated 4.00 of 3 votes (16 have, 36 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.5%,nan,nan,$45.00
Gil Evans Orchestra* Featuring Cannonball Adderley – New Bottle Old Wine,World Pacific Records – WP-1246,US,"Vinyl, LP, Mono, Album",Jazz,1958,"Hard Bop, Soul-Jazz","Rated 4.71 of 7 votes (75 have, 75 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
Chet Baker – The Trumpet Artistry Of Chet Baker,Pacific Jazz – PJ-1206,US,"Vinyl, LP, Album, Mono",Jazz,1955,"Hard Bop, Modal","Rated 4.44 of 32 votes (250 have, 220 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$45.00
John Coltrane – Golden Album,Impulse! – SR 3007,Japan,"Vinyl, LP, Compilation",Jazz,1967,"Post Bop, Hard Bop, Modal","Rated 5.00 of 5 votes (26 have, 19 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
The Incredible Jimmy Smith* – Midnight Special,Blue Note – BLP 4078,US,"Vinyl, LP, Album, Mono, No DG","Jazz, Blues",1961,"Soul-Jazz, Hard Bop","Rated 4.39 of 83 votes (1008 have, 264 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$45.00
Chet Baker – The Trumpet Artistry Of Chet Baker,Pacific Jazz – PJ-1206,US,"Vinyl, LP, Album, Mono",Jazz,1955,"Hard Bop, Modal","Rated 4.44 of 32 votes (250 have, 220 want)",Very Good (VG),Sleeve: Good Plus (G+),99.7%,nan,nan,$45.00
John Coltrane – The Best Of John Coltrane,Atlantic – SD 1541,US,"Vinyl, LP, Compilation, Promo",Jazz,1970,Hard Bop,"No Rating Yet (27 have, 24 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.5%,nan,nan,$45.00
Yusef Lateef – Other Sounds,New Jazz – NJLP 8218,US,"Vinyl, LP, Album, Mono, Deep Groove",Jazz,1959,Hard Bop,"Rated 4.15 of 26 votes (186 have, 305 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$45.00
Thad Jones / Pepper Adams Quintet – Mean What You Say,Milestone (4) – MSP 9001,US,"Vinyl, LP, Album, Stereo",Jazz,1966,Hard Bop,"Rated 4.25 of 12 votes (97 have, 53 want)",Near Mint (NM or M-),Sleeve: Mint (M),100.0%,Plaza Sound Studios,nan,$45.00
Wolfgang Dauner Trio – Music Zounds,MPS Records – MPS 15270,Germany,"Vinyl, LP, Album",Jazz,1970,"Hard Bop, Fusion, Modal","Rated 4.41 of 17 votes (91 have, 91 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"MPS-Studio, Villingen",nan,$45.00
Miles Davis – Facets Vol. 2,CBS/Sony – SONP 50200,Japan,"Vinyl, LP, Compilation, Mono",Jazz,1970,"Bop, Hard Bop","Rated 5.00 of 1 votes (11 have, 4 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),97.3%,nan,nan,$45.00
Donald Byrd – Mustang!,Blue Note – BNST 84238,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1968,"Hard Bop, Post Bop","Rated 5.00 of 3 votes (32 have, 87 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Research Craft,$45.00
Art Farmer – Arte Moderno = Modern Art,United Artists Records – UAL 4007,Argentina,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.00 of 1 votes (2 have, 27 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$45.00
The Incredible Jimmy Smith* – Crazy! Baby,"Blue Note – 4030, Blue Note – BLP 4030",US,"Vinyl, LP, Album, Mono",Jazz,Jun 1960,Hard Bop,"Rated 4.11 of 28 votes (365 have, 146 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),92.6%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$45.00
The Milt Jackson Quartet Featuring Horace Silver – Soul Pioneers,"Prestige – PR 7224, Prestige – PRLP 7224",US,"Vinyl, LP, Album, Mono, Reissue",Jazz,1962,"Hard Bop, Soul-Jazz","Rated 4.29 of 14 votes (138 have, 49 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$45.00
Monk* – Monk.,Columbia – CS 9091,US,"Vinyl, LP, Album, Stereo",Jazz,1965,Hard Bop,"Rated 4.33 of 84 votes (998 have, 284 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
Miles Davis – Seven Steps To Heaven,Columbia – CS 8851,US,"Vinyl, LP, Album, Stereo",Jazz,Sep 1963,"Hard Bop, Modal","Rated 4.61 of 23 votes (251 have, 133 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),98.7%,nan,"Columbia Records Pressing Plant, Pitman",$45.00
Dave Grusin – Kaleidoscope,Columbia – CL 2344,US,"Vinyl, LP, Album, Mono",Jazz,1965,Hard Bop,"No Rating Yet (28 have, 35 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$45.00
Blue Mitchell – A Sure Thing,Riverside Records – RLP 9414,US,"Vinyl, LP, Album, Stereo",Jazz,1962,Hard Bop,"Rated 2.00 of 1 votes (25 have, 65 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Plaza Sound Studios,nan,$45.00
Art Blakey And The Jazz Messengers* – A Midnight Session With...,Versailles (2) – STD 2023,France,"Vinyl, LP, 10"", Album",Jazz,1961,Hard Bop,"Rated 3.83 of 6 votes (21 have, 35 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.5%,nan,nan,$45.00
Monk* – Monk.,Columbia – CS 9091,US,"Vinyl, LP, Album, Stereo",Jazz,1965,Hard Bop,"Rated 4.33 of 84 votes (998 have, 284 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
Lee Morgan – The Sidewinder,"Blue Note – BST 84157, Blue Note – ST-84157, Blue Note – 84157",US,"Vinyl, LP, Album, Stereo",Jazz,1964,Hard Bop,"Rated 4.72 of 109 votes (963 have, 813 want)",Good Plus (G+),Sleeve: Good Plus (G+),98.8%,nan,Plastylite,$45.00
John Coltrane – Dakar,Prestige – PRLP 7280,US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,"Rated 3.89 of 9 votes (88 have, 218 want)",Good (G),Sleeve: Good (G),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$45.00
Thelonious Monk – Solo Monk,Columbia – CS 9149,US,"Vinyl, LP, Album, Stereo, 360 Sound, 2-Eye Label, Non-Breakable",Jazz,1965,"Hard Bop, Bop","Rated 4.40 of 10 votes (123 have, 149 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
"The Miles Davis Sextet Featuring John Coltrane And ""Cannonball"" Adderley*, The Thelonious Monk Quartet And Pee Wee Russell – Miles & Monk At Newport",Columbia – CL 2178,US,"Vinyl, LP, Album, Mono",Jazz,Jun 1964,"Hard Bop, Bop, Modal","Rated 4.21 of 29 votes (437 have, 81 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),94.3%,Newport Jazz Festival,nan,$45.00
Milt Jackson Quartet* – Statements,Impulse! – A-14,US,"Vinyl, LP, Album, Mono, Ampar",Jazz,1962,"Bop, Hard Bop","Rated 4.38 of 24 votes (230 have, 84 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$45.00
John Coltrane – Coltrane Plays The Blues,Atlantic – 1382,US,"Vinyl, LP, Album, Stereo",Jazz,1966,"Hard Bop, Modal","Rated 4.60 of 5 votes (53 have, 40 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$45.00
