Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Sonny Rollins – Sonny Boy,"Prestige – PR 7207, Prestige – PRLP 7207",US,"Vinyl, LP, Album, Remastered, Mono",Jazz,1961,"Bop, Hard Bop","No Rating Yet (12 have, 36 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$75.00
Jackie McLean Sextet – Jackie McLean Sextet,Josie – JJM 3507,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1963,"Bop, Hard Bop, Swing","Rated 5.00 of 1 votes (14 have, 15 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.6%,nan,nan,$75.00
"Hank Mobley, Billy Root, Curtis Fuller, Lee Morgan – Another Monday Night At Birdland",Roulette – R 52022,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 5.00 of 2 votes (49 have, 94 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Birdland,nan,$76.00
Gene Ammons – Boss Tenor,Prestige – PRLP 7180,US,"Vinyl, LP, Album, Mono",Jazz,1960,"Hard Bop, Soul-Jazz","Rated 4.72 of 25 votes (208 have, 158 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.3%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$76.47
"Donald Byrd – At The Half Note Cafe, Vol. 2","Blue Note – 84061, Blue Note – ST 80461, Blue Note – BST-80461",US,"Vinyl, LP, Album, Reissue, Repress, Stereo",Jazz,1966,Hard Bop,"Rated 5.00 of 1 votes (9 have, 35 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,Half Note,nan,$76.89
The Thelonious Monk Quartet – Monk's Dream,Columbia – CL 1965,US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,"Rated 4.54 of 130 votes (1317 have, 888 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$75.00
John Coltrane / Archie Shepp – New Thing At Newport,"Impulse! – A-94, Impulse! – AS-94",US,"Vinyl, LP, Album, Stereo, Gatefold",Jazz,1966,Hard Bop,"Rated 4.20 of 49 votes (538 have, 328 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),95.5%,Newport Jazz Festival,nan,$75.00
Carl Perkins (4) – Introducing...,Dootone Records – DL-211,US,"Vinyl, LP, Album, Red",Jazz,1956,"Bop, Hard Bop, Soul-Jazz","Rated 4.00 of 2 votes (15 have, 90 want)",Good (G),Sleeve: Good (G),99.8%,nan,nan,$75.00
Jackie McLean – A Long Drink Of The Blues,Status Records (2) – ST 8253,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1965,Hard Bop,"Rated 4.43 of 7 votes (61 have, 53 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$75.00
Milt Jackson – Wizard Of The Vibes,Blue Note – LP 5011,US,"Vinyl, LP, 10"", Compilation",Jazz,1952,"Bop, Hard Bop","Rated 4.50 of 2 votes (34 have, 108 want)",Very Good (VG),Sleeve: Very Good (VG),98.7%,nan,nan,$75.00
John Coltrane – Stardust,"Prestige – PR 7268, Prestige – PRLP 7268",US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,"Rated 4.08 of 25 votes (174 have, 304 want)",Good Plus (G+),Sleeve: Not Graded,99.7%,nan,nan,$75.00
Hideo Shiraki Meets Yuzo Kayama* – Hideo Shiraki Meets Yuzo Kayama 加山雄三の世界,Toshiba Records – TP-7135,Japan,"Vinyl, LP, Album, Stereo",Jazz,1966,Hard Bop,"Rated 5.00 of 1 votes (7 have, 68 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.6%,nan,nan,$75.00
"Coltrane* – ""Live"" At The Village Vanguard","Impulse! – A-10-S, Impulse! – A-10",US,"Vinyl, LP, Album, Stereo, Gatefold",Jazz,1962,"Modal, Hard Bop, Avant-garde Jazz","Rated 4.44 of 52 votes (423 have, 549 want)",Good Plus (G+),Sleeve: Very Good (VG),98.8%,Village Vanguard,nan,$75.00
The John Coltrane Quartet – Africa / Brass,Impulse! – A-6,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,Sep 1961,"Free Jazz, Hard Bop, Modal","Rated 4.64 of 42 votes (428 have, 361 want)",Very Good (VG),Sleeve: Very Good (VG),98.2%,nan,nan,$75.00
Miles Davis – The Original Quintet (First Recording),"Prestige – PR 7254, Prestige – PRLP 7254",US,"Vinyl, LP, Album, Mono, Reissue",Jazz,1963,"Bop, Hard Bop","Rated 4.33 of 9 votes (129 have, 113 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$75.00
Donald Byrd – Electric Byrd,Blue Note – BST 84349,US,"Vinyl, LP, Album",Jazz,1970,"Hard Bop, Modal, Latin Jazz","Rated 4.65 of 95 votes (725 have, 876 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$75.00
Paul Chambers (3) – 1st Bassman,"Vee Jay Records – VJLP 3012, Vee Jay Records – LP 3012",US,"Vinyl, LP, Album, Promo, Mono",Jazz,1960,"Modal, Hard Bop","Rated 5.00 of 2 votes (3 have, 5 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,$75.00
Various – The Definitive Jazz Scene Volume 2,Impulse! – A-100,US,"Vinyl, LP, Compilation, Mono",Jazz,1964,"Bop, Hard Bop, Big Band, Post Bop, Cool Jazz","Rated 4.23 of 13 votes (95 have, 26 want)",Very Good (VG),Sleeve: Good Plus (G+),99.2%,nan,nan,$74.97
Don Sleet With Jimmy Heath / Wynton Kelly / Jimmy Cobb / Ron Carter – All Members,Jazzland – JLP 945S,US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,"Rated 5.00 of 5 votes (35 have, 67 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$75.00
John Coltrane – The Believer,"Prestige – PR 7292, Prestige – PRST 7292",US,"Vinyl, LP, Album, Stereo",Jazz,1964,Hard Bop,"Rated 3.20 of 5 votes (35 have, 77 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),97.4%,nan,nan,$74.99
Art Blakey's Jazz Messengers* – Ugetsu,Riverside Records – RLP 464,UK,"Vinyl, LP, Album, Mono",Jazz,1965,Hard Bop,"Rated 3.50 of 2 votes (23 have, 44 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),92.6%,Birdland,nan,$74.75
Elmo Hope Ensemble – Sounds From Rikers Island,Audio Fidelity – AFLP 2119,Argentina,"Vinyl, LP, Album",Jazz,1963,Hard Bop,"No Rating Yet (4 have, 47 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,nan,nan,$75.00
John Coltrane With Red Garland – Soultrane,"Prestige – 7142, Prestige – PRLP 7142",US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.40 of 85 votes (549 have, 758 want)",Good (G),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$75.00
Quincy Jones And His Orchestra – The Quintessence,Impulse! – AS-11,US,"Vinyl, LP, Album",Jazz,1963,"Hard Bop, Big Band","Rated 4.17 of 23 votes (249 have, 145 want)",Very Good Plus (VG+),Sleeve: Good (G),100.0%,nan,nan,$74.75
Stan Getz Meets Gerry Mulligan – Getz Meets Mulligan In Hi-FI,Verve Records – MG V-8249,US,"Vinyl, LP, Album",Jazz,Dec 1957,"Bop, Hard Bop","Rated 3.95 of 19 votes (292 have, 122 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$74.94
Charles Mingus – Mingus Ah Um,Columbia – YS-128,Japan,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,"Rated 5.00 of 3 votes (4 have, 384 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,nan,nan,$75.00
Art Blakey & The Jazz Messengers – Roots & Herbs,Blue Note – BST 84347,US,"Vinyl, LP, Album",Jazz,1970,"Hard Bop, Modal","Rated 3.86 of 7 votes (84 have, 85 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$75.00
Miles Davis – Jazz Track,Columbia – CL 1268,Canada,"Vinyl, LP, Mono",Jazz,1959,Hard Bop,"Rated 4.09 of 11 votes (88 have, 65 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$74.95
Kenny Cox And The Contemporary Jazz Quintet (2) – Multidirection,Blue Note – BST 84339,US,"Vinyl, LP, Album, Stereo",Jazz,1970,"Post Bop, Hard Bop, Modal","Rated 4.58 of 12 votes (122 have, 98 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,GM Studios,"All Disc Records, Inc.",$74.99
Dorothy Ashby – The Jazz Harpist,Regent – MG-6039,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Hard Bop, Cool Jazz","Rated 4.53 of 17 votes (152 have, 474 want)",Good Plus (G+),Sleeve: Very Good (VG),99.9%,nan,nan,$74.99
Cannonball Adderley – Somethin' Else,"Blue Note – 1595, Blue Note – BST 1595",US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1964,"Bop, Hard Bop","Rated 4.93 of 14 votes (86 have, 262 want)",Very Good (VG),Sleeve: Very Good (VG),99.3%,nan,Plastylite,$74.99
Miles Davis – Miles Davis And The Modern Jazz Giants,Esquire – 32-100,UK,"Vinyl, LP, Album, Mono",Jazz,26 Aug 1960,Hard Bop,"Rated 4.50 of 6 votes (42 have, 102 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$74.99
John Coltrane – Coltrane Plays The Blues,Atlantic – 1382,US,"Vinyl, LP, Album, Mono",Jazz,1962,"Hard Bop, Modal","Rated 4.15 of 52 votes (489 have, 398 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.9%,Atlantic Studios,MGM Custom Pressing Division,$75.00
Sonny Rollins – The Bridge,RCA Victor – LPM-2527,Canada,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 5.00 of 2 votes (48 have, 97 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$75.00
Miles Davis – Milestones,Columbia – CL 1193,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.73 of 11 votes (134 have, 232 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,Columbia 30th Street Studio,"Columbia Records Pressing Plant, Bridgeport",$74.00
Wilbur Harden – Jazz Way Out,Savoy Records – MG 12131,US,"Vinyl, LP, Album",Jazz,1958,Hard Bop,"Rated 4.00 of 2 votes (20 have, 157 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$75.00
The New Elvin Jones Trio – Puttin' It Together,Blue Note – BST 84282,US,"Vinyl, LP, Album",Jazz,1968,"Hard Bop, Post Bop","Rated 4.28 of 32 votes (383 have, 164 want)",Mint (M),Sleeve: Mint (M),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$75.00
Max Roach – +4,EmArcy – MG 36098,Canada,"Vinyl, LP, Album, Mono",Jazz,1957,"Bop, Hard Bop","No Rating Yet (12 have, 14 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$74.99
Art Blakey & Les Jazz-Messengers* – Au Club Saint-Germain / Vol. 1 à 3,RCA – FXL3 7052,France,"3 × Vinyl, LP, Album, Reissue
Box Set, Compilation",Jazz,1969,Hard Bop,"Rated 4.50 of 14 votes (158 have, 43 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,Club Saint-Germain,nan,$74.99
Nat Adderley And The Big Sax Section – That's Right!,Riverside Records – RLP 330,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.29 of 14 votes (139 have, 29 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.2%,Plaza Sound Studios,nan,$74.00
The Red Garland Quintet With John Coltrane – Dig It!,"Prestige – PR 7229, Prestige – PRST 7229",US,"Vinyl, Album, LP, Stereo",Jazz,1962,Hard Bop,"Rated 4.80 of 5 votes (50 have, 102 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$75.00
The Horace Silver Quintet – The Tokyo Blues,Blue Note – BST 84110,US,"Vinyl, LP, Stereo, Album",Jazz,1962,Hard Bop,"Rated 4.64 of 25 votes (252 have, 207 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$74.99
Blue Mitchell – The Thing To Do,Blue Note – BST 84178,US,"Vinyl, LP, Album, Stereo",Jazz,May 1965,Hard Bop,"Rated 4.55 of 22 votes (123 have, 222 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$75.00
Jimmy Smith – Just Friends / Lover Man,Blue Note – 45-1704,US,"Vinyl, 7"", 45 RPM, Single",Jazz,1957,"Hard Bop, Soul-Jazz","No Rating Yet (7 have, 3 want)",Mint (M),Sleeve: Generic,99.9%,nan,nan,$74.99
Jimmy Heath Sextet – The Thumper,Riverside Records – RLP 1160,US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,"Rated 4.60 of 5 votes (33 have, 61 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.5%,nan,nan,$72.99
Cannonball Adderley Sextet – Jazz Workshop Revisited,Riverside Records – RS 9444,US,"Vinyl, LP, Album, Stereo",Jazz,1963,"Hard Bop, Soul-Jazz, Modal","Rated 4.39 of 28 votes (315 have, 54 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.1%,"The Jazz Workshop, San Francisco",nan,$75.00
The Cannonball Adderley Quintet – Plus,Riverside Records – RLP 388,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.04 of 26 votes (354 have, 75 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),97.8%,Plaza Sound Studios,nan,$74.28
"Freddie Redd Quartet With Jackie McLean – The Music From ""The Connection""","Blue Note – BST 84027, Blue Note – 84027",US,"Vinyl, LP, Album, Reissue, Stereo, Liberty Pressing",Jazz,1966,Hard Bop,"Rated 4.33 of 3 votes (21 have, 56 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$75.00
Kenny Dorham & Jackie McLean – Inta Somethin',Pacific Jazz – STEREO-41,US,"Vinyl, LP, Album, Stereo",Jazz,1962,Hard Bop,"No Rating Yet (0 have, 24 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,nan,nan,$75.00
Lee Morgan – Delightfulee,Blue Note – BST 84243,US,"Vinyl, LP, Album, Stereo",Jazz,1967,Hard Bop,"Rated 4.44 of 39 votes (274 have, 186 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$74.99
Miles Davis All Stars – Walkin',Prestige – PRLP 7076,US,"Vinyl, LP, Album, Compilation, Mono",Jazz,1957,Hard Bop,"Rated 4.50 of 30 votes (311 have, 340 want)",Good Plus (G+),Sleeve: No Cover,98.8%,nan,"Abbey Record Manufacturing Co., Inc.",$75.00
"Art Blakey Quintet – A Night At Birdland, Volume 1",Blue Note – BLP 1521,US,"Vinyl, LP, Compilation, Mono",Jazz,Jul 1956,Hard Bop,"Rated 4.60 of 20 votes (149 have, 365 want)",Good (G),Sleeve: Fair (F),100.0%,Birdland,Plastylite,$74.99
The Miles Davis Sextet & The Thelonious Monk Quartet – Miles & Monk At Newport,Columbia – CS 8978.,US,"Vinyl, LP, Album, Stereo",Jazz,Jun 1964,"Hard Bop, Bop, Modal","Rated 4.46 of 46 votes (681 have, 205 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Newport Jazz Festival,"Columbia Records Pressing Plant, Terre Haute",$75.00
Paul Chambers (3) – 1st Bassman,"Vee Jay Records – VJLP 3012, Vee Jay Records – LP 3012",US,"Vinyl, LP, Album, Mono",Jazz,13 Aug 1960,"Modal, Hard Bop","Rated 4.00 of 23 votes (155 have, 136 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,nan,nan,$74.99
The Miles Davis Sextet & The Thelonious Monk Quartet – Miles & Monk At Newport,Columbia – CL 2178,US,"Vinyl, LP, Album, Mono",Jazz,1964,"Hard Bop, Bop, Modal","Rated 3.50 of 6 votes (79 have, 43 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Newport Jazz Festival,nan,$74.99
John Coltrane – Lush Life,"Prestige – 7188, Prestige – PRLP 7188",US,"Vinyl, LP, Album, Mono",Jazz,Jan 1961,Hard Bop,"Rated 4.51 of 76 votes (573 have, 640 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$75.00
"Tony Kinsey Quintet* – An Evening With Tony Kinsey ""Mr. Percussion""",Ember Records – EMB 3337,UK,"Vinyl, LP",Jazz,1961,Hard Bop,"Rated 3.75 of 4 votes (18 have, 27 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$74.99
Thelonious Monk Quartet* – Misterioso,Riverside Records – RLP 12-279,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Bop, Hard Bop","Rated 4.45 of 44 votes (386 have, 319 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Five Spot Café,nan,$74.99
Julian Adderley Quintet* – Portrait Of Cannonball,Riverside Records – RLP 12-269,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1960,Hard Bop,"Rated 3.00 of 1 votes (10 have, 30 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,Reeves Sound Studios,nan,$75.00
Art Farmer - Benny Golson – Meet The Jazztet,Argo (6) – LPS-664,US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,"Rated 4.65 of 20 votes (176 have, 149 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Nola Recording Studios,nan,$75.00
Thelonious Monk – Monk.,Columbia – CS 9091,US,"Vinyl, LP, Album, Stereo, Repress",Jazz,1966,"Bop, Hard Bop","No Rating Yet (68 have, 64 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,"Columbia Records Pressing Plant, Santa Maria",$75.00
Freddie Roach – Good Move,Blue Note – BST 84158,US,"Vinyl, LP, Album, Stereo",Jazz,1963,"Hard Bop, Soul-Jazz","Rated 4.71 of 7 votes (42 have, 101 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,Plastylite,$75.00
Miles Davis – Jazz Track,Columbia – CL 1268,US,"Vinyl, LP, Promo, Mono, Terre Haute",Jazz,Nov 1959,Hard Bop,"Rated 4.67 of 9 votes (80 have, 83 want)",Very Good (VG),Sleeve: Very Good (VG),99.9%,nan,"Columbia Records Pressing Plant, Terre Haute",$74.99
John Coltrane – Bahia,Prestige – PR 7353,US,"Vinyl, LP, Album, Mono",Jazz,May 1965,Hard Bop,"Rated 4.47 of 19 votes (186 have, 196 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$75.00
John Coltrane – Standard Coltrane,"Prestige – PR 7243, Prestige – PRLP 7243",US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.14 of 21 votes (176 have, 186 want)",Very Good (VG),Sleeve: Good Plus (G+),99.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$74.74
Miles Davis – Someday My Prince Will Come,Columbia – JS7-51,US,"5 × Vinyl, 7"", 33 ⅓ RPM, Album, Jukebox, Stereo",Jazz,1962,Hard Bop,"Rated 2.00 of 1 votes (13 have, 44 want)",Very Good Plus (VG+),Sleeve: Generic,100.0%,nan,nan,$75.00
The Horace Silver Quintet Plus J.J. Johnson – The Cape Verdean Blues,Blue Note – BST 84220,US,"Vinyl, LP, Album, Stereo",Jazz,Dec 1965,"Hard Bop, Post Bop","Rated 4.53 of 59 votes (400 have, 245 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,nan,Plastylite,$74.99
Blue Mitchell – The Cup Bearers,Riverside Records – RS 9439,US,"Vinyl, LP, Album, Stereo",Jazz,1963,Hard Bop,"Rated 3.40 of 5 votes (35 have, 87 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Plaza Sound Studios,nan,$75.00
John Jenkins (2) – Jazz Eyes,"Regent – MG 6056, Regent – RMG 6056",US,"Vinyl, LP, Album",Jazz,1957,"Hard Bop, Bop","Rated 3.75 of 4 votes (39 have, 107 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,"Van Gelder Studio, Hackensack, New Jersey",nan,$74.99
Various – Winner's Circle,Bethlehem Records – BCP-6024,US,"Vinyl, LP, Album, Mono, Microgroove",Jazz,1958,Hard Bop,"Rated 3.67 of 3 votes (35 have, 94 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,nan,nan,$75.00
John Coltrane – Lush Life,"Prestige – 7188, Prestige – PRLP 7188",US,"Vinyl, LP, Album, Mono",Jazz,Jan 1961,Hard Bop,"Rated 4.51 of 76 votes (573 have, 640 want)",Very Good (VG),Sleeve: Very Good (VG),99.8%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$75.00
Lee Morgan – The Sidewinder,Blue Note – BST 84157,US,"Vinyl, LP, Album, Reissue, Stereo, 2nd issue",Jazz,1966,Hard Bop,"Rated 4.67 of 57 votes (428 have, 340 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$74.99
Pat Martino – Desperado,Prestige – PR 7795,US,"Vinyl, LP, Album, Stereo",Jazz,1970,Hard Bop,"Rated 4.00 of 3 votes (54 have, 104 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,$74.99
Miles Davis All Stars – Walkin',Prestige – PRLP 7076,US,"Vinyl, LP, Album, Compilation, Mono",Jazz,1957,Hard Bop,"Rated 4.50 of 30 votes (311 have, 340 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),98.8%,nan,"Abbey Record Manufacturing Co., Inc.",$74.99
The Horace Silver Quintet – Song For My Father (Cantiga Para Meu Pai),"Blue Note – BLP 4185, Blue Note – 4185",US,"Vinyl, LP, Mono, No DG",Jazz,Dec 1964,"Hard Bop, Latin Jazz","Rated 4.53 of 17 votes (143 have, 292 want)",Good Plus (G+),Sleeve: Generic,100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$73.23
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May 1958,"Bop, Hard Bop","Rated 4.70 of 194 votes (1085 have, 1716 want)",Good Plus (G+),Sleeve: Generic,99.0%,nan,Plastylite,$74.99
Charles Mingus – Jazz Portraits,United Artists Records – UAL 4078,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1962,"Post Bop, Hard Bop","Rated 4.67 of 3 votes (48 have, 48 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.2%,Nonagon Art Gallery,nan,$72.99
Booker Little – Booker Little,Time Records (3) – S/2011,US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,"Rated 4.33 of 9 votes (94 have, 115 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),94.7%,nan,nan,$74.00
The Maynard Ferguson Sextet* – The Maynard Ferguson Sextet,Mainstream Records – 56060,US,"Vinyl, LP, Album, Mono",Jazz,1965,Hard Bop,"Rated 4.00 of 1 votes (26 have, 16 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.1%,nan,nan,$75.00
Julian Priester Sextet – Spiritsville,JAZZLAND – 925s,UK,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,"No Rating Yet (2 have, 33 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.2%,nan,nan,$74.00
Yusef Lateef – Yusef Lateef's Detroit Latitude 42° 30' Longitude 83°,Atlantic – SD 1525,US,"Vinyl, LP, Album, Promo",Jazz,1969,"Jazz-Funk, Hard Bop","Rated 4.25 of 4 votes (52 have, 231 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,Century Sound Studios,nan,$75.00
Lee Morgan – Here's Lee Morgan,Vee Jay Records – LP 3007,US,"Vinyl, LP, Album",Jazz,1960,Hard Bop,"Rated 4.29 of 7 votes (126 have, 153 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,nan,nan,$75.00
Thelonious Monk Quintet* – 5 By Monk By 5,Riverside Records – RLP 1150,US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1960,Hard Bop,"Rated 3.50 of 2 votes (56 have, 40 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,Reeves Sound Studios,nan,$75.00
Thelonious Monk Quartet* – Misterioso,Riverside Records – RLP 12-279,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Bop, Hard Bop","Rated 4.45 of 44 votes (386 have, 319 want)",Very Good (VG),Sleeve: Good (G),100.0%,Five Spot Café,nan,$74.99
Wayne Shorter – Introducing Wayne Shorter,"Vee Jay Records – VJLP 3006, Vee Jay Records – VEE JAY LP 3006",US,"Vinyl, LP",Jazz,1959,Hard Bop,"Rated 3.85 of 13 votes (108 have, 241 want)",Very Good (VG),Sleeve: Very Good (VG),99.9%,nan,nan,$75.00
Thelonious Monk Quartet Plus Two* – At The Blackhawk,"Riverside Records – RLP 12-323, Riverside Records – RLP 323",US,"Vinyl, LP, Album, Mono",Jazz,1960,"Bop, Hard Bop","Rated 4.67 of 3 votes (55 have, 40 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Black Hawk (2),nan,$75.00
Blue Mitchell – Boss Horn,Blue Note – BST 84257,US,"Vinyl, LP, Album, Stereo",Jazz,1967,Hard Bop,"Rated 4.36 of 22 votes (189 have, 116 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.2%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$74.99
"Tony Scott (2), Bill Evans, Gene Quill, Dick Garcia – The Hi-Fi Land Of Jazz",Seeco – CELP 428,US,"Vinyl, LP, Album, Reissue",Jazz,1959,"Hard Bop, Post Bop, Cool Jazz","Rated 5.00 of 1 votes (20 have, 44 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,nan,nan,$75.00
The Miles Davis Quintet – Cookin' With The Miles Davis Quintet,"Prestige – PRLP 7094, Prestige – Prestige 7094",US,"Vinyl, LP, Album, Mono, Repress",Jazz,1958,Hard Bop,"Rated 4.82 of 34 votes (315 have, 258 want)",Good Plus (G+),Sleeve: Very Good (VG),99.5%,nan,"Abbey Record Manufacturing Co., Inc.",$75.00
