Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Lee Morgan – The Rumproller,Blue Note – BST 84199,US,"Vinyl, LP, Album, Reissue",Jazz,1966,"Hard Bop, Modal","Rated 4.57 of 14 votes (90 have, 110 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$60.00
John Coltrane – Lush Life,"Prestige – 7188, Prestige – PRLP 7188",US,"Vinyl, LP, Album, Mono",Jazz,Jan 1961,Hard Bop,"Rated 4.51 of 76 votes (573 have, 640 want)",Good Plus (G+),Sleeve: Good Plus (G+),99.4%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$60.00
Wynton Kelly – Kelly Great,"Vee Jay Records – VJLP-3004, Vee Jay Records – LP 3004",US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1964,Hard Bop,"Rated 5.00 of 1 votes (58 have, 45 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,Fine Recording Studios,nan,$60.00
John Coltrane – A Love Supreme,"Impulse! – A-77, Impulse! – AS-77, ABC Records – AS-77",US,"Vinyl, LP, Album, Reissue, Stereo, Gatefold",Jazz,1970,"Hard Bop, Modal, Avant-garde Jazz","Rated 4.50 of 2 votes (14 have, 158 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$60.00
Miles Davis – Seven Steps To Heaven,Columbia – CS 8851,US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1963,"Hard Bop, Modal","Rated 5.00 of 2 votes (28 have, 48 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$60.00
Oliver Nelson's Big Band – Live From Los Angeles,Impulse! – AS-9153,US,"Vinyl, LP",Jazz,1967,"Hard Bop, Post Bop","Rated 4.40 of 5 votes (117 have, 29 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$60.00
Miles Davis – Miles In Berlin,CBS/Sony – SONP 50127,Japan,"Vinyl, LP, Album, Stereo",Jazz,1969,"Hard Bop, Modal","Rated 4.63 of 8 votes (57 have, 51 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.7%,nan,nan,$60.00
Enrique Villegas / Paul Gonsalves / Willie Cook – Encuentro,Trova – TL-22,Argentina,"Vinyl, LP, Album, Mono",Jazz,1969,Hard Bop,"Rated 5.00 of 1 votes (21 have, 28 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,nan,nan,$60.00
Gene Ammons & Sonny Stitt – Boss Tenors In Orbit!,Verve Records – V6-8468,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Soul-Jazz, Hard Bop","Rated 3.73 of 11 votes (107 have, 61 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.7%,nan,nan,$60.00
Joe Harriott - John Mayer Double Quintet* – Indo-Jazz Fusions II,Columbia – SX 6215,UK,"Vinyl, LP, Album, Mono","Jazz, Folk, World, & Country",1968,"Hard Bop, Indian Classical","Rated 4.57 of 7 votes (69 have, 167 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$60.00
Charles Mingus – Mingus Ah Um,Columbia – CS 8171,Canada,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,"Hard Bop, Bop","Rated 5.00 of 1 votes (9 have, 183 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Columbia 30th Street Studio,nan,$60.00
Abbey Lincoln – Abbey Is Blue,Riverside Records – RLP 12-308,US,"Vinyl, LP, Album, Mono",Jazz,1962,"Vocal, Hard Bop","Rated 5.00 of 3 votes (12 have, 44 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.6%,nan,nan,$60.00
The Horace Silver Quintet – Song For My Father (Cantiga Para Meu Pai),Blue Note – BLP 4185,US,"Vinyl, LP, Album",Jazz,1966,"Hard Bop, Latin Jazz","Rated 4.71 of 14 votes (90 have, 246 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),98.8%,nan,nan,$60.00
"Art Blakey Quintet – A Night At Birdland, Volume 2",Blue Note – BLP 1522,US,"Vinyl, LP, Compilation, Reissue, Mono",Jazz,1966,Hard Bop,"Rated 4.80 of 10 votes (120 have, 131 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),92.6%,Birdland,nan,$60.00
"Art Blakey, Charlie Persip, Elvin Jones, ""Philly"" Joe Jones – Gretsch Drum Night At Birdland",Roulette – R 52049,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.00 of 10 votes (93 have, 64 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,nan,nan,$60.00
Miles Davis – Miles Davis In Europe,Columbia – CS 8983,US,"Vinyl, LP, Album, Stereo, Terre Haute Pressing",Jazz,1964,"Hard Bop, Modal","Rated 4.29 of 49 votes (690 have, 184 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,Antibes Jazz Festival,"Columbia Records Pressing Plant, Terre Haute",$60.00
Lem Winchester & Benny Golson – Winchester Special,New Jazz – NJLP-8223,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.00 of 6 votes (61 have, 102 want)",Very Good (VG),Sleeve: Very Good (VG),99.0%,nan,nan,$61.00
The Horace Silver Quintet & The Horace Silver Trio – Blowin' The Blues Away,"Blue Note – BST 84017, Blue Note – ST-84017, Blue Note – 84017",US,"Vinyl, LP, Album, Stereo",Jazz,1959,Hard Bop,"Rated 4.30 of 20 votes (144 have, 184 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$60.00
The Miles Davis Sextet & The Thelonious Monk Quartet – Miles & Monk At Newport,Columbia – CS 8978.,US,"Vinyl, LP, Album, Stereo",Jazz,Jun 1964,"Hard Bop, Bop, Modal","Rated 4.46 of 46 votes (681 have, 205 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Newport Jazz Festival,"Columbia Records Pressing Plant, Terre Haute",$60.00
Cannonball Adderley With Milt Jackson – Things Are Getting Better,Riverside Records – RLP 12-286,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Bop, Hard Bop","Rated 4.33 of 18 votes (255 have, 138 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.0%,nan,nan,$60.00
Miles Davis – Orbits,Columbia Musical Treasuries – DS 417,US,"Vinyl, LP, Compilation, Stereo, Red Labels",Jazz,1968,"Post Bop, Hard Bop, Modal","Rated 4.11 of 9 votes (158 have, 34 want)",Mint (M),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$61.96
The Incredible Jimmy Smith* – Rockin' The Boat,"Blue Note – 84141, Blue Note – BST 84141, Blue Note – ST-84141",US,"Vinyl, LP, Album, Stereo",Jazz,Sep 1963,"Hard Bop, Soul-Jazz","Rated 4.39 of 18 votes (295 have, 83 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,Plastylite,$60.99
Lee Morgan – Delightfulee,"Blue Note – BST 84243, Blue Note – BLP 4243",US,"Vinyl, LP, Album, Stereo, Reissue",Jazz,1970,Hard Bop,"Rated 4.00 of 8 votes (121 have, 80 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.3%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$60.00
Cannonball Adderley – Somethin' Else,"Blue Note – 1595, Blue Note – BST 1595",US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1964,"Bop, Hard Bop","Rated 4.93 of 14 votes (86 have, 262 want)",Good Plus (G+),Sleeve: Very Good (VG),99.7%,nan,Plastylite,$60.00
The Junior Cook Quintet Featuring Blue Mitchell – Junior's Cookin',Jazzland – JLP 58,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.00 of 5 votes (67 have, 101 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Plaza Sound Studios,nan,$60.00
"Sonny Rollins – Original Music From The Score ""Alfie""",Impulse! – AS-9111,US,"Vinyl, LP, Album, Stereo, Gatefold","Jazz, Stage & Screen",1966,"Hard Bop, Theme, Score","Rated 4.38 of 32 votes (243 have, 149 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,nan,nan,$60.38
The Dave Brubeck Quartet – Time Further Out (Miro Reflections),Columbia – CS 8490,US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1964,Hard Bop,"Rated 3.93 of 14 votes (91 have, 45 want)",Mint (M),Sleeve: Near Mint (NM or M-),98.9%,nan,"Columbia Records Pressing Plant, Pitman",$60.00
Miles Davis – Seven Steps To Heaven,Columbia – CL 2051,US,"Vinyl, LP, Album, Mono, Terre-Haute",Jazz,Sep 1963,"Hard Bop, Modal","Rated 4.30 of 80 votes (952 have, 414 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,"Columbia Records Pressing Plant, Terre Haute",$61.17
"The Ornette Coleman Trio – At The ""Golden Circle"" Stockholm - Volume Two","Blue Note – BST 84225, Blue Note – 84225",US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,"Hard Bop, Free Jazz","Rated 4.00 of 2 votes (21 have, 20 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,"Gyllene Cirkeln, Stockholm",nan,$60.00
Art Blakey And The Jazz Messengers* – 3 Blind Mice,United Artists Records – UA 485,US,"Vinyl, 7"", 45 RPM, Single, Promo",Jazz,1962,Hard Bop,"No Rating Yet (2 have, 0 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.4%,nan,nan,$60.00
Wolfgang Dauner Trio – Music Zounds,MPS Records – MPS 15270,Germany,"Vinyl, LP, Album",Jazz,1970,"Hard Bop, Fusion, Modal","Rated 4.41 of 17 votes (91 have, 91 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.9%,"MPS-Studio, Villingen",nan,$60.00
Randy Weston Trio And Cecil Payne – Jazz A La Bohemia,Riverside Records – RLP 12-232,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 3.25 of 4 votes (25 have, 75 want)",Very Good Plus (VG+),Sleeve: Generic,100.0%,Café Bohemia,nan,$60.00
The Horace Silver Quintet – The Stylings Of Silver,Blue Note – BLP 1562,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1966,Hard Bop,"Rated 4.00 of 1 votes (26 have, 53 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$60.00
Art Blakey And The Jazz Messengers* – Drum Suite,Columbia – CL 1002,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Afro-Cuban Jazz, Hard Bop","Rated 4.34 of 135 votes (1180 have, 447 want)",Very Good Plus (VG+),Sleeve: No Cover,92.6%,nan,nan,$61.41
Blue Mitchell – Bring It Home To Me,Blue Note – BLP 4228,US,"Vinyl, LP, Album, Mono",Jazz,1966,Hard Bop,"Rated 4.65 of 20 votes (125 have, 138 want)",Very Good (VG),Sleeve: Very Good (VG),99.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$60.00
The Cannonball Adderley Quintet Featuring Nat Adderley – The Cannonball Adderley Quintet In San Francisco,"Riverside Records – RLP 311, Riverside Records – RLP 12-311",US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.13 of 47 votes (430 have, 108 want)",Very Good (VG),Sleeve: Good Plus (G+),99.5%,"The Jazz Workshop, San Francisco",nan,$60.00
Dizzy Gillespie – At Newport,"Verve Records – MG V-8242, Verve Records – MGV-8242",US,"Vinyl, LP, Album, Mono",Jazz,1957,"Bop, Hard Bop","Rated 4.19 of 16 votes (221 have, 157 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.7%,Newport Jazz Festival,nan,$60.00
Blue Mitchell – Heads Up!,Blue Note – BST 84272,US,"Vinyl, LP, Album, Reissue","Jazz, Funk / Soul",1970,"Hard Bop, Jazz-Funk","Rated 4.29 of 7 votes (61 have, 103 want)",Mint (M),Sleeve: Mint (M),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$60.90
Miles Davis – Seven Steps To Heaven,Columbia – CL 2051,US,"Vinyl, LP, Album, Promo, Mono, White labels",Jazz,Sep 1963,"Hard Bop, Modal","Rated 5.00 of 1 votes (22 have, 57 want)",Near Mint (NM or M-),Sleeve: Fair (F),100.0%,nan,"Columbia Records Pressing Plant, Terre Haute",$60.00
The Poll Winners – The Poll Winners,Contemporary Records – C 3535,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 4.06 of 18 votes (229 have, 88 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.7%,Contemporary's Studio,nan,$60.00
Art Blakey And The Jazz Messengers* – Drum Suite,Columbia – CL 1002,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Afro-Cuban Jazz, Hard Bop","Rated 4.34 of 135 votes (1180 have, 447 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.3%,nan,nan,$60.00
Miles Davis Sextet* – Someday My Prince Will Come,Columbia – CS 8456,US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,"Rated 4.42 of 57 votes (654 have, 268 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$60.00
Eddie Harris – Exodus To Jazz,"Vee Jay Records – LP-3016, Vee Jay Records – VJLP 3016",US,"Vinyl, LP, Album, Mono",Jazz,1961,"Soul-Jazz, Hard Bop","Rated 3.76 of 29 votes (383 have, 74 want)",Mint (M),Sleeve: Mint (M),96.5%,nan,American Record Pressing Co.,$60.00
Miles Davis – Miles Davis At Carnegie Hall,Columbia – CS 8612,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Modal","Rated 4.12 of 52 votes (724 have, 113 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$60.00
Miles Davis – Miles In Berlin,CBS/Sony – SONP 50127,Japan,"Vinyl, LP, Album, Stereo",Jazz,1969,"Hard Bop, Modal","Rated 4.63 of 8 votes (57 have, 51 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),97.3%,nan,nan,$60.00
Stan Getz And The Oscar Peterson Trio – Stan Getz And The Oscar Peterson Trio,Verve Records – MG V-8251,US,"Vinyl, LP, Album",Jazz,1957,"Bop, Hard Bop, Cool Jazz","Rated 4.31 of 32 votes (227 have, 223 want)",Very Good (VG),Sleeve: Good (G),100.0%,nan,nan,$60.00
Miles Davis – Miles Davis In Europe,Columbia – CS 8983,US,"Vinyl, LP, Album, Stereo, Terre Haute Pressing",Jazz,1964,"Hard Bop, Modal","Rated 4.29 of 49 votes (690 have, 184 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Antibes Jazz Festival,"Columbia Records Pressing Plant, Terre Haute",$60.00
Billy Mitchell – This Is Billy Mitchell,Smash Records (4) – MGS-27027,US,"Vinyl, LP, Mono",Jazz,1962,Hard Bop,"Rated 4.00 of 5 votes (43 have, 46 want)",Very Good (VG),Sleeve: Good (G),100.0%,nan,nan,$60.00
The Red Garland Quintet With John Coltrane – Dig It!,"Prestige – PR 7229, Prestige – PRLP 7229",US,"Vinyl, Album, LP, Mono",Jazz,1962,Hard Bop,"Rated 4.57 of 7 votes (96 have, 167 want)",Very Good (VG),Sleeve: Very Good (VG),99.4%,"Van Gelder Studio, Hackensack, New Jersey",nan,$60.00
Milt Jackson – Born Free,Limelight – LS 86045,US,"Vinyl, LP, Album, Stereo",Jazz,1967,"Bop, Hard Bop","Rated 4.33 of 15 votes (116 have, 45 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.1%,nan,nan,$60.00
Shirley Scott & Clark Terry – Soul Duo,"Impulse! – A-9133, ABC Records – A-9133",US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1968,"Soul-Jazz, Hard Bop","Rated 4.13 of 8 votes (116 have, 38 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),96.5%,nan,nan,$60.00
John Coltrane – Coltrane's Sound,Atlantic – 1419,US,"Vinyl, LP, Album, Mono",Jazz,1964,Hard Bop,"Rated 4.56 of 25 votes (252 have, 357 want)",Very Good (VG),Sleeve: Good (G),99.4%,nan,nan,$60.00
Joe Zawinul – Money In The Pocket,Atlantic – SD 3004,US,"Vinyl, LP, Album, Stereo",Jazz,Apr 1966,"Hard Bop, Modal","Rated 4.83 of 6 votes (76 have, 136 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$60.00
The Thelonious Monk Orchestra – At Town Hall,Riverside Records – RLP 12-300,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1965,"Bop, Hard Bop","Rated 3.50 of 2 votes (26 have, 20 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),98.9%,nan,nan,$60.00
The New Dynamic Chico Hamilton Quintet* – Drumfusion,Columbia – CS 8607,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Post Bop","Rated 4.50 of 6 votes (77 have, 92 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.7%,nan,nan,$60.00
Jimmy Smith – Jimmy Smith At The Organ (Volume 2),Blue Note – BLP 1552,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Hard Bop, Bop","Rated 5.00 of 1 votes (29 have, 50 want)",Very Good (VG),Sleeve: Very Good (VG),99.0%,nan,Plastylite,$60.00
Larry Young – Contrasts,"Blue Note – BST 84266, Blue Note – BLP 4266",US,"Vinyl, LP, Album, Stereo",Jazz,1967,"Hard Bop, Post Bop","Rated 4.22 of 23 votes (252 have, 156 want)",Mint (M),Sleeve: Very Good Plus (VG+),98.6%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$60.00
Miles Davis – Miles Davis At Carnegie Hall,CBS – 8412,Argentina,"Vinyl, LP, Album, Mono",Jazz,1962,"Hard Bop, Modal","No Rating Yet (17 have, 42 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$60.00
Jaki Byard – Hi-Fly,New Jazz – NJLP-8273,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.36 of 11 votes (59 have, 98 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$60.00
The Horace Silver Quintet & Trio* – Blowin' The Blues Away,Blue Note – BLP 4017,US,"Vinyl, LP, Album, Reissue, Mono, Microgroove",Jazz,1966,Hard Bop,"Rated 5.00 of 3 votes (37 have, 97 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$60.00
Stanley Turrentine – Hustlin',Blue Note – BLP 4162,US,"Vinyl, LP, Album, Mono",Jazz,Mar 1965,Hard Bop,"Rated 4.29 of 14 votes (158 have, 196 want)",Good Plus (G+),Sleeve: Very Good (VG),96.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$60.55
Jimmy McGriff – Something To Listen To,Blue Note – BST 84364,US,"Vinyl, LP, Album",Jazz,1970,"Soul-Jazz, Hard Bop, Jazz-Funk","Rated 4.23 of 30 votes (295 have, 130 want)",Mint (M),Sleeve: Mint (M),100.0%,nan,nan,$60.00
Cannonball Adderley – Somethin' Else,Blue Note – BLP 1595,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1960,"Bop, Hard Bop","Rated 4.63 of 19 votes (116 have, 436 want)",Good Plus (G+),Sleeve: Good Plus (G+),99.9%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$61.49
Lars Lystedt Sextet – The Runner / The Hammoc,Swedisc – SWEP 103,Sweden,"Vinyl, 7""",Jazz,1963,Hard Bop,"Rated 4.67 of 3 votes (26 have, 73 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,$60.00
Miles Davis – Miles Davis In Europe,Columbia – CS 8983,US,"Vinyl, LP, Album, Stereo, Santa Maria Pressing",Jazz,1965,"Hard Bop, Modal","Rated 4.25 of 4 votes (36 have, 26 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.9%,Antibes Jazz Festival,"Columbia Records Pressing Plant, Santa Maria",$60.00
"Sonny Rollins – A Night At The ""Village Vanguard""",Blue Note – BST 81581,US,"Vinyl, LP, Album, Stereo",Jazz,1967,"Hard Bop, Bop","Rated 4.75 of 4 votes (9 have, 34 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Village Vanguard,Research Craft,$60.00
Charlie Mingus* – Tonight At Noon,Atlantic – SD 1416,US,"Vinyl, LP, Stereo","Jazz, Blues",1965,Hard Bop,"Rated 4.38 of 34 votes (328 have, 141 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$60.00
Pat Martino – Desperado,Prestige – PR 7795,US,"Vinyl, LP, Album, Stereo",Jazz,1970,Hard Bop,"Rated 4.00 of 3 votes (54 have, 104 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$60.00
Julian Adderley Quintet* – Portrait Of Cannonball,Riverside Records – RLP 12-269,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.00 of 9 votes (196 have, 136 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,Reeves Sound Studios,nan,$60.00
Art Blakey's Jazz Messengers* With Thelonious Monk – Art Blakey's Jazz Messengers With Thelonious Monk,"Atlantic – 1278, Atlantic – SD 1278",US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1966,"Bop, Hard Bop","Rated 4.50 of 8 votes (73 have, 101 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,Presswell,$60.00
"The Incredible Jimmy Smith* – At Club ""Baby Grand"" Wilmington, Delaware, (Volume 1)",Blue Note – BLP 1528,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1958,"Soul-Jazz, Hard Bop","Rated 4.00 of 2 votes (43 have, 51 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Club Baby Grand,Plastylite,$60.00
Miles Davis – Seven Steps To Heaven,Columbia – CS 8851,US,"Vinyl, LP, Album, Stereo",Jazz,Sep 1963,"Hard Bop, Modal","Rated 4.61 of 23 votes (251 have, 133 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,"Columbia Records Pressing Plant, Pitman",$61.18
The Thelonious Monk Quartet – Monk's Dream,Columbia – CS 8765,US,"Vinyl, LP, Album, Stereo",Jazz,1963,Hard Bop,"Rated 4.57 of 133 votes (1361 have, 488 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$60.00
