Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Art Blakey And The Jazz Messengers* – The Witch Doctor,Blue Note – BST 84258,US,"Vinyl, LP, Album",Jazz,1967,Hard Bop,"Rated 4.00 of 5 votes (67 have, 105 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),97.2%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$50.00
The Horace Silver Quintet – Song For My Father (Cantiga Para Meu Pai),Blue Note – BST 84185,US,"Vinyl, LP, Album, Stereo",Jazz,1966,"Hard Bop, Latin Jazz","Rated 4.13 of 8 votes (89 have, 175 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Miles Davis – Jazz Track,Columbia – CL 1268,US,"Vinyl, LP, Mono",Jazz,Nov 1959,Hard Bop,"Rated 4.31 of 59 votes (686 have, 276 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),97.2%,nan,nan,$50.00
Sonny Rollins – The Bridge,"RCA Victor – LPM/LSP-2527, RCA Victor – LPM 2527",US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.45 of 51 votes (493 have, 477 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.6%,RCA's Studio B,"RCA Records Pressing Plant, Rockaway",$50.00
Nick Ayoub Quintet – The Montreal Scene,RCA Victor – PC-1042,Canada,"Vinyl, LP, Album, Mono",Jazz,1964,"Hard Bop, Cool Jazz","Rated 4.25 of 4 votes (44 have, 157 want)",Good (G),Sleeve: Fair (F),98.7%,nan,nan,$50.00
Manfred Krug Und Die Modern Jazz Big Band 65 – Manfred Krug Und Die Modern Jazz Big Band 65,AMIGA – 8 50 057,German Democratic Republic (GDR),"Vinyl, LP, Album, Repress, Mono","Jazz, Pop",1968,"Big Band, Vocal, Hard Bop","Rated 5.00 of 1 votes (18 have, 28 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Theater Der Freundschaft, Berlin",nan,$50.00
Sonny Stitt – Only The Blues,Verve Records – MG V-8250,US,"Vinyl, LP, Album",Jazz,1958,Hard Bop,"Rated 4.20 of 5 votes (84 have, 56 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,nan,nan,$50.00
The Thelonious Monk Orchestra – At Town Hall,Riverside Records – RLP 1138,US,"Vinyl, LP, Album, Stereo, Reissue",Jazz,1963,"Bop, Hard Bop","Rated 4.00 of 3 votes (40 have, 31 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.6%,"Town Hall, New York",nan,$50.00
Charles Mingus – Mingus At Monterey,"Jazz Workshop – JWS 001, Jazz Workshop – JWS 002",US,"2 × Vinyl, LP, Album, Repress, Stereo",Jazz,1968,"Hard Bop, Post Bop","Rated 4.14 of 21 votes (216 have, 59 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.9%,Monterey Jazz Festival,nan,$50.00
Lee Morgan – Charisma,Blue Note – BST 84312,US,"Vinyl, LP, Album, Gatefold",Jazz,1969,"Hard Bop, Latin Jazz","Rated 4.55 of 47 votes (357 have, 229 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$50.00
Gene Ammons – Nice An' Cool,"Moodsville – MV 18, Moodsville – MVLP 18",US,"Vinyl, LP, Album",Jazz,1961,Hard Bop,"Rated 4.43 of 7 votes (66 have, 74 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.8%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$50.00
Lou Donaldson – Blues Walk,Blue Note – BLP 1593,US,"Vinyl, LP, Album, Repress, Mono, NY label",Jazz,1962,"Bop, Hard Bop","Rated 3.25 of 4 votes (30 have, 119 want)",Good Plus (G+),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$50.00
Miles Davis – Jazz Track,Columbia – CL 1268,US,"Vinyl, LP, Mono",Jazz,Nov 1959,Hard Bop,"Rated 4.67 of 6 votes (46 have, 56 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,nan,nan,$50.00
Miles Davis – Bags Groove,Prestige – 7109,US,"Vinyl, LP, Compilation, Mono",Jazz,1957,"Bop, Hard Bop","Rated 4.38 of 42 votes (328 have, 573 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Milt Jackson – At The Museum Of Modern Art,Limelight – LS 86024,US,"Vinyl, LP, Album, Stereo",Jazz,1965,"Hard Bop, Soul-Jazz, Modal","Rated 4.17 of 6 votes (70 have, 27 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,"The Museum Of Modern Art, New York",nan,$50.00
Miles Davis – Seven Steps To Heaven,Columbia – CS 8851,US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1963,"Hard Bop, Modal","Rated 5.00 of 2 votes (28 have, 48 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.8%,nan,nan,$50.00
Lee Morgan – The Sidewinder,"Blue Note – BLP 4157, Blue Note – 4157",US,"Vinyl, LP, Album, Mono",Jazz,Jul 1964,Hard Bop,"Rated 4.62 of 140 votes (1163 have, 1102 want)",Good Plus (G+),Sleeve: Good (G),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$50.00
Gene Ammons – The Twister,Prestige – 7176,US,"Vinyl, LP, Album, Reissue",Jazz,1960,"Soul-Jazz, Hard Bop","Rated 5.00 of 3 votes (52 have, 31 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.4%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$50.00
"Eddie ""Lockjaw"" Davis / Johnny Griffin Quintet* – The Tenor Scene (A Live Recording At Minton's Playhouse)","Prestige – PRLP 7191, Prestige – Prestige 7191",US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 3.89 of 9 votes (85 have, 100 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Minton's Playhouse,"Abbey Record Manufacturing Co., Inc.",$50.00
Elvin Jones – Dear John C.,Impulse! – LP AS-88,US,"Vinyl, 7"", 33 ⅓ RPM, Jukebox, Stereo",Jazz,1965,Hard Bop,"Rated 5.00 of 2 votes (20 have, 38 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
The Incredible Jimmy Smith* – Back At The Chicken Shack,Blue Note – BST 84117,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1967,Hard Bop,"Rated 4.75 of 8 votes (102 have, 155 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,nan,nan,$50.00
Miles Davis – Birth Of The Cool,"Capitol Records – DT-8-1974, Capitol Records – DT 8-1974",US,"Vinyl, LP, Compilation, Club Edition, Reissue, Duophonic Stereo",Jazz,1969,"Bop, Hard Bop","Rated 4.33 of 6 votes (75 have, 285 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
Prince Lasha Ensemble – Insight,CBS – 62409,UK,"Vinyl, LP, Album, Stereo",Jazz,1966,"Cool Jazz, Hard Bop","Rated 4.50 of 8 votes (43 have, 142 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
The Birdland Stars – The Birdland Stars On Tour Vol. 2,RCA Victor – LPM-1328,US,"Vinyl, LP, Album, Mono",Jazz,1956,Hard Bop,"Rated 4.00 of 1 votes (77 have, 8 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,nan,nan,$50.00
John Coltrane – Stardust,"Prestige – PR 7268, Prestige – PRST 7268",US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1964,Hard Bop,"Rated 4.50 of 4 votes (44 have, 93 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
The Kenny Drew Trio – Pal Joey,Riverside Records – RLP-1112,US,"Vinyl, LP, Album, Stereo",Jazz,1959,Hard Bop,"Rated 4.33 of 3 votes (18 have, 35 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
The Gil Evans Orchestra* – Out Of The Cool,"Impulse! – AS-4, Impulse! – A-4, Impulse! – A-4-S",US,"Vinyl, LP, Album, Stereo",Jazz,1961,"Hard Bop, Contemporary Jazz","Rated 4.59 of 51 votes (395 have, 257 want)",Very Good Plus (VG+),Sleeve: Good (G),95.5%,nan,nan,$50.00
Andrew Hill – Andrew!!!,Blue Note – BLP 4203,US,"Vinyl, LP, Album, Promo, Mono",Jazz,Apr 1968,"Post Bop, Hard Bop","Rated 4.75 of 4 votes (22 have, 199 want)",Very Good (VG),Sleeve: Poor (P),99.6%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$50.00
Miles Davis – Miles Davis In Europe,Columbia – CL 2183,US,"Vinyl, LP, Album, Mono, Pitman Pressing",Jazz,1964,"Hard Bop, Modal","Rated 4.24 of 42 votes (503 have, 94 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.4%,Antibes Jazz Festival,"Columbia Records Pressing Plant, Pitman",$50.00
Stan Getz And J.J. Johnson – At The Opera House,Verve Records – MG V-8265,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Bop, Hard Bop","Rated 4.00 of 11 votes (179 have, 52 want)",Very Good Plus (VG+),Sleeve: Good (G),100.0%,Chicago Civic Opera House,nan,$50.00
Billy Mitchell – This Is Billy Mitchell,Smash Records (4) – MGS-27027,US,"Vinyl, LP, Mono",Jazz,1962,Hard Bop,"Rated 4.00 of 5 votes (43 have, 46 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.7%,nan,nan,$50.00
Art Blakey And The Jazz Messengers* – Art Blakey And The Jazz Messengers,Fontana – FON-5024,Japan,"Vinyl, LP, Compilation, Mono",Jazz,1961,Hard Bop,"Rated 4.67 of 3 votes (7 have, 4 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,nan,nan,$50.00
Miles Davis – Seven Steps To Heaven,Columbia – CS 8851,US,"Vinyl, LP, Album, Stereo",Jazz,Sep 1963,"Hard Bop, Modal","Rated 4.61 of 23 votes (251 have, 133 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,nan,"Columbia Records Pressing Plant, Pitman",$50.00
Art Blakey And The Jazz Messengers* – Drum Suite,Columbia – CL 1002,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Afro-Cuban Jazz, Hard Bop","Rated 4.60 of 10 votes (185 have, 95 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,$50.00
John Coltrane With The Red Garland Trio – Traneing In,"Prestige – 7123, Prestige – PRLP 7123",US,"Vinyl, LP, Album, Reissue, Repress, Mono, Blue Trident Label",Jazz,1964,Hard Bop,"Rated 4.50 of 6 votes (43 have, 105 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
John Coltrane – Giant Steps,Atlantic – 1311,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1967,Hard Bop,"Rated 4.50 of 10 votes (48 have, 433 want)",Very Good (VG),Sleeve: Generic,100.0%,nan,nan,$50.00
Monk* – Monk.,Columbia – CS 9091,US,"Vinyl, LP, Album, Stereo",Jazz,1965,Hard Bop,"Rated 4.33 of 84 votes (998 have, 284 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.9%,nan,nan,$50.00
Miles Davis – Miles Davis And The Modern Jazz Giants,"Prestige – PR 7650, Prestige – PRST 7650",US,"Vinyl, LP, Compilation, Remastered, Stereo",Jazz,1969,Hard Bop,"Rated 4.67 of 9 votes (95 have, 26 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$50.00
Wes Montgomery – Movin' Along,Riverside Records – RLP-9342,US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,"Rated 4.33 of 21 votes (155 have, 143 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Miles Davis – Collectors' Items,Metronome – MEP 280,Sweden,"Vinyl, 7"", EP",Jazz,1957,"Bop, Hard Bop, Cool Jazz","Rated 4.00 of 2 votes (34 have, 32 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Slide Hampton Octet – Sister Salvation,Atlantic – 1339,US,"Vinyl, LP, Album, Mono",Jazz,1960,"Hard Bop, Instrumental","Rated 4.20 of 5 votes (114 have, 34 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Thelonious Monk Quartet Plus Two* – At The Blackhawk,"Riverside Records – RLP 12-323, Riverside Records – RLP 323",US,"Vinyl, LP, Album, Mono",Jazz,1960,"Bop, Hard Bop","Rated 4.67 of 3 votes (55 have, 40 want)",Very Good (VG),Sleeve: Not Graded,99.9%,Black Hawk (2),nan,$50.00
Thelonious Monk Septet – Monk's Music,"Riverside Records – 9242, Riverside Records – RLP 12-242",US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,"Bop, Hard Bop","Rated 5.00 of 6 votes (82 have, 117 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.0%,nan,nan,$50.00
Johnny Coles – Little Johnny C,Blue Note – BLP 4144,US,"Vinyl, LP, Album, Mono, No DG",Jazz,1963,Hard Bop,"Rated 4.56 of 16 votes (94 have, 170 want)",Very Good (VG),Sleeve: Generic,99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$50.00
The Young Lions (7) – The Young Lions,Vee Jay Records – LP 3013,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.43 of 14 votes (124 have, 126 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,Bell Sound Studios,nan,$50.00
Charles Mingus – Mingus At Monterey,"Jazz Workshop – JWS 001, Jazz Workshop – JWS 002",US,"2 × Vinyl, LP, Album, Repress, Stereo",Jazz,1968,"Hard Bop, Post Bop","Rated 4.14 of 21 votes (216 have, 59 want)",Very Good Plus (VG+),Sleeve: Poor (P),100.0%,Monterey Jazz Festival,nan,$50.00
Donald Byrd – Mustang!,"Blue Note – BST 84238, Blue Note – BLP 4238",US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1970,"Hard Bop, Soul-Jazz","Rated 4.25 of 8 votes (123 have, 110 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,"All Disc Records, Inc.",$50.00
Sonny Criss – Rockin' In Rhythm,"Prestige – PR 7610, Prestige – PRST 7610",US,"Vinyl, LP, Album",Jazz,1969,Hard Bop,"Rated 4.00 of 7 votes (53 have, 31 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$50.00
Booker Ervin – The In Between,Blue Note – BST 84283,US,"Vinyl, LP, Album, Stereo",Jazz,1968,"Hard Bop, Post Bop, Modal","Rated 4.67 of 3 votes (40 have, 34 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$50.00
Art Blakey And The Jazz Messengers* – Drum Suite,Columbia – CL 1002,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Afro-Cuban Jazz, Hard Bop","Rated 4.60 of 10 votes (185 have, 95 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.6%,nan,nan,$50.00
Clifford Brown And Max Roach – Study In Brown,"EmArcy – MG-36037, Mercury – MG 36037",US,"Vinyl, LP, Album, Reissue",Jazz,1961,"Bop, Hard Bop","Rated 4.22 of 9 votes (59 have, 92 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.9%,nan,nan,$50.00
Clifford Jordan And Sonny Red – A Story Tale,"Jazzland – JLP 940, Jazzland – JLP 940S",US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,"Rated 4.00 of 5 votes (52 have, 52 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,Bell Sound Studios,nan,$50.00
Jackie McLean – 116th And Lenox,Blue Note – 45-1760,US,"Vinyl, 7"", 45 RPM",Jazz,1960,Hard Bop,"No Rating Yet (2 have, 4 want)",Near Mint (NM or M-),Sleeve: Not Graded,99.7%,nan,nan,$50.00
John Coltrane – Coltrane Time,United Artists Jazz – PSS 4,Japan,"Vinyl, LP, Album",Jazz,Dec 1962,"Hard Bop, Modal","Rated 3.00 of 1 votes (13 have, 74 want)",Near Mint (NM or M-),nan,57.1%,nan,nan,$50.00
Miles Davis – Seven Steps To Heaven,Columbia – CL 2051,US,"Vinyl, LP, Album, Mono, Terre-Haute",Jazz,Sep 1963,"Hard Bop, Modal","Rated 4.30 of 80 votes (952 have, 414 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),97.2%,nan,"Columbia Records Pressing Plant, Terre Haute",$50.00
The Mose Allison Trio – I Love The Life I Live,Columbia – CL 1565,US,"Vinyl, LP, Album, Mono",Jazz,1960,"Hard Bop, Bop","Rated 4.75 of 4 votes (131 have, 19 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$50.00
Milt Jackson – Bags & Flutes,Atlantic – 1294,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.14 of 7 votes (126 have, 45 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,$50.00
Kenny Cox And The Contemporary Jazz Quintet (2) – Multidirection,Blue Note – BST 84339,US,"Vinyl, LP, Album, Stereo",Jazz,1970,"Post Bop, Hard Bop, Modal","Rated 4.58 of 12 votes (122 have, 98 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,GM Studios,"All Disc Records, Inc.",$50.00
Art Blakey Et Les Jazz-Messengers* – Au Club St. Germain Vol. 2,RCA – 430.044,France,"Vinyl, LP, Album, Repress",Jazz,Nov 1961,Hard Bop,"Rated 4.36 of 14 votes (119 have, 46 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Eddie Harris – A Study In Jazz,Vee Jay Records – SR 3028,US,"Vinyl, LP, Stereo",Jazz,1962,Hard Bop,"Rated 3.25 of 4 votes (62 have, 42 want)",Mint (M),Sleeve: Mint (M),100.0%,nan,nan,$50.00
"Freddie Hubbard – The Night Of The Cookers - Live At Club La Marchal, Volume 1",Blue Note – BLP 4207,US,"Vinyl, LP, Album, Mono",Jazz,1965,"Hard Bop, Post Bop","Rated 4.68 of 19 votes (119 have, 144 want)",Good Plus (G+),Sleeve: Good (G),100.0%,Club La Marchal,nan,$50.00
The Horace Silver Quintet – Further Explorations,Blue Note – BLP 1589,US,"Vinyl, LP, Album, Repress, Mono, Microgroove",Jazz,1960,Hard Bop,"Rated 4.50 of 6 votes (32 have, 70 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$50.00
Buddy Rich And His Orchestra – Richcraft,"Mercury – SR 60136, Mercury – SR-60136",US,"Vinyl, LP, Album, Stereo",Jazz,1959,Hard Bop,"Rated 3.33 of 3 votes (46 have, 16 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,nan,nan,$50.00
Lee Morgan – Cornbread,Blue Note – BST 84222,US,"Vinyl, LP, Album, Stereo",Jazz,Jan 1967,"Hard Bop, Post Bop","Rated 4.56 of 39 votes (337 have, 338 want)",Good Plus (G+),Sleeve: Good Plus (G+),99.5%,nan,"All Disc Records, Inc.",$50.00
Rita Reys – The Cool Voice Of Rita Reys,Columbia – CL 903,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1956,"Hard Bop, Bop","Rated 5.00 of 1 votes (10 have, 35 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Clifford Jordan And Sonny Red – A Story Tale,"Jazzland – JLP 940, Jazzland – JLP 940S",US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,"Rated 4.00 of 5 votes (52 have, 52 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.8%,Bell Sound Studios,nan,$50.00
Hank Mobley – The Flip,Blue Note – BST 84329,US,"Vinyl, LP, Album, Stereo",Jazz,1970,Hard Bop,"Rated 4.28 of 29 votes (317 have, 168 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Studios Barclay,nan,$50.00
"Thelonious Monk With Sonny Rollins, Ernie Henry And Clark Terry – Brilliant Corners",Riverside Records – RLP 1174,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,Hard Bop,"Rated 4.00 of 3 votes (36 have, 235 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.6%,Reeves Sound Studios,nan,$50.00
The Oscar Peterson Trio – On The Town With The Oscar Peterson Trio,Verve Records – MG V-8287,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.29 of 7 votes (44 have, 31 want)",Very Good (VG),Sleeve: Very Good (VG),99.9%,nan,nan,$50.00
Art Blakey & The Jazz Messengers – Free For All,Blue Note – BLP 4170,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1966,Hard Bop,"Rated 4.80 of 5 votes (29 have, 144 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$50.00
Red Garland – When There Are Grey Skies,"Prestige – PR 7258, Prestige – PRST 7258",US,"Vinyl, LP, Album, Stereo",Jazz,1962,Hard Bop,"No Rating Yet (11 have, 23 want)",Good (G),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$50.00
The Horace Silver Quintet – Horace-Scope,Blue Note – BLP 4042,US,"Vinyl, LP, Album, Mono",Jazz,Sep 1960,Hard Bop,"Rated 4.29 of 48 votes (354 have, 269 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$50.00
McCoy Tyner – Tender Moments,Blue Note – BST 84275,US,"Vinyl, LP, Album, Stereo",Jazz,1968,Hard Bop,"Rated 4.46 of 41 votes (378 have, 270 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$50.00
Miles Davis Sextet* – Someday My Prince Will Come,Columbia – CL 1656,US,"Vinyl, LP, Album, Mono",Jazz,11 Dec 1961,"Hard Bop, Modal","Rated 4.49 of 55 votes (479 have, 218 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
The Horace Silver Quintet Featuring Stanley Turrentine – Serenade To A Soul Sister,Blue Note – BST 84277,US,"Vinyl, LP, Album, Stereo, Gatefold",Jazz,1968,"Hard Bop, Latin Jazz","Rated 5.00 of 2 votes (13 have, 44 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Jimmy Smith – Any Number Can Win,Verve Records – V-8552,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1963,"Hard Bop, Big Band","Rated 3.83 of 24 votes (442 have, 39 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$50.00
Art Blakey & The Jazz Messengers – Free For All,Blue Note – BLP 4170,US,"Vinyl, LP, Album, Mono",Jazz,Jul 1965,Hard Bop,"Rated 4.73 of 26 votes (228 have, 431 want)",Good (G),Sleeve: Good (G),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$50.00
Hank Crawford – Mr. Blues,Atlantic – 1470,US,"Vinyl, LP, Mono",Jazz,1967,"Soul-Jazz, Hard Bop","Rated 3.00 of 6 votes (83 have, 15 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$50.00
The Billy Taylor Trio* – A Touch Of Taylor,"Prestige – 7001, Prestige – LP 7001, Prestige – PRLP 7001",US,"Vinyl, LP, Album, Mono",Jazz,1955,"Bop, Hard Bop","Rated 4.43 of 7 votes (81 have, 71 want)",Very Good (VG),Sleeve: Very Good (VG),95.9%,nan,nan,$50.00
