Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Kai Winding & J.J. Johnson – The Great Kai & J. J.,Impulse! – AS-1,US,"Vinyl, LP, Album, Reissue, Stereo, 2cnd pressing",Jazz,1963,"Bop, Hard Bop","Rated 4.33 of 6 votes (62 have, 53 want)",Mint (M),Sleeve: Near Mint (NM or M-),99.9%,nan,nan,$50.00
The Cannonball Adderley Quintet – At The Lighthouse,Riverside Records – RLP 344,US,"Vinyl, LP, Album, Mono",Jazz,1960,"Soul-Jazz, Bop, Hard Bop","Rated 4.17 of 30 votes (461 have, 93 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"The Lighthouse, Hermosa Beach","Abbey Record Manufacturing Co., Inc.",$50.00
John Coltrane – Olé Coltrane,Atlantic – 1373,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Post Bop, Avant-garde Jazz, Modal","Rated 4.68 of 74 votes (585 have, 605 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Atlantic Studios,MGM Custom Pressing Division,$50.00
Miles Davis – Milestones,Fontana – TFL 5035,UK,"Vinyl, LP, Album, Mono",Jazz,1958,"Modal, Hard Bop","Rated 4.41 of 17 votes (156 have, 342 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Art Blakey And The Jazz Messengers* – 3 Blind Mice,United Artists Records – UA 485,US,"Vinyl, 7"", 45 RPM, Single, Promo",Jazz,1962,Hard Bop,"No Rating Yet (2 have, 0 want)",Near Mint (NM or M-),Sleeve: Generic,99.7%,nan,nan,$50.00
Roland Kirk – Volunteered Slavery,Atlantic – SD 1534,US,"Vinyl, LP, Album",Jazz,1969,Hard Bop,"Rated 4.29 of 48 votes (602 have, 287 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),98.8%,Newport Jazz Festival,nan,$50.00
Miles Davis Quintet* – Workin' With The Miles Davis Quintet,"Prestige – PR 7166, Prestige – PRLP 7166",US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1964,"Hard Bop, Modal","Rated 4.57 of 14 votes (92 have, 247 want)",Good Plus (G+),Sleeve: Very Good (VG),99.4%,nan,nan,$50.00
Albert Ayler – My Name Is Albert Ayler,Fantasy – 86016,US,"Vinyl, LP, Album, Stereo",Jazz,1965,"Hard Bop, Free Jazz","Rated 4.50 of 14 votes (90 have, 230 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
John Coltrane – Olé Coltrane,Atlantic – 1373,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Post Bop, Avant-garde Jazz, Modal","Rated 4.68 of 74 votes (585 have, 605 want)",Very Good (VG),Sleeve: Very Good (VG),99.4%,Atlantic Studios,MGM Custom Pressing Division,$50.00
The Red Garland Quintet Featuring John Coltrane And Donald Byrd – Soul Junction,Prestige – PRLP 7181,US,"Vinyl, LP, Album, Mono, Deep groove",Jazz,Oct 1960,Hard Bop,"Rated 4.28 of 32 votes (218 have, 364 want)",Good (G),Sleeve: Good (G),100.0%,nan,nan,$50.00
The Cannonball Adderley Sextet* – Cannonball In Europe!,Riverside Records – SR 7081,Japan,"Vinyl, LP, Album, Stereo",Jazz,1963,"Hard Bop, Soul-Jazz","No Rating Yet (2 have, 9 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,nan,nan,$50.00
The Horace Silver Quintet & Trio* – Blowin' The Blues Away,Blue Note – BLP 4017,US,"Vinyl, LP, Album, Reissue, Mono, Microgroove",Jazz,1963,Hard Bop,"Rated 4.67 of 6 votes (54 have, 78 want)",Very Good (VG),Sleeve: Very Good (VG),99.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$50.00
Miles Davis – 'Round About Midnight,Columbia – SL 1012,Japan,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"No Rating Yet (2 have, 23 want)",Very Good (VG),Sleeve: Very Good (VG),99.6%,nan,nan,$50.00
James Moody And His Band – Moody's Workshop,"Prestige – PRLP 7179, Prestige – LP 7179",US,"Vinyl, LP, Album, Mono, Reissue",Jazz,1960,"Hard Bop, Soul-Jazz","Rated 3.00 of 2 votes (51 have, 16 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,"Van Gelder Studio, Hackensack, New Jersey",nan,$50.00
The Horace Silver Quintet – Doin' The Thing - At The Village Gate,Blue Note – BST 84076,US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,"Rated 4.29 of 21 votes (199 have, 104 want)",Very Good (VG),Sleeve: Good Plus (G+),97.2%,Village Gate,Plastylite,$50.00
Terumasa Hino And His Group – Feelin' Good,"Takt Jazz Series – XMS-10001-CT, Columbia – XMS-10001-CT",Japan,"Vinyl, LP, Album, Gatefold Sleeve",Jazz,1968,"Modal, Post Bop, Hard Bop, Big Band, Jazz-Funk","Rated 4.67 of 3 votes (22 have, 88 want)",Very Good (VG),Sleeve: Good Plus (G+),98.4%,nan,nan,$50.00
Lee Morgan – The Sidewinder,"Blue Note – BLP 4157, Blue Note – 4157",US,"Vinyl, LP, Album, Mono",Jazz,Jul 1964,Hard Bop,"Rated 4.62 of 140 votes (1163 have, 1102 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$50.00
John Coltrane – My Favorite Things,Atlantic – 1361,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Modal","Rated 4.60 of 121 votes (844 have, 1118 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.6%,Atlantic Studios,nan,$50.00
John Coltrane – Standard Coltrane,Prestige – PR 7243,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1964,Hard Bop,"Rated 4.33 of 3 votes (17 have, 48 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.7%,"Van Gelder Studio, Hackensack, New Jersey",nan,$50.00
Lee Morgan – Expoobident,Vee Jay Records – SR 3015,US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,"Rated 4.75 of 4 votes (51 have, 96 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,Universal Recording Studio,nan,$50.00
Art Blakey & The Jazz Messengers – At The Jazz Corner Of The World Vol. 1,Blue Note – BLP 4015,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.59 of 34 votes (273 have, 245 want)",Fair (F),Sleeve: Good (G),99.9%,Birdland,Plastylite,$50.00
Cecil Taylor Quintet – Hard Driving Jazz,United Artists Records – UAL 4014,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1959,"Hard Bop, Modal","Rated 4.50 of 2 votes (11 have, 111 want)",Very Good (VG),Sleeve: Fair (F),98.8%,nan,nan,$50.00
Michel Legrand – Legrand Jazz,Columbia – CL 1250,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.39 of 87 votes (752 have, 240 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
Sonny Red With Blue Mitchell And Grant Green – Images,Jazzland – JLP 974,US,"Vinyl, LP, Album, Stereo",Jazz,1962,Hard Bop,"Rated 4.20 of 10 votes (69 have, 156 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Plaza Sound Studios,nan,$50.00
"Joe Henderson Quintet – At The Lighthouse ""If You're Not Part Of The Solution, You're Part Of The Problem""",Milestone (4) – MSP 9028,US,"Vinyl, LP, Album, Stereo",Jazz,1970,"Hard Bop, Modal","Rated 4.31 of 13 votes (112 have, 167 want)",Very Good (VG),Sleeve: Good Plus (G+),98.2%,"The Lighthouse, Hermosa Beach",Keel Mfg. Corp.,$50.00
Sun Ra – Sun Song,Delmark Records – DS-411,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1967,Hard Bop,"Rated 4.62 of 13 votes (132 have, 233 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Universal Recording Studio,nan,$50.00
The Kenny Drew Trio – Pal Joey,Riverside Records – RLP 12-249,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 5.00 of 1 votes (46 have, 60 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,nan,nan,$50.00
Rita Reys – The Cool Voice Of Rita Reys,Columbia – CL 903,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1956,"Hard Bop, Bop","Rated 5.00 of 1 votes (10 have, 35 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Wes Montgomery – Down Here On The Ground,"A&M Records – LP 3006, CTI Records – LP 3006, A&M Records – SP-3006, CTI Records – SP-3006",US,"Vinyl, LP, Album, Promo, Stereo, Gatefold",Jazz,1968,"Hard Bop, Post Bop","Rated 5.00 of 1 votes (15 have, 19 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$50.00
The Wes Montgomery Trio – The Wes Montgomery Trio,Riverside Records – RLP 12-310,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.80 of 10 votes (126 have, 143 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Reeves Sound Studios,nan,$50.00
Barry Miles – Presents His New Syncretic Compositions: A Program Of Modern American Improvisational Music,Venture Records (12) – VSLP 1,US,"Vinyl, LP, Album",Jazz,1966,"Free Jazz, Free Improvisation, Hard Bop","No Rating Yet (7 have, 30 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.8%,Princeton University,nan,$50.00
Miles Davis – Seven Steps To Heaven,Columbia – CS 8851,US,"Vinyl, LP, Album, Stereo, CSM",Jazz,1963,"Hard Bop, Modal","Rated 4.42 of 45 votes (733 have, 194 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,nan,"Columbia Records Pressing Plant, Santa Maria",$50.00
Hampton Hawes – This Is Hampton Hawes Vol. 2: The Trio,"Contemporary Records – C 3515, Contemporary Records – C3515",US,"Vinyl, LP, Album, Mono",Jazz,1956,"Hard Bop, Bop","Rated 4.64 of 14 votes (119 have, 75 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
John Coltrane – Coltrane Plays The Blues,"Atlantic – SD 1382, Atlantic – 1382",US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Modal","Rated 4.46 of 39 votes (538 have, 289 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,$50.00
Shelly Manne & His Men – At The Black Hawk Vol. 1,Contemporary Records – M 3577,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.31 of 13 votes (134 have, 192 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Black Hawk (2),nan,$50.00
John Coltrane – Bahia,"Prestige – PRST- 7353, Prestige – PR 7353, Prestige – 7353",US,"Vinyl, LP, Album, Stereo",Jazz,May 1965,Hard Bop,"Rated 4.21 of 24 votes (188 have, 143 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.4%,nan,nan,$50.00
Charles Mingus – Jazz Portraits,United Artists Records – UAL 4036,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Post Bop","Rated 4.40 of 10 votes (65 have, 130 want)",Very Good Plus (VG+),Sleeve: Poor (P),99.5%,Nonagon Art Gallery,nan,$50.00
Gene Norman Presents Max Roach And Clifford Brown* – In Concert,Gene Norman Presents – Vol. No. 7,US,"Vinyl, LP, 10"", Album, Mono",Jazz,1955,Hard Bop,"Rated 4.50 of 2 votes (18 have, 39 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
The Miles Davis Quintet – Cookin' With The Miles Davis Quintet,"Prestige – PRLP 7094, Prestige – Prestige 7094",US,"Vinyl, LP, Album, Mono, Repress",Jazz,1958,Hard Bop,"Rated 4.82 of 34 votes (315 have, 258 want)",Good (G),Sleeve: Poor (P),97.6%,nan,"Abbey Record Manufacturing Co., Inc.",$50.00
Hank Mobley – The Flip,Blue Note – BST 84329,US,"Vinyl, LP, Album, Stereo",Jazz,1970,Hard Bop,"Rated 4.28 of 29 votes (317 have, 168 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,Studios Barclay,nan,$50.00
Miles Davis – Miles Davis And The Modern Jazz Giants,Prestige – PRLP 7150,US,"Vinyl, LP, Compilation, Mono",Jazz,1959,Hard Bop,"Rated 4.56 of 52 votes (497 have, 416 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
The Incredible Jimmy Smith* – Open House,"Blue Note – BST 84269, Blue Note – BLP 4269",US,"Vinyl, LP, Album, Mono, Promo",Jazz,1968,"Hard Bop, Soul-Jazz","Rated 4.33 of 3 votes (21 have, 37 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$50.00
Cannonball Adderley And His Orchestra – African Waltz,Riverside Records – RLP 377,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Soul-Jazz","Rated 4.14 of 14 votes (332 have, 60 want)",Mint (M),Sleeve: Very Good Plus (VG+),100.0%,Plaza Sound Studios,nan,$50.00
Art Blakey & The New Jazz Messengers* – Buttercorn Lady,Limelight – LM 82034,US,"Vinyl, LP, Mono, Album",Jazz,1966,Hard Bop,"Rated 4.17 of 6 votes (79 have, 70 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),99.5%,"The Lighthouse, Hermosa Beach",nan,$50.00
The Chet Baker Quintet – Smokin' With The Chet Baker Quintet,"Prestige – PR 7449, Prestige – PRST 7449",US,"Vinyl, LP, Album, Stereo",Jazz,1966,"Hard Bop, Cool Jazz","Rated 4.17 of 6 votes (84 have, 51 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.8%,nan,nan,$50.00
Joe Zawinul – Money In The Pocket,Atlantic – SD 3004,US,"Vinyl, LP, Album, Stereo",Jazz,Apr 1966,"Hard Bop, Modal","Rated 4.83 of 6 votes (76 have, 136 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,nan,nan,$50.00
Shelly Manne & His Men – At The Black Hawk Vol. 1,"Contemporary Records – S 7577, Contemporary Records – S7577",US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,"Rated 4.67 of 12 votes (105 have, 125 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.0%,Black Hawk (2),nan,$50.00
Ike Quebec – Everything Happens To Me / Mardi-Gras,Blue Note – 45-1804,US,"Vinyl, 7"", 45 RPM",Jazz,1960,"Hard Bop, Soul-Jazz","No Rating Yet (11 have, 14 want)",Very Good Plus (VG+),Sleeve: Generic,100.0%,nan,nan,$50.00
The Jazz Messengers* – A Midnight Session With The Jazz Messengers,Elektra – EKL-120,US,"Vinyl, LP, Album, Mono",Jazz,13 Jun 1957,Hard Bop,"Rated 3.83 of 12 votes (70 have, 137 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
Booker Ervin – Structurally Sound,Pacific Jazz – ST-20119,US,"Vinyl, LP, Album, Stereo",Jazz,1967,Hard Bop,"Rated 3.92 of 12 votes (103 have, 85 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Billy Larkin And The Delegates – Don't Stop!,World Pacific Records – WPS-21863,US,"Vinyl, LP, Album, Stereo",Jazz,1967,"Hard Bop, Soul-Jazz","Rated 4.57 of 14 votes (94 have, 83 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.8%,nan,nan,$50.00
John Coltrane – The Coltrane Legacy,Atlantic – SD 1553,US,"Vinyl, LP, Compilation, Monarch Pressing",Jazz,1970,Hard Bop,"Rated 4.03 of 35 votes (585 have, 55 want)",Good Plus (G+),Sleeve: Fair (F),92.9%,Atlantic Studios,Monarch Record Mfg. Co.,$50.00
"Mal Waldron – Sweet Love, Bitter",Impulse! – A-9142,US,"Vinyl, LP, Album, Mono, Promo","Jazz, Stage & Screen",1967,"Hard Bop, Soundtrack","Rated 4.50 of 4 votes (25 have, 63 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$50.00
John Coltrane Quartet* – Ballads,Impulse! – A-32,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1965,"Hard Bop, Modal","Rated 4.62 of 47 votes (424 have, 267 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Gerry Mulligan Meets Stan Getz – Gerry Mulligan Meets Stan Getz,"Verve Records – MG V-8249, Verve Records – V-8249",US,"Vinyl, LP, Album, Mono",Jazz,1961,"Bop, Hard Bop","Rated 4.16 of 25 votes (287 have, 79 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,nan,MGM Records Division,$50.00
Art Farmer – Work Of Art,"New Jazz – NJ 8278, New Jazz – NJLP 8278",US,"Vinyl, LP, Album, Compilation, Reissue, Mono",Jazz,1965,"Bop, Hard Bop, Post Bop","Rated 5.00 of 8 votes (56 have, 84 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
The Horace Silver Quintet – The Tokyo Blues,Blue Note – BST 84110,US,"Vinyl, LP, Album, Reissue, Stereo, Liberty Labels",Jazz,1966,Hard Bop,"Rated 4.64 of 14 votes (69 have, 108 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$50.00
The Miles Davis Sextet & The Thelonious Monk Quartet – Miles & Monk At Newport,Columbia – CS 8978,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1967,"Hard Bop, Modal","Rated 4.62 of 13 votes (125 have, 47 want)",Near Mint (NM or M-),Sleeve: Mint (M),99.6%,Newport Jazz Festival,nan,$50.00
John Coltrane – Black Pearls,"Prestige – PR 7316, Prestige – PRST 7316",US,"Vinyl, LP, Album, Stereo",Jazz,1964,"Hard Bop, Post Bop","Rated 3.67 of 6 votes (112 have, 159 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$50.00
Miles Davis – Bags Groove,"Prestige – SMJX-10044(M), Prestige – SMJX-10044Ⓜ, Prestige – SPRES-10019",Japan,"Vinyl, LP, Album, Mono, Reissue, Gatefold",Jazz,1969,"Bop, Hard Bop","Rated 4.80 of 5 votes (35 have, 121 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
The Thelonious Monk Quartet – Monk's Dream,Columbia – CS 8765,Canada,"Vinyl, LP, Album, Stereo",Jazz,1963,Hard Bop,"Rated 4.50 of 6 votes (86 have, 118 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
"Sonny Rollins, Clifford Brown And Max Roach – 3 Giants!",Prestige – PR 7291,US,"Vinyl, LP, Album, Mono, Reissue",Jazz,1964,Hard Bop,"Rated 4.33 of 6 votes (74 have, 89 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.7%,"Van Gelder Studio, Hackensack, New Jersey",nan,$50.00
Paul Chambers (3) – Go,"Vee Jay Records – VJLP-1014, Vee Jay Records – LP 1014",US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1964,Hard Bop,"Rated 4.50 of 10 votes (79 have, 53 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Miles Davis – Orbits,Columbia Musical Treasuries – DS 417,US,"Vinyl, LP, Compilation, Stereo, Red Labels",Jazz,1968,"Post Bop, Hard Bop, Modal","Rated 4.11 of 9 votes (158 have, 34 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
Booker Ervin – The In Between,Blue Note – BST 84283,US,"Vinyl, LP, Album, Stereo, Bestway Press",Jazz,1968,"Hard Bop, Post Bop, Modal","Rated 4.37 of 35 votes (343 have, 136 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Bestway Products Inc.,$50.00
Art Blakey & The Jazz Messengers – At The Jazz Corner Of The World Vol. 2,Blue Note – BST 84016,US,"Vinyl, LP, Album, Stereo",Jazz,Jan 1961,Hard Bop,"Rated 4.42 of 12 votes (88 have, 103 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
"Freddie Hubbard – The Night Of The Cookers - Live At Club La Marchal, Volume 1",Blue Note – BLP 4207,US,"Vinyl, LP, Album, Mono",Jazz,1965,"Hard Bop, Post Bop","Rated 4.68 of 19 votes (119 have, 144 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,Club La Marchal,nan,$50.00
Eddie Harris – Exodus To Jazz,"Vee Jay Records – LP-3016, Vee Jay Records – VJLP 3016",US,"Vinyl, LP, Album, Mono",Jazz,1961,"Soul-Jazz, Hard Bop","Rated 3.76 of 29 votes (383 have, 74 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.8%,nan,American Record Pressing Co.,$50.00
Miles Davis – Bags Groove,"Prestige – 7109, Prestige – LP 7109",US,"Vinyl, LP, Album, Compilation, Mono",Jazz,1958,Hard Bop,"Rated 4.60 of 43 votes (297 have, 242 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$50.00
Charles Mingus – Mingus At The Bohemia,Debut Records – DEB 123,US,"Vinyl, LP, Album",Jazz,Aug 1956,"Hard Bop, Post Bop","Rated 4.00 of 20 votes (118 have, 449 want)",Good Plus (G+),Sleeve: Good (G),97.2%,Café Bohemia,nan,$50.00
The Thelonious Monk Quartet – Monk's Dream,Columbia – CS 8765,US,"Vinyl, LP, Album, Stereo",Jazz,1963,Hard Bop,"Rated 4.57 of 133 votes (1361 have, 488 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Max Roach – Award-Winning Drummer,Time Records (3) – T/70003,US,"Vinyl, LP, Album",Jazz,1960,Hard Bop,"Rated 3.50 of 2 votes (98 have, 58 want)",Very Good Plus (VG+),Sleeve: Good (G),100.0%,nan,nan,$50.00
"Art Blakey & The Jazz Messengers – Selections From ""Golden Boy""",Colpix Records – SCP 478,US,"Vinyl, LP, Album, Promo, Stereo",Jazz,1963,Hard Bop,"No Rating Yet (4 have, 18 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
Philly Joe Jones* – Philly Joe's Beat,"Atlantic – 1340, Atlantic – SD-1340, Atlantic – SD 1340",US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,"Rated 4.50 of 6 votes (41 have, 50 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.6%,nan,nan,$50.00
Miles Davis Quintet* – Miles Davis Quintet,Prestige – PrLP 185,US,"Vinyl, LP, 10""",Jazz,1954,"Hard Bop, Bop","Rated 4.00 of 8 votes (32 have, 221 want)",Very Good (VG),Sleeve: Good Plus (G+),86.7%,"Van Gelder Studio, Hackensack, New Jersey",nan,$50.00
Art Farmer-Benny Golson Jazztet* – Here And Now,Mercury – MG 20698,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.63 of 8 votes (99 have, 42 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,Nola Recording Studios,nan,$50.00
Miles Davis All Stars – Walkin',"Prestige – RANK-5018, Top Rank International – RANK-5018",Japan,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 5.00 of 1 votes (22 have, 65 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,nan,nan,$50.00
The Horace Silver Quintet Plus J.J. Johnson – The Cape Verdean Blues,Blue Note – BST 84220,US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1966,"Hard Bop, Post Bop, Latin Jazz","Rated 4.62 of 13 votes (55 have, 91 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$50.00
Dave Grusin – Kaleidoscope,Columbia – CS 9144,US,"Vinyl, LP, Album",Jazz,1965,Hard Bop,"Rated 3.86 of 7 votes (51 have, 84 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Benny Green* – The Swingin'est,Vee Jay Records – VJLP-1005,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Swing","Rated 3.50 of 4 votes (63 have, 47 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.7%,nan,nan,$50.00
Paul Chambers (3) – 1st Bassman,"Vee Jay Records – VJLP 3012, Vee Jay Records – LP 3012",US,"Vinyl, LP, Album, Mono",Jazz,13 Aug 1960,"Modal, Hard Bop","Rated 4.00 of 23 votes (155 have, 136 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Mundell Lowe – Satan In High Heels,Charlie Parker Records – PLP-406,US,"Vinyl, LP, Album, Mono","Jazz, Stage & Screen",1961,"Soundtrack, Bop, Big Band, Hard Bop, Cool Jazz","Rated 4.20 of 10 votes (86 have, 50 want)",Mint (M),Sleeve: Very Good (VG),100.0%,nan,nan,$50.00
The Prestige All Stars – All Night Long,"Prestige – LP 7073, Prestige – PRLP 7073",US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 4.60 of 5 votes (69 have, 225 want)",Fair (F),Sleeve: Fair (F),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$50.00
The Billy Taylor Trio* – Evergreens,ABC-Paramount – ABC-112,US,"Vinyl, LP, Album",Jazz,1956,"Bop, Hard Bop","Rated 2.90 of 10 votes (125 have, 11 want)",Mint (M),Sleeve: Very Good (VG),99.7%,nan,nan,$50.00
Various – The Jazz Soul Of Cleopatra,New Jazz – NJST 8292,US,"Vinyl, LP, Compilation, Stereo",Jazz,1962,Hard Bop,"Rated 4.20 of 5 votes (49 have, 105 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Jimmy Smith – Any Number Can Win,Verve Records – V-8552,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1963,"Hard Bop, Big Band","Rated 3.83 of 24 votes (442 have, 39 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.8%,nan,nan,$50.00
Art Blakey & The Jazz Messengers – 'S Make It,Limelight – LS 86001,US,"Vinyl, LP, Album, Stereo",Jazz,1965,Hard Bop,"Rated 3.95 of 20 votes (153 have, 96 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$50.00
Yusef Lateef – The Blue Yusef Lateef,Atlantic – SD 1508,US,"Vinyl, LP, Album, Repress, Stereo, RI",Jazz,1968,"Hard Bop, Free Jazz","Rated 4.21 of 14 votes (139 have, 426 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,"PRC Recording Company, Richmond, IN",$50.00
Art Farmer Benny Golson Jazztet* – Another Git Together,"Mercury – SR-60737, Mercury – SR 60737",US,"Vinyl, LP, Album, Stereo",Jazz,1962,Hard Bop,"Rated 5.00 of 2 votes (50 have, 30 want)",Mint (M),Sleeve: Mint (M),100.0%,nan,nan,$50.00
