Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Jaki Byard – Here's Jaki,"New Jazz – NJ 8256, New Jazz – NJLP 8256",US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.50 of 6 votes (49 have, 102 want)",Very Good (VG),Sleeve: Good Plus (G+),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$99.99
Blue Mitchell – Bring It Home To Me,Blue Note – BLP 4228,US,"Vinyl, LP, Album, Mono",Jazz,1966,Hard Bop,"Rated 4.65 of 20 votes (125 have, 138 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$99.99
Art Blakey's Jazz Messengers* With Thelonious Monk – Art Blakey's Jazz Messengers With Thelonious Monk,Atlantic – 1278,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1966,"Bop, Hard Bop","Rated 5.00 of 2 votes (9 have, 41 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.0%,nan,nan,$99.99
Blue Mitchell – Boss Horn,Blue Note – BLP 4257,US,"Vinyl, LP, Album, Mono",Jazz,1967,Hard Bop,"Rated 3.86 of 7 votes (54 have, 126 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$99.99
Thelonious Monk – Big Band And Quartet In Concert,Columbia – CL 2164,US,"Vinyl, LP, Album, Mono, Promo",Jazz,1964,Hard Bop,"Rated 4.50 of 4 votes (51 have, 37 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$99.99
George Braith – Extension,"Blue Note – BST 84171, Blue Note – ST-84171",US,"Vinyl, LP, Album, Stereo",Jazz,Jan 1967,"Hard Bop, Soul-Jazz","Rated 4.50 of 18 votes (95 have, 126 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$99.95
Lee Konitz / Pony Poindexter / Phil Woods / Leo Wright – Alto Summit,Prestige – PRST 7684,US,"Vinyl, LP, Album, Stereo",Jazz,1969,"Hard Bop, Post Bop","Rated 3.00 of 2 votes (33 have, 25 want)",Mint (M),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$99.99
Art Blakey & The Jazz Messengers – Meet You At The Jazz Corner Of The World (Volume 2),Blue Note – BST 84055,US,"Vinyl, LP, Album, Stereo",Jazz,May 1962,Hard Bop,"Rated 4.15 of 13 votes (74 have, 98 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,Plastylite,$99.98
Sonny Rollins Quartet – Tenor Madness,Prestige – PRLP 7047,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1958,"Bop, Hard Bop","Rated 4.80 of 10 votes (72 have, 113 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$99.99
"Sonny Rollins With Orchestra Conducted By Oliver Nelson – Original Music From The Score ""Alfie""","Impulse! – AS-9111, Impulse! – A-9111",US,"Vinyl, LP, Album, Stereo, Gatefold","Jazz, Stage & Screen",1966,"Hard Bop, Theme, Score","Rated 4.44 of 16 votes (143 have, 114 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$99.99
Henri Renaud All Stars* – Henri Renaud All Stars Vol. 2,Swing (3) – M. 33.321,France,"Vinyl, LP, 10"", Album, Mono",Jazz,1954,"Hard Bop, Bop","Rated 4.50 of 2 votes (6 have, 19 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$99.00
John Coltrane – My Favorite Things,Atlantic – 1361,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Modal","Rated 4.60 of 121 votes (844 have, 1118 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),98.4%,Atlantic Studios,nan,$99.00
Charles Mingus – Mingus Ah Um,Columbia – CL 1370,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Bop","Rated 4.69 of 120 votes (792 have, 1970 want)",Very Good (VG),Sleeve: Good Plus (G+),91.5%,Columbia 30th Street Studio,nan,$96.00
The Thelonious Monk Quartet – Monk's Dream,Columbia – CL 1965,US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,"Rated 4.54 of 130 votes (1317 have, 888 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),96.1%,nan,nan,$96.00
John Coltrane And Paul Quinichette – Cattin' With Coltrane And Quinichette,Prestige – 7158,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.29 of 21 votes (159 have, 224 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$99.00
Johnny Hartman – The Voice That Is!,"Impulse! – AS-74, Impulse! – A-74",US,"Vinyl, LP",Jazz,1964,"Hard Bop, Bossa Nova","Rated 4.25 of 16 votes (127 have, 89 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.8%,nan,nan,$95.00
Booker Ervin – The Space Book,"Prestige – PR 7386, Prestige – PRST 7386",US,"Vinyl, LP, Album, Stereo",Jazz,1965,"Hard Bop, Modal","Rated 4.60 of 10 votes (87 have, 146 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$99.00
Jackie McLean Sextet – Fat Jazz,"Jubilee – 1093, Jubilee – JLP 1093",US,"Vinyl, LP, Album, Promo, Mono",Jazz,1959,Hard Bop,"No Rating Yet (9 have, 25 want)",Very Good (VG),Sleeve: Good Plus (G+),99.8%,nan,nan,$99.99
Various – 25 Years Blue Note Anniversary Album,Blue Note – BLP 1001,US,"Vinyl, LP, Compilation",Jazz,1964,"Bop, Hard Bop","Rated 4.60 of 10 votes (147 have, 38 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.3%,nan,nan,$99.99
John Coltrane – A Love Supreme,"Impulse! – A-77, ABC Records – AS-77",US,"Vinyl, LP, Album, Reissue, Stereo, Gatefold",Jazz,1968,"Hard Bop, Modal, Avant-garde Jazz","Rated 4.69 of 42 votes (384 have, 709 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$99.95
Jørgen Leth Quintet / Igor Čaplinski – Jazz Jamboree 1962 Vol.4,Polskie Nagrania Muza – L 0397,Poland,"Vinyl, LP, 10"", Mono, Export version",Jazz,1962,Hard Bop,"Rated 5.00 of 3 votes (25 have, 63 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,Warsaw Philharmonic Hall,nan,$99.00
Bennie Green – Walkin' And Talkin',Blue Note – BLP 4010,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.69 of 13 votes (86 have, 189 want)",Good (G),Sleeve: Good Plus (G+),99.9%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$99.95
Lee Morgan – The Rumproller,"Blue Note – BST 84199, Blue Note – ST-84199, Blue Note – 84199",US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,Hard Bop,"Rated 5.00 of 2 votes (25 have, 62 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$95.95
The Max Roach Trio Featuring The Legendary Hasaan* – The Max Roach Trio Featuring The Legendary Hasaan,"Atlantic – SD 1435, Atlantic – 1435",US,"Vinyl, LP, Album, Stereo",Jazz,1965,Hard Bop,"Rated 4.54 of 13 votes (105 have, 132 want)",Mint (M),Sleeve: Very Good Plus (VG+),98.2%,nan,nan,$99.99
The Horace Silver Quintet – The Tokyo Blues,Blue Note – BST 84110,US,"Vinyl, LP, Stereo, Album",Jazz,1962,Hard Bop,"Rated 4.64 of 25 votes (252 have, 207 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$99.99
The J.J. Johnson Quintet – Dial J.J. 5,Columbia – CL 1084,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Bop, Hard Bop","Rated 3.33 of 3 votes (20 have, 5 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$99.95
Thelonious Monk – Monk's Moods,Prestige – PRLP 7159,US,"Vinyl, LP, Compilation, Reissue, Remastered, Mono",Jazz,1959,Hard Bop,"Rated 4.46 of 28 votes (233 have, 144 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.8%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$99.99
Quincy Jones And His Orchestra – The Quintessence,Impulse! – AS-11,US,"Vinyl, LP, Album",Jazz,1963,"Hard Bop, Big Band","Rated 4.17 of 23 votes (249 have, 145 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),96.6%,nan,nan,$97.75
John Coltrane – My Favorite Things,Atlantic – 1361,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Modal","Rated 4.83 of 6 votes (68 have, 318 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,Atlantic Studios,nan,$99.99
Gerry Mulligan Meets Stan Getz – Gerry Mulligan Meets Stan Getz,"Verve Records – MG V-8249, Verve Records – V-8249",US,"Vinyl, LP, Album, Mono",Jazz,1961,"Bop, Hard Bop","Rated 4.16 of 25 votes (287 have, 79 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,MGM Records Division,$95.59
The Horace Silver Quintet – Doin' The Thing - At The Village Gate,Blue Note – BLP 4076,US,"Vinyl, LP, Album, Mono",Jazz,Aug 1961,Hard Bop,"Rated 4.28 of 53 votes (598 have, 245 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Village Gate,Plastylite,$99.00
Freddie Hubbard – The Night Of The Cookers - Live At Club La Marchal - Volume 2,Blue Note – BST 84208,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,"Hard Bop, Post Bop","Rated 3.75 of 4 votes (52 have, 41 want)",Mint (M),Sleeve: Near Mint (NM or M-),99.8%,Club La Marchal,nan,$99.99
Sonny Rollins – Sonny Boy,"Prestige – PR 7207, Prestige – PRLP 7207",US,"Vinyl, LP, Album, Remastered, Mono",Jazz,1961,"Bop, Hard Bop","Rated 4.27 of 22 votes (134 have, 123 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$95.00
Hampton Hawes Trio – Hampton Hawes Vol. 1: The Trio,Contemporary Records – C3505,US,"Vinyl, LP, Album, Mono",Jazz,1955,"Bop, Hard Bop, Swing","Rated 4.35 of 23 votes (253 have, 88 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,nan,nan,$95.00
Julian Adderley Quintet* – Portrait Of Cannonball,Riverside Records – RLP 12-269,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.00 of 9 votes (196 have, 136 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),99.5%,Reeves Sound Studios,nan,$99.99
Miles Davis – Jazz Track,Columbia – CL 1268,US,"Vinyl, LP, Promo, Mono, Terre Haute",Jazz,Nov 1959,Hard Bop,"Rated 4.67 of 9 votes (80 have, 83 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,nan,"Columbia Records Pressing Plant, Terre Haute",$98.00
Lee Morgan – Expoobident,"Vee Jay Records – LP 3015, Vee Jay Records – LP-3015, Vee Jay Records – VJLP 3015",US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 3.92 of 13 votes (125 have, 177 want)",Very Good (VG),Sleeve: Near Mint (NM or M-),100.0%,Universal Recording Studio,nan,$99.99
The Miles Davis Quintet – Relaxin' With The Miles Davis Quintet,Prestige – PRLP 7129,US,"Vinyl, LP, Reissue, Mono",Jazz,1964,Hard Bop,"Rated 4.62 of 13 votes (121 have, 223 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,"Van Gelder Studio, Hackensack, New Jersey",nan,$99.80
Miles Davis All Stars – Walkin',Prestige – PRLP 7076,US,"Vinyl, LP, Album, Compilation, Mono",Jazz,1957,Hard Bop,"Rated 4.50 of 30 votes (311 have, 340 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.8%,nan,"Abbey Record Manufacturing Co., Inc.",$99.99
"Jackie McLean – Swing, Swang, Swingin'",Blue Note – BLP 4024,US,"Vinyl, LP, Album, Mono, 47W63",Jazz,Mar 1960,Hard Bop,"Rated 4.78 of 23 votes (121 have, 265 want)",Good Plus (G+),Sleeve: No Cover,99.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$99.00
Lee Morgan – The Sidewinder,"Blue Note – BLP 4157, Blue Note – 4157",US,"Vinyl, LP, Album, Mono",Jazz,Jul 1964,Hard Bop,"Rated 4.62 of 140 votes (1161 have, 1102 want)",Good (G),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$99.99
John Coltrane – A Love Supreme,"Impulse! – A-77, Impulse! – AS-77, ABC Records – AS-77",US,"Vinyl, LP, Album, Reissue, Stereo, Gatefold Mono Cover",Jazz,1968,"Hard Bop, Modal, Avant-garde Jazz","Rated 4.63 of 8 votes (80 have, 382 want)",Very Good (VG),Sleeve: Not Graded,99.4%,nan,nan,$95.73
Art Blakey & The Jazz Messengers – Backstage Sally / Contemplation,Blue Note – 45-1850,US,"Vinyl, 7""",Jazz,1961,Hard Bop,"Rated 5.00 of 2 votes (16 have, 17 want)",Very Good (VG),Sleeve: Generic,98.9%,nan,nan,$99.99
Miles Davis – Miles Davis At Carnegie Hall,Columbia – CS 8612,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Modal","Rated 4.43 of 14 votes (168 have, 57 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.9%,nan,nan,$99.99
Lester Young – Pres Is Blue,Charlie Parker Records – PLP-405,US,"Vinyl, LP, Mono",Jazz,01 Jan 1963,"Bop, Hard Bop","Rated 4.00 of 6 votes (176 have, 23 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),87.8%,nan,nan,$99.00
Red Garland – Red In Bluesville,"Prestige – PRLP 7157, Prestige – 7157",US,"Vinyl, LP, Album, Mono","Jazz, Blues",1959,Hard Bop,"Rated 4.67 of 12 votes (153 have, 137 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,nan,"Abbey Record Manufacturing Co., Inc.",$99.99
Charlie Mingus* – Tonight At Noon,Atlantic – 1416,US,"Vinyl, LP, Album, Mono","Jazz, Blues",1964,Hard Bop,"Rated 4.59 of 17 votes (187 have, 135 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$99.99
Willis Jackson Quintet – Please Mr. Jackson,Prestige – PR 7162,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Soul-Jazz","Rated 4.33 of 9 votes (114 have, 84 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.4%,"Van Gelder Studio, Hackensack, New Jersey",nan,$98.84
"Coltrane* – ""Live"" At The Village Vanguard","Impulse! – AS 10, ABC Records – AS 10",Canada,"Vinyl, LP, Album, Reissue, Stereo, Gatefold",Jazz,1968,"Modal, Hard Bop, Avant-garde Jazz","No Rating Yet (8 have, 80 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,Village Vanguard,nan,$99.99
Kenny Dorham Septet Featuring Cannonball Adderley – Blue Spring,Riverside Records – RLP 12-297,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.42 of 12 votes (81 have, 134 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,nan,nan,$99.00
Sonny Rollins – Way Out West,Contemporary Records – SR-3025,Japan,"Vinyl, LP, Album, Stereo",Jazz,1969,Hard Bop,"Rated 4.50 of 2 votes (27 have, 98 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,Contemporary's Studio,nan,$99.00
Miles Davis – Bags Groove,"Prestige – 7109, Prestige – LP 7109",US,"Vinyl, LP, Mono",Jazz,1957,Hard Bop,"Rated 4.55 of 11 votes (134 have, 168 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$99.99
Elmo Hope Ensemble – Sounds From Rikers Island,Audio Fidelity – AFLP 2119,Argentina,"Vinyl, LP, Album",Jazz,1963,Hard Bop,"No Rating Yet (4 have, 47 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),99.0%,nan,nan,$99.99
Wes Montgomery – Movin' Along,Riverside Records – RLP-9342,US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,"Rated 4.33 of 21 votes (155 have, 143 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$99.00
Lee Morgan – The Sidewinder,"Blue Note – BST 84157, Blue Note – 4157",US,"Vinyl, LP, Album, Stereo",Jazz,1964,Hard Bop,"Rated 4.70 of 10 votes (61 have, 294 want)",Very Good (VG),Sleeve: Good Plus (G+),99.9%,nan,Plastylite,$95.00
Lee Morgan – The Sixth Sense,Blue Note – BST 84335,US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1970,Hard Bop,"Rated 4.09 of 11 votes (112 have, 72 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$99.99
The Mose Allison Trio – I Love The Life I Live,Columbia – CS 8365,US,"Vinyl, LP, Album, Promo, Stereo",Jazz,1960,"Hard Bop, Bop","No Rating Yet (4 have, 0 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.5%,nan,nan,$99.99
Johnny Griffin Quartet* – The Kerry Dancers,Riverside Records – RLP 9420,US,"Vinyl, LP, Album, Stereo",Jazz,1962,Hard Bop,"Rated 5.00 of 3 votes (34 have, 84 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),99.7%,Plaza Sound Studios,nan,$99.97
Cecil Payne – The Connection,Charlie Parker Records – PLP-806-S,US,"Vinyl, LP, Album, Stereo, Yellow Label",Jazz,1962,Hard Bop,"Rated 4.00 of 1 votes (41 have, 19 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),87.8%,nan,nan,$99.00
John Coltrane – Coltrane Plays The Blues,"Atlantic – SD 1382, Atlantic – 1382",US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Modal","Rated 4.46 of 39 votes (538 have, 289 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$99.94
The Jazz Messengers* – The Jazz Messengers,Columbia – CL 897,US,"Vinyl, LP, Album, Mono",Jazz,1956,Hard Bop,"Rated 5.00 of 3 votes (24 have, 86 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$99.99
Sonny Rollins – The Bridge,"RCA Victor – LPM/LSP-2527, RCA Victor – LPM 2527",US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.45 of 51 votes (493 have, 477 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.9%,RCA's Studio B,"RCA Records Pressing Plant, Rockaway",$99.99
Thelonious Monk Quintet* – 5 By Monk By 5,"Riverside Records – RLP 1150, Riverside Records – 1150",US,"Vinyl, LP, Album, Stereo, Abbey Mfg. Pressing",Jazz,1960,Hard Bop,"Rated 4.00 of 1 votes (1 have, 5 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,Reeves Sound Studios,"Abbey Record Manufacturing Co., Inc.",$99.99
Art Blakey & The Jazz Messengers – At The Jazz Corner Of The World Vol. 2,Blue Note – BST 84016,US,"Vinyl, LP, Album, Stereo",Jazz,Jan 1961,Hard Bop,"Rated 4.42 of 12 votes (88 have, 103 want)",Very Good Plus (VG+),Sleeve: Fair (F),100.0%,nan,nan,$99.00
John Coltrane – A Love Supreme,"Impulse! – SMAS-90215, Impulse! – 90215",US,"Vinyl, LP, Album, Stereo, Club Edition",Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.82 of 39 votes (228 have, 1057 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,nan,"Capitol Records Pressing Plant, Scranton",$98.00
Roy Ayers – Virgo Vibes,Atlantic – 1488,US,"Vinyl, LP, Album, Mono",Jazz,1967,"Soul-Jazz, Hard Bop","Rated 4.08 of 13 votes (113 have, 229 want)",Mint (M),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$99.99
John Coltrane With The Red Garland Trio – John Coltrane With The Red Garland Trio,"Prestige – 7123, Prestige – PRLP 7123",US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 5.00 of 3 votes (32 have, 131 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,nan,nan,$95.00
John Coltrane – Lush Life,Prestige – PRLP 7188,US,"Vinyl, LP, Album, Mono, Reissue",Jazz,1964,Hard Bop,"Rated 4.33 of 9 votes (74 have, 192 want)",Very Good (VG),Sleeve: Very Good (VG),98.0%,nan,nan,$99.99
"Max Roach, Max Roach Quintette* – Jazz In 3/4 Time",Mercury Emarcy Jazz – SR 80002,US,"Vinyl, LP, Album, Stereo",Jazz,1957,Hard Bop,"Rated 4.20 of 5 votes (61 have, 48 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.0%,nan,"RCA Records Pressing Plant, Indianapolis",$99.99
