Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Sonny Rollins – Plus 4,Prestige – PRLP 7038,US,"Vinyl, LP, Album, Mono",Jazz,1956,Hard Bop,"Rated 4.59 of 29 votes (137 have, 277 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.90%,"Van Gelder Studio, Hackensack, New Jersey",nan,$889.00 
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May-58,"Bop, Hard Bop","No Rating Yet (7 have, 73 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,nan,Plastylite,"$1,200.00 "
Pepper Adams – Motor City Scene,"Bethlehem Records – BCP 6056, Bethlehem Records – 6056",US,"Vinyl, LP, Album",Jazz,1961,Hard Bop,"Rated 4.00 of 3 votes (22 have, 228 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,nan,nan,$600.00 
Lee Morgan – Search For The New Land,Blue Note – BLP 4169,US,"Vinyl, LP, Album, Mono",Jazz,1966,Hard Bop,"Rated 4.54 of 59 votes (361 have, 751 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$2,000.00 "
Dexter Gordon – Go!,Blue Note – BLP 4112,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.67 of 52 votes (310 have, 742 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$850.76 
Hank Mobley With Donald Byrd And Lee Morgan – Hank Mobley With Donald Byrd And Lee Morgan,Blue Note – BLP 1540,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 4.57 of 14 votes (65 have, 524 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,"$1,850.00 "
Art Blakey – Orgy In Rhythm (Volume One),"Blue Note – 1554, Blue Note – BLP 1554",US,"Vinyl, LP, Mono","Jazz, Latin",May-57,"Afro-Cuban Jazz, Hard Bop","Rated 4.10 of 31 votes (254 have, 343 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.70%,nan,Plastylite,$650.00 
Sam Rivers – Fuchsia Swing Song,Blue Note – BST 84184,US,"Vinyl, LP, Album, Stereo",Jazz,1965,"Post Bop, Hard Bop","Rated 4.58 of 19 votes (110 have, 322 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,nan,nan,$999.00 
John Coltrane – A Love Supreme,Impulse! – A-77,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.68 of 205 votes (1395 have, 3679 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,nan,nan,"$1,500.00 "
Curtis Fuller – The Opener,Blue Note – BLP 1567,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 4.50 of 16 votes (68 have, 385 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),97.10%,"Van Gelder Studio, Hackensack, New Jersey",nan,"$1,400.00 "
Hank Mobley - Lee Morgan – Peckin' Time,Blue Note – BLP 1574,US,"Vinyl, LP, Album, Mono",Jazz,Nov-59,Hard Bop,"Rated 4.50 of 18 votes (68 have, 482 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$1,499.99 "
Sonny Rollins – Volume 2,Blue Note – BLP 1558,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1958,Hard Bop,"Rated 5.00 of 7 votes (29 have, 69 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$775.00 
Donald Byrd – Byrd Jazz,Transition – TRLP 5,US,"Vinyl, LP, Album",Jazz,1956,Hard Bop,"Rated 4.45 of 11 votes (28 have, 477 want)",Near Mint (NM or M-),Sleeve: No Cover,99.20%,New World Stage,nan,"$1,444.99 "
Jørgen Leth Quintet / Igor Čaplinski – Jazz Jamboree 1962 Vol.4,Polskie Nagrania Muza – L 0397,Poland,"Vinyl, LP, 10"", Mono, Export version",Jazz,1962,Hard Bop,"Rated 5.00 of 3 votes (25 have, 63 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,Warsaw Philharmonic Hall,nan,$630.00 
Hideo Shiraki – In Fiesta,Teichiku Records – NL-3008,Japan,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.67 of 3 votes (5 have, 172 want)",Good (G),Sleeve: Good (G),100.00%,nan,nan,"$1,000.00 "
Freddie Hubbard – Goin' Up,Blue Note – BLP 4056,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.56 of 18 votes (104 have, 353 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$643.81 
Cannonball Adderley – Somethin' Else,Blue Note – BLP 1595,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1959,"Bop, Hard Bop","Rated 4.92 of 12 votes (99 have, 388 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$750.00 
John Coltrane With The Red Garland Trio – Traneing In,"Prestige – 7123, Prestige – PRLP 7123",US,"Vinyl, LP, Album, Repress, Mono, Yellow/Black Label",Jazz,1961,Hard Bop,"Rated 4.67 of 21 votes (206 have, 204 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,nan,nan,$500.00 
Jackie McLean – Jackie's Bag,Blue Note – BLP 4051,US,"Vinyl, LP, Album, Mono",Jazz,1967,Hard Bop,"Rated 5.00 of 1 votes (5 have, 80 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$499.00 
Sonny Rollins – Way Out West,Stereo Records (4) – S7017,US,"Vinyl, LP, Album, Stereo",Jazz,1958,Hard Bop,"Rated 4.75 of 16 votes (79 have, 240 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,nan,"RCA Records Pressing Plant, Hollywood",$419.99 
John Coltrane – Blue Train,"Blue Note – BST 1577, Blue Note – 1577",US,"Vinyl, LP, Album, Stereo",Jazz,Jun-60,Hard Bop,"Rated 4.87 of 15 votes (106 have, 703 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,nan,Plastylite,$499.99 
Dexter Gordon – Dexter Calling . . .,Blue Note – BLP 4083,US,"Vinyl, Album, LP, Mono",Jazz,Dec-61,Hard Bop,"Rated 4.59 of 27 votes (156 have, 329 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.90%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$528.49 
Lee Morgan – Search For The New Land,Blue Note – BLP 4169,US,"Vinyl, LP, Album, Mono",Jazz,1966,Hard Bop,"Rated 4.54 of 59 votes (361 have, 751 want)",Good (G),Sleeve: Very Good Plus (VG+),99.40%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$400.00 
"Benny Carter Featuring The Voices Of Sammy Davis, Jr.*, Louis Armstrong And Mel Tormé – A Man Called Adam",Reprise Records – R-6180,US,"Vinyl, LP, Album, Mono, Promo","Jazz, Blues",1966,"Hard Bop, Easy Listening, Dixieland, Swing, Cool Jazz","Rated 4.00 of 2 votes (14 have, 12 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,nan,nan,$559.00 
Miles Davis – Blue Moods,Debut Records – DEB-120,US,"Vinyl, LP, Album",Jazz,1955,Hard Bop,"Rated 4.24 of 25 votes (147 have, 573 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.00%,nan,nan,$505.62 
Wes Montgomery – The Incredible Jazz Guitar Of Wes Montgomery,Riverside Records – RLP 12-320,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.53 of 40 votes (260 have, 597 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,nan,nan,$500.00 
Jackie McLean – A Long Drink Of The Blues,"Prestige – 8253, New Jazz – 8253, New Jazz – NJLP 8253",US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.40 of 15 votes (67 have, 175 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$529.00 
George Braith – Soul Stream,Blue Note – BLP 4161,US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,"Rated 4.50 of 12 votes (57 have, 141 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.90%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$418.59 
Herbie Hancock – Inventions And Dimensions,Blue Note – BLP 4147,US,"Vinyl, LP, Album, Mono",Jazz,1964,"Free Improvisation, Hard Bop, Modal","Rated 4.52 of 42 votes (169 have, 829 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),99.80%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$549.99 
Dizzy Reece – Star Bright,Blue Note – BLP 4023,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.71 of 14 votes (92 have, 255 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$500.00 
Sonny Rollins – Newk's Time,Blue Note – BLP 4001,US,"Vinyl, LP, Album, Mono",Jazz,Jan-59,Hard Bop,"Rated 4.64 of 33 votes (243 have, 416 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$407.35 
Donald Byrd – Fuego,"Blue Note – BLP 4026, Blue Note – 4026",US,"Vinyl, LP, Album, Mono",Jazz,Jun-60,Hard Bop,"Rated 4.70 of 40 votes (242 have, 395 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$449.00 
Yusef Lateef And His Jazz Quintet* – The Fabric Of Jazz,"Savoy Records – ST-13008, Savoy Records – SST-13008",US,"Vinyl, LP, Album, Stereo",Jazz,1959,"Hard Bop, Modal","Rated 5.00 of 3 votes (23 have, 116 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.60%,"Van Gelder Studio, Hackensack, New Jersey",nan,$450.00 
Dizzy Reece – Asia Minor,"New Jazz – NJ 8274, New Jazz – NJLP 8274",US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.17 of 6 votes (44 have, 213 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.30%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$400.00 
Cannonball Adderley – Somethin' Else,Blue Note – BLP 1595,US,"Vinyl, LP, Album, Mono, Deep Groove",Jazz,1960,"Bop, Hard Bop","Rated 4.79 of 19 votes (127 have, 369 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$475.24 
"Thad Jones - Frank Wess - Teddy Charles - Mal Waldron - Doug Watkins - Elvin Jones, The Prestige All Stars – Olio","Prestige – 7084, Prestige – LP 7084, Prestige – PRLP 7084",US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 4.50 of 14 votes (58 have, 236 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.90%,"Van Gelder Studio, Hackensack, New Jersey",nan,$587.99 
The Dick Morrissey Quartet – Here And Now And Sounding Good!,Mercury – 20093 MCL,UK,"Vinyl, LP, Album, Mono",Jazz,1967,"Hard Bop, Modal","Rated 3.83 of 6 votes (24 have, 129 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),95.20%,nan,nan,$425.00 
Woods* / Byrd* – The Young Bloods,Prestige – LP 7080,US,"Vinyl, LP, Album, Mono",Jazz,1956,Hard Bop,"Rated 4.60 of 10 votes (50 have, 177 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$500.00 
The Jazz Messengers* – At The Cafe Bohemia Volume 2,Blue Note – BLP 1508,US,"Vinyl, LP, Album, Mono",Jazz,May-56,Hard Bop,"Rated 4.62 of 29 votes (205 have, 409 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,Café Bohemia,Plastylite,$500.00 
Thelonious Monk – Brilliant Corners,Riverside Records – RLP 12-226,US,"Vinyl, LP, Album, Mono, Deep Groove",Jazz,1957,Hard Bop,"Rated 4.38 of 56 votes (381 have, 1062 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,Reeves Sound Studios,nan,$550.00 
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May-58,"Bop, Hard Bop","Rated 4.70 of 194 votes (1085 have, 1716 want)",Very Good (VG),Sleeve: Fair (F),98.90%,nan,Plastylite,$500.00 
Michael Naura Quintet* – European Jazz Sounds,Brunswick – 87 912,Germany,"Vinyl, LP, Album, Mono",Jazz,1963,"Hard Bop, Modal","Rated 4.70 of 10 votes (26 have, 188 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.00%,nan,Deutsche Grammophon Gesellschaft Pressing Plant,$450.00 
Art Blakey & The Jazz Messengers – A Night In Tunisia,Blue Note – BST 84049,US,"Vinyl, LP, Album, Stereo",Jazz,Mar-61,Hard Bop,"Rated 4.62 of 21 votes (134 have, 338 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$500.00 
The Miles Davis Quintet – Workin' With The Miles Davis Quintet,Prestige – PRLP 7166,US,"Vinyl, LP, Album, Mono, Deep groove",Jazz,Jan-60,"Hard Bop, Bop","Rated 4.62 of 101 votes (812 have, 1032 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$450.00 
Miles Davis All Stars – Walkin',"Prestige – 7076, Prestige – PRLP 7076",US,"Vinyl, LP, Album, Repress, Mono, Misprint",Jazz,1959,Hard Bop,"No Rating Yet (14 have, 17 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,nan,"Abbey Record Manufacturing Co., Inc.",$400.00 
Dexter Gordon – Dexter Calling . . .,Blue Note – BLP 4083,US,"Vinyl, Album, LP, Mono",Jazz,Dec-61,Hard Bop,"Rated 4.59 of 27 votes (156 have, 329 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.90%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$400.00 
Wayne Shorter – Juju,Blue Note – BLP 4182,US,"Vinyl, LP, Album, Mono",Jazz,1964,Hard Bop,"Rated 4.68 of 31 votes (136 have, 708 want)",Very Good (VG),Sleeve: Very Good (VG),99.90%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$500.00 
Horace Parlan Quintet – On The Spur Of The Moment,Blue Note – BLP 4074,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.50 of 8 votes (76 have, 195 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$500.00 
Jackie McLean – Destination... Out!,Blue Note – BLP 4165,US,"Vinyl, LP, Album, Mono",Jazz,Oct-64,"Hard Bop, Post Bop","Rated 4.53 of 43 votes (176 have, 494 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.90%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$500.00 
Nick Ayoub Quintet – The Montreal Scene,RCA Victor – PC-1042,Canada,"Vinyl, LP, Album, Mono",Jazz,1964,"Hard Bop, Cool Jazz","Rated 4.25 of 4 votes (44 have, 157 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,nan,nan,$400.00 
"Art Blakey Quintet – A Night At Birdland, Volume 1",Blue Note – BLP 1521,US,"Vinyl, LP, Compilation, Mono",Jazz,Jul-56,Hard Bop,"Rated 4.60 of 20 votes (149 have, 365 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.50%,Birdland,Plastylite,$450.00 
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, No ®",Jazz,1958,Hard Bop,"Rated 4.93 of 15 votes (71 have, 615 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.90%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$460.00 
Hank Mobley – Mobley's Message,Prestige – PRLP 7061,US,"Vinyl, LP, Album",Jazz,1956,Hard Bop,"Rated 4.50 of 14 votes (70 have, 373 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.90%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$420.00 
Ike Quebec – It Might As Well Be Spring,Blue Note – BST-84105,US,"Vinyl, LP, Album, Stereo",Jazz,1962,Hard Bop,"Rated 4.54 of 13 votes (75 have, 155 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),99.90%,nan,nan,$500.00 
Kenny Drew Quintet / Quartet* – This Is New,Riverside Records – RLP 12-236,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 4.00 of 8 votes (47 have, 178 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.20%,Reeves Sound Studios,nan,$577.99 
John Coltrane – My Favorite Things,Atlantic – 1361,US,"Vinyl, LP, Album, Mono, Laminated Cover, Scranton Press",Jazz,1961,"Hard Bop, Modal","Rated 4.00 of 1 votes (13 have, 90 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),97.20%,Atlantic Studios,"Capitol Records Pressing Plant, Scranton",$500.00 
"Thad Jones, Billy Mitchell, Al Grey, Tommy Flanagan, Paul Chambers (3), Elvin Jones – Motor City Scene",United Artists Records – UAS 5025,US,"Vinyl, LP, Album, Stereo",Jazz,1959,Hard Bop,"Rated 3.50 of 2 votes (20 have, 115 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,Nola Recording Studios,nan,$499.99 
Dexter Gordon – Our Man In Paris,"Blue Note – 84146, Blue Note – BST 84146",US,"Vinyl, LP, Album, Stereo, Reissue, Liberty Pressing",Jazz,1966,Hard Bop,"Rated 4.75 of 16 votes (111 have, 162 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.70%,nan,nan,$400.00 
John Coltrane – A Love Supreme,Impulse! – A-77,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.68 of 205 votes (1395 have, 3679 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.50%,nan,nan,$400.00 
"Stanley Turrentine – Up At ""Minton's"", Vol. 2",Blue Note – BLP 4070,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.55 of 11 votes (89 have, 167 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,Minton's Playhouse,Plastylite,$400.00 
Ike Quebec – Heavy Soul,Blue Note – BLP 4093,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.77 of 26 votes (142 have, 252 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$499.99 
The John Coltrane Quartet – Africa / Brass,Impulse! – A-6,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,Sep-61,"Free Jazz, Hard Bop, Modal","Rated 4.64 of 42 votes (428 have, 361 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.00%,nan,nan,$500.00 
Hank Mobley – The Turnaround,Blue Note – BLP 4186,US,"Vinyl, LP, Album, Mono, Plastylite Pressing",Jazz,1965,Hard Bop,"Rated 4.66 of 35 votes (197 have, 373 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$499.00 
Miles Davis Sextet* – Someday My Prince Will Come,Columbia – CS 8456,US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,"Rated 4.42 of 57 votes (653 have, 268 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.70%,nan,nan,$475.00 
Ike Quebec – Heavy Soul,Blue Note – BLP 4093,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.77 of 26 votes (142 have, 252 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.40%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$450.00 
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, ®",Jazz,1959,Hard Bop,"Rated 4.75 of 69 votes (312 have, 987 want)",Very Good (VG),Sleeve: Very Good (VG),99.90%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$437.39 
Hank Mobley Quintet* – Mobley's 2nd Message,Prestige – PRLP 7082,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 4.50 of 8 votes (53 have, 165 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$500.00 
Clifford Brown – Memorial Album,Blue Note – BLP 1526,US,"Vinyl, LP, Compilation, Mono",Jazz,Jul-56,"Bop, Hard Bop","Rated 5.00 of 4 votes (28 have, 77 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.30%,WOR Studios,nan,$499.00 
Donald Byrd – Off To The Races,Blue Note – BLP 4007,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.74 of 23 votes (154 have, 465 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$400.00 
Bennie Green – Walkin' And Talkin',Blue Note – BLP 4010,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.69 of 13 votes (86 have, 189 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$500.00 
Dexter Gordon – Go!,Blue Note – BLP 4112,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.67 of 52 votes (310 have, 742 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.60%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$525.00 
Sonny Rollins – Plus 4,Esquire – 32-025,UK,"Vinyl, LP, Album",Jazz,1957,Hard Bop,"Rated 4.50 of 2 votes (26 have, 111 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,nan,nan,$490.00 
"Stanley Turrentine – Up At ""Minton's"", Vol. 2",Blue Note – BLP 4070,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.55 of 11 votes (89 have, 167 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.80%,Minton's Playhouse,Plastylite,$599.95 
Herbie Hancock – Inventions And Dimensions,Blue Note – BLP 4147,US,"Vinyl, LP, Album, Mono",Jazz,1964,"Free Improvisation, Hard Bop, Modal","Rated 4.52 of 42 votes (169 have, 829 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$475.00 
Eric Dolphy – Out There,"New Jazz – 8252, New Jazz – NJLP 8252",US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Free Jazz, Modal","Rated 5.00 of 1 votes (13 have, 105 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$400.00 
The Jazz Messengers* – At The Cafe Bohemia Volume 2,Blue Note – BLP 1508,US,"Vinyl, LP, Album, Mono",Jazz,May-56,Hard Bop,"Rated 4.62 of 29 votes (205 have, 409 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.30%,Café Bohemia,Plastylite,$449.80 
Nat Adderley – Work Song,"Riverside Records – RLP 12-318, Riverside Records – RLP 1167",US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.75 of 4 votes (37 have, 48 want)",Near Mint (NM or M-),Sleeve: Mint (M),99.70%,nan,nan,$419.60 
Dexter Gordon – Go!,Blue Note – BLP 4112,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.67 of 52 votes (310 have, 742 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$525.00 
Charles Mingus – Mingus Ah Um,Columbia – CS 8171,US,"Vinyl, LP, Album, Stereo",Jazz,14-Sep-59,"Hard Bop, Bop","Rated 4.78 of 9 votes (69 have, 344 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),97.60%,Columbia 30th Street Studio,nan,$530.00 
Horace Silver Quintet* – Horace Silver Quintet Volume 3,Blue Note – BLP 5058,US,"Vinyl, LP, 10"", Album, Mono",Jazz,1954,Hard Bop,"Rated 4.50 of 4 votes (35 have, 123 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.60%,nan,nan,$450.00 
Jackie McLean – Let Freedom Ring,Blue Note – BLP 4106,US,"Vinyl, LP, Mono, No DG",Jazz,Apr-63,Hard Bop,"Rated 4.56 of 18 votes (98 have, 250 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.60%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$500.00 
John Coltrane – Lush Life,"Prestige – 7188, Prestige – PRLP 7188",US,"Vinyl, LP, Album, Mono",Jazz,Jan-61,Hard Bop,"Rated 4.51 of 76 votes (573 have, 640 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.60%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$449.99 
Miles Davis – Jazz Track,Columbia – CL 1268,US,"Vinyl, LP, Promo, Mono, Terre Haute",Jazz,Nov-59,Hard Bop,"Rated 4.67 of 9 votes (80 have, 83 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.70%,nan,"Columbia Records Pressing Plant, Terre Haute",$425.00 
Sonny Clark Trio – Sonny Clark Trio,Time Records (3) – T 70010,US,"Vinyl, LP, Album",Jazz,Apr-60,Hard Bop,"Rated 4.70 of 10 votes (38 have, 202 want)",Good Plus (G+),Sleeve: Very Good (VG),100.00%,nan,nan,$425.00 
Johnny Griffin – The Little Giant,Riverside Records – RLP 12-304,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.63 of 8 votes (73 have, 128 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,Reeves Sound Studios,nan,$400.00 
Horace Silver Quintet* – Horace Silver Quintet Volume 3,Blue Note – BLP 5058,US,"Vinyl, LP, 10"", Album, Mono",Jazz,1954,Hard Bop,"Rated 4.50 of 4 votes (35 have, 123 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.60%,nan,nan,$500.00 
