Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
John Coltrane – A Love Supreme,"Impulse! – A-77, ABC Records – AS-77",US,"Vinyl, LP, Album, Reissue, Stereo, Gatefold",Jazz,1968,"Hard Bop, Modal, Avant-garde Jazz","Rated 4.69 of 42 votes (384 have, 709 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$139.89
"Art Blakey Quintet – A Night At Birdland, Vol. 2",Blue Note – BLP 5038,US,"Vinyl, LP, 10"", Album, Mono",Jazz,1954,Hard Bop,"Rated 4.71 of 7 votes (71 have, 132 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),98.7%,Birdland,nan,$140.00
The John Coltrane Quartet – Africa / Brass,"Impulse! – A-6-S, Impulse! – A-6",US,"Vinyl, LP, Album, Stereo",Jazz,Sep 1961,"Free Jazz, Hard Bop, Modal","Rated 4.53 of 79 votes (665 have, 657 want)",Mint (M),Sleeve: Mint (M),100.0%,nan,nan,$130.00
Miles Davis – Seven Steps To Heaven,Columbia – CL 2051,US,"Vinyl, LP, Album, Mono",Jazz,Sep 1963,"Hard Bop, Modal","Rated 5.00 of 1 votes (26 have, 69 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),96.7%,nan,"Columbia Records Pressing Plant, Terre Haute",$141.67
Jackie McLean – McLean's Scene,"New Jazz – 8212, New Jazz – NJLP 8212",US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.67 of 15 votes (103 have, 200 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$133.64
Art Blakey & The Jazz Messengers – At The Jazz Corner Of The World Vol. 1,Blue Note – BLP 4015,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.59 of 34 votes (273 have, 245 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Birdland,Plastylite,$130.00
Tommy Turrentine – Tommy Turrentine,Time Records (3) – T/70008,US,"Vinyl, LP, Album, Mono",Jazz,Mar 1960,Hard Bop,"Rated 3.67 of 9 votes (54 have, 79 want)",Very Good (VG),Sleeve: Very Good (VG),99.6%,nan,nan,$129.99
Art Blakey & The Jazz Messengers – A Night In Tunisia,Blue Note – BLP 4049,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"No Rating Yet (3 have, 12 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$129.99
Jackie McLean – Let Freedom Ring,Blue Note – BST 84106,US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1967,Hard Bop,"Rated 5.00 of 4 votes (88 have, 152 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$130.00
The Horace Silver Quintet – Further Explorations,Blue Note – BLP 1589,US,"Vinyl, LP, Album, Mono",Jazz,Mar 1958,Hard Bop,"Rated 4.39 of 41 votes (253 have, 243 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$129.00
John Coltrane – Coltrane's Sound,Atlantic – 1419,US,"Vinyl, LP, Album, Mono",Jazz,1966,Hard Bop,"Rated 4.75 of 4 votes (26 have, 140 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$130.00
Larry Young – Into Somethin',"Blue Note – BST 84187, Blue Note – ST-84187",US,"Vinyl, LP, Album, Stereo",Jazz,1965,"Post Bop, Hard Bop","Rated 4.53 of 17 votes (78 have, 292 want)",Very Good (VG),Sleeve: Very Good (VG),99.4%,nan,Plastylite,$142.54
The Horace Silver Quintet Plus J.J. Johnson – The Cape Verdean Blues,Blue Note – BST 84220,US,"Vinyl, LP, Album, Stereo",Jazz,Dec 1965,"Hard Bop, Post Bop","Rated 4.53 of 59 votes (400 have, 245 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,Plastylite,$137.28
The Horace Silver Quintet – Silver's Serenade,Blue Note – BLP 4131,US,"Vinyl, LP, Album, Mono",Jazz,Jul 1963,Hard Bop,"Rated 4.27 of 37 votes (296 have, 166 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),97.1%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$143.00
John Coltrane – My Favorite Things,"Atlantic – SD 1361, Atlantic – 1361",US,"Vinyl, LP, Album, Stereo",Jazz,1961,"Hard Bop, Modal","Rated 4.64 of 98 votes (930 have, 853 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,Atlantic Studios,nan,$125.00
Kenny Burrell – Introducing Kenny Burrell,Blue Note – BST 81523,US,"Vinyl, LP, Album, Repress, Stereo","Jazz, Blues",1967,"Hard Bop, Post Bop","Rated 4.56 of 16 votes (135 have, 171 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$120.00
Lou Donaldson – The Natural Soul,Blue Note – BST 84108,US,"Vinyl, LP, Album, Stereo",Jazz,Feb 1963,"Soul-Jazz, Hard Bop","Rated 4.29 of 7 votes (53 have, 92 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,nan,nan,$125.00
"Various – The Playboy Jazz All-Stars, Volume 3",Playboy Records – PB1959S,US,"3 × Vinyl, LP, Album, Stereo
Box Set, Compilation",Jazz,1960,"Cool Jazz, Dixieland, Swing, Hard Bop, Big Band, Bop","Rated 4.33 of 9 votes (177 have, 49 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.1%,Playboy Jazz Festival,nan,$125.00
The Incredible Jimmy Smith* – Midnight Special,"Blue Note – BST 84078, Blue Note – 84078",US,"Vinyl, LP, Album, Reissue, Stereo","Jazz, Blues",1966,"Soul-Jazz, Hard Bop","Rated 4.19 of 16 votes (174 have, 97 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$125.00
The John Coltrane Quartet – Africa / Brass,"Impulse! – A-6-S, Impulse! – A-6",US,"Vinyl, LP, Album, Stereo",Jazz,Sep 1961,"Free Jazz, Hard Bop, Modal","Rated 4.53 of 79 votes (665 have, 657 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$125.00
The John Coltrane Quartet – Africa / Brass,Impulse! – A-6,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,Sep 1961,"Free Jazz, Hard Bop, Modal","Rated 4.64 of 42 votes (428 have, 361 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.0%,nan,nan,$122.13
The Red Garland Quintet Featuring John Coltrane And Donald Byrd – Soul Junction,Prestige – PRLP 7181,US,"Vinyl, LP, Album, Mono, Deep groove",Jazz,Oct 1960,Hard Bop,"Rated 4.28 of 32 votes (218 have, 364 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.3%,nan,nan,$125.00
Tubby Hayes – Introducing Tubbs,Epic – LA 16019,US,"Vinyl, LP, Mono",Jazz,1961,Hard Bop,"Rated 4.67 of 3 votes (25 have, 34 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$125.00
Blue Mitchell – Out Of The Blue,"Riverside Records – 1131, Riverside Records – RLP 1131",US,"Vinyl, LP, Album, Stereo",Jazz,1959,Hard Bop,"Rated 4.64 of 11 votes (60 have, 144 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Reeves Sound Studios,nan,$120.00
Milt Jackson – Milt Jackson Quartet,"Prestige – 7003, Prestige – PRLP 7003",US,"Vinyl, LP, Album, Mono",Jazz,1955,"Hard Bop, Cool Jazz","Rated 4.33 of 18 votes (155 have, 167 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,nan,nan,$125.00
"Hank Mobley, Billy Root, Curtis Fuller, Lee Morgan – Monday Night At Birdland",Roulette – R-52015,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"No Rating Yet (22 have, 50 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,Birdland,nan,$125.00
Jimmy Smith – House Party,Blue Note – BLP 4002,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1959,"Hard Bop, Bop","Rated 4.83 of 6 votes (86 have, 56 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,Manhattan Towers,Plastylite,$125.00
The Jazz Messengers* – At The Cafe Bohemia Volume 1,Blue Note – BLP 1507,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1956,Hard Bop,"Rated 4.52 of 46 votes (303 have, 435 want)",Good Plus (G+),Sleeve: Good Plus (G+),99.5%,Café Bohemia,Plastylite,$125.00
John Coltrane – A Love Supreme,"Impulse! – A-77, Impulse! – AS-77, ABC Records – AS-77",US,"Vinyl, LP, Album, Reissue, Stereo, Gatefold",Jazz,1970,"Hard Bop, Modal, Avant-garde Jazz","Rated 4.50 of 2 votes (14 have, 158 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,nan,nan,$124.99
Herbie Hancock – Takin' Off,Blue Note – BST 84109,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,Hard Bop,"Rated 5.00 of 5 votes (46 have, 156 want)",Very Good (VG),Sleeve: Good Plus (G+),99.9%,nan,nan,$127.69
The Horace Silver Quintet Plus J.J. Johnson – The Cape Verdean Blues,Blue Note – BST 84220,US,"Vinyl, LP, Album, Stereo",Jazz,Dec 1965,"Hard Bop, Post Bop","Rated 4.53 of 59 votes (400 have, 245 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,Plastylite,$125.00
''Baby Face'' Willette* – Face To Face,Blue Note – BLP 4068,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Soul-Jazz","Rated 4.53 of 19 votes (105 have, 240 want)",Good (G),Sleeve: Very Good Plus (VG+),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$125.00
''Baby Face'' Willette* – Face To Face,Blue Note – BLP 4068,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Soul-Jazz","Rated 4.53 of 19 votes (105 have, 240 want)",Good (G),Sleeve: No Cover,94.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$120.00
Enrique Villegas / Paul Gonsalves / Willie Cook – Encuentro,Trova – TL-22,Argentina,"Vinyl, LP, Album, Mono",Jazz,1969,Hard Bop,"Rated 5.00 of 1 votes (21 have, 28 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.5%,nan,nan,$125.32
Freddie Roach – Mo' Greens Please,Blue Note – BLP 4128,US,"Vinyl, LP, Album, Mono",Jazz,1963,"Hard Bop, Soul-Jazz","Rated 4.59 of 17 votes (142 have, 131 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$123.99
Art Blakey & The Jazz Messengers – Buhaina's Delight,Blue Note – BST 84104,US,"Vinyl, LP, Album, Stereo",Jazz,Jun 1963,Hard Bop,"Rated 4.47 of 15 votes (166 have, 213 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$125.00
Art Blakey & The Jazz Messengers – Meet You At The Jazz Corner Of The World (Volume 1),Blue Note – BST 84054,US,"Vinyl, LP, Album, Stereo",Jazz,Jul 1961,Hard Bop,"Rated 4.67 of 6 votes (62 have, 65 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,Birdland,Plastylite,$125.00
Max Roach – Drums Unlimited,Atlantic – SD 1467,US,"Vinyl, LP, Album, Stereo",Jazz,1966,Hard Bop,"Rated 4.25 of 48 votes (464 have, 301 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$120.00
Horace Silver – Horace Silver Trio,Blue Note – BLP 1520,US,"Vinyl, LP, Compilation, Remastered, Mono",Jazz,Oct 1956,Hard Bop,"Rated 4.57 of 21 votes (102 have, 210 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,WOR Studios,Plastylite,$125.00
Duke Pearson – Wahoo,Blue Note – BLP 4191,US,"Vinyl, LP, Album, Mono",Jazz,1965,Hard Bop,"Rated 4.33 of 15 votes (103 have, 366 want)",Very Good (VG),Sleeve: Good (G),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$125.00
Miles Davis – E.S.P.,Columbia – CL 2350,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1965,"Hard Bop, Post Bop, Modal","Rated 5.00 of 2 votes (21 have, 162 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$125.00
Wynton Kelly – Kelly Great,"Vee Jay Records – LP-1016, Vee Jay Records – VJLP-1016",US,"Vinyl, LP, Album, Misprint, Mono",Jazz,1960,Hard Bop,"Rated 4.33 of 9 votes (88 have, 133 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,Fine Sound Studios,nan,$125.00
Gigi Gryce Featuring Richard Williams – The Rat Race Blues,"Prestige – NJ 8262, New Jazz – NJ 8262",US,"Vinyl, LP, Album, Mono","Jazz, Blues",1960,"Hard Bop, Modal","Rated 4.67 of 6 votes (56 have, 135 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,nan,nan,$124.89
Wayne Shorter – Introducing Wayne Shorter,"Vee Jay Records – VJLP 3006, Vee Jay Records – VEE JAY LP 3006",US,"Vinyl, LP",Jazz,1959,Hard Bop,"Rated 3.85 of 13 votes (108 have, 241 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,nan,nan,$128.85
The Young Lions (7) – The Young Lions,Vee Jay Records – LP 3013,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.43 of 14 votes (124 have, 126 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Bell Sound Studios,nan,$125.00
"J.J. Johnson – The Eminent Jay Jay Johnson, Volume 3",Blue Note – BLP 5070,US,"Vinyl, LP, 10"", Album, Mono",Jazz,1955,Hard Bop,"Rated 5.00 of 4 votes (27 have, 56 want)",Good Plus (G+),Sleeve: Very Good (VG),99.9%,nan,nan,$125.00
Lee Morgan – The Cooker,Blue Note – BST 81578,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1968,Hard Bop,"Rated 4.75 of 4 votes (21 have, 74 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$125.00
John Coltrane – My Favorite Things,Atlantic – 1361,US,"Vinyl, LP, Album, Mono, Laminated Cover, Scranton Press",Jazz,1961,"Hard Bop, Modal","Rated 4.41 of 27 votes (361 have, 636 want)",Very Good (VG),Sleeve: Very Good (VG),97.6%,Atlantic Studios,"Capitol Records Pressing Plant, Scranton",$120.00
"Thelonious Monk With Sonny Rollins, Ernie Henry And Clark Terry – Brilliant Corners","Riverside Records – RLP 12-226, Riverside Records – 226",US,"Vinyl, LP, Album, Repress, Mono",Jazz,1961,Hard Bop,"Rated 4.71 of 7 votes (63 have, 153 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.5%,Reeves Sound Studios,nan,$125.00
"Jimmy Smith – A Date With Jimmy Smith, Vol. 1","Blue Note – 1547, Blue Note – BLP 1547",US,"Vinyl, LP, Album, Mono, W63/NY Transition",Jazz,1962,Hard Bop,"Rated 5.00 of 1 votes (0 have, 3 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),98.2%,nan,Plastylite,$120.00
Art Farmer – Art,Argo (6) – LP-678,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.38 of 24 votes (212 have, 139 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,Nola Recording Studios,nan,$125.00
The Chet Baker Quintet – Smokin' With The Chet Baker Quintet,Prestige – PR 7449,US,"Vinyl, LP, Album, Mono",Jazz,1966,"Hard Bop, Cool Jazz","Rated 3.60 of 5 votes (70 have, 65 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$123.21
John Coltrane – Stardust,"Prestige – PR 7268, Prestige – PRLP 7268",US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,"Rated 4.08 of 25 votes (174 have, 304 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,nan,nan,$120.00
The Red Garland Quintet With John Coltrane – Dig It!,"Prestige – PR 7229, Prestige – PRLP 7229",US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.67 of 3 votes (27 have, 95 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,nan,nan,$124.00
The Young Lions (7) – The Young Lions,Vee Jay Records – LP 3013,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.43 of 14 votes (124 have, 126 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),nan,Bell Sound Studios,nan,$124.99
Lee Morgan – The Sidewinder,"Blue Note – BLP 4157, Blue Note – 4157",US,"Vinyl, LP, Album, Mono",Jazz,Jul 1964,Hard Bop,"Rated 4.62 of 140 votes (1161 have, 1102 want)",Good Plus (G+),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$125.33
Art Farmer – Art,Argo (6) – LP-678,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.38 of 24 votes (212 have, 139 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Nola Recording Studios,nan,$124.99
The Horace Silver Quintet – The Stylings Of Silver,Blue Note – BLP 1562,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1957,Hard Bop,"Rated 4.33 of 21 votes (145 have, 146 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.5%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$123.95
Miles Davis – E.S.P.,Columbia – CL 2350,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1965,"Hard Bop, Post Bop, Modal","Rated 5.00 of 2 votes (21 have, 162 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$125.00
Miles Davis – Miles Davis In Europe,Columbia – CL 2183,US,"Vinyl, LP, Album, Mono, Pitman Pressing",Jazz,1964,"Hard Bop, Modal","Rated 4.24 of 42 votes (503 have, 94 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),87.8%,Antibes Jazz Festival,"Columbia Records Pressing Plant, Pitman",$123.00
Art Farmer – Art Farmer Plays,Prestige – prLP 193,US,"Vinyl, LP, 10"", Album, Mono",Jazz,1955,"Bop, Hard Bop","No Rating Yet (7 have, 101 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$124.99
Kenny Burrell – All Day Long,Prestige – PR 7277,US,"Vinyl, LP, Album, Mono",Jazz,1964,Hard Bop,"Rated 4.00 of 1 votes (7 have, 23 want)",Mint (M),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$125.00
Cannonball Adderley – Somethin' Else,Blue Note – BLP 1595,US,"Vinyl, LP, Album, Mono, Deep Groove",Jazz,1960,"Bop, Hard Bop","Rated 4.79 of 19 votes (127 have, 369 want)",Very Good (VG),Sleeve: Very Good (VG),99.3%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$124.99
The Incredible Jimmy Smith* – Home Cookin',"Blue Note – 84050, Blue Note – BST 84050",US,"Vinyl, LP, Album, Stereo",Jazz,Feb 1961,"Hard Bop, Soul-Jazz","Rated 4.56 of 9 votes (134 have, 121 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,Plastylite,$125.00
Lee Morgan Quintet – Take Twelve,Jazzland – JLP 80,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1966,Hard Bop,"Rated 5.00 of 1 votes (9 have, 29 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Plaza Sound Studios,MGM Custom Pressing Division,$120.99
Miles Davis – Miles Davis And The Modern Jazz Giants,Prestige – PRLP 7150,US,"Vinyl, LP, Compilation, Mono",Jazz,1959,Hard Bop,"Rated 4.56 of 52 votes (497 have, 416 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,nan,nan,$125.00
The Horace Silver Quintet – Finger Poppin' With The Horace Silver Quintet,Blue Note – BLP 4008,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1962,"Bop, Hard Bop","Rated 5.00 of 5 votes (31 have, 67 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,"Van Gelder Studio, Hackensack, New Jersey",nan,$123.99
Miles Davis Featuring Sonny Rollins – Dig,"Prestige – LP 7012, Prestige – PRLP 7012",US,"Vinyl, LP, Compilation, Reissue, Remastered, Mono",Jazz,1958,"Bop, Hard Bop","Rated 5.00 of 1 votes (28 have, 75 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$125.00
The Charlie Mingus Quintet* – Chazz!,Vocalion (3) – LAE 543,UK,"Vinyl, LP, Album, Reissue, Mono",Jazz,Apr 1963,"Hard Bop, Post Bop, Cool Jazz","Rated 4.80 of 5 votes (40 have, 81 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.2%,Café Bohemia,nan,$120.00
Thelonious Monk Septet – Monk's Music,Riverside Records – RLP 12-242,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1961,"Bop, Hard Bop","Rated 4.33 of 6 votes (31 have, 144 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$124.99
Seldon Powell – Seldon Powell Plays,Royal Roost – LP 2205,US,"Vinyl, LP, Album, Mono, Deep groove",Jazz,1956,"Hard Bop, Soul-Jazz, Modal","Rated 3.50 of 2 votes (25 have, 49 want)",Very Good (VG),Sleeve: Very Good (VG),99.4%,nan,nan,$122.46
Dizzy Gillespie / Sonny Stitt / Sonny Rollins – Sonny Side Up,Verve Records – MG V-8262,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Soul-Jazz","Rated 4.58 of 24 votes (170 have, 337 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$125.00
Ernie Henry Quartet – Seven Standards And A Blues,Riverside Records – RLP 12-248,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 3.60 of 5 votes (46 have, 91 want)",Very Good (VG),Sleeve: Very Good (VG),99.9%,Reeves Sound Studios,nan,$125.00
John Coltrane With The Red Garland Trio – John Coltrane With The Red Garland Trio,"Prestige – 7123, Prestige – PRLP 7123",US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.43 of 14 votes (119 have, 425 want)",Good Plus (G+),Sleeve: Good (G),99.6%,"Van Gelder Studio, Hackensack, New Jersey",nan,$125.00
Sonny Rollins – Tour De Force,Prestige – PRLP-7126,US,"Vinyl, LP, Album",Jazz,1958,"Bop, Hard Bop","Rated 4.53 of 15 votes (88 have, 155 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$125.00
The Thelonious Monk Quartet – Misterioso,Riverside Records – RLP 12-279,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1966,"Bop, Hard Bop","Rated 4.17 of 6 votes (32 have, 80 want)",Mint (M),Sleeve: Mint (M),100.0%,Five Spot Café,nan,$125.00
Charles Mingus – Mingus Ah Um,Columbia – CS 8171,US,"Vinyl, LP, Album, Stereo",Jazz,14 Sep 1959,"Hard Bop, Bop","Rated 4.78 of 9 votes (69 have, 344 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Columbia 30th Street Studio,nan,$122.00
Donald Byrd – Byrd's Word,London Records – LTZ-C15039,UK,"Vinyl, LP, Album, Mono",Jazz,1956,"Hard Bop, Bop","Rated 4.67 of 3 votes (10 have, 71 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$120.00
Bill Evans / Roy Haynes / Eric Dolphy / Oliver Nelson / Paul Chambers (3) / Freddie Hubbard – The Blues And The Abstract Truth,Impulse! – A-5,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1961,"Hard Bop, Modal","Rated 4.75 of 8 votes (46 have, 360 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$126.76
Booker Ervin – Groovin' High,"Prestige – PR 7417, Prestige – PRST 7417",US,"Vinyl, LP, Album, Stereo",Jazz,1966,Hard Bop,"Rated 4.62 of 13 votes (109 have, 94 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$125.00
John Coltrane – Olé Coltrane,Atlantic – 1373,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1961,"Hard Bop, Avant-garde Jazz, Modal","Rated 4.50 of 2 votes (16 have, 144 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),97.9%,nan,MGM Custom Pressing Division,$125.00
Jaki Byard – Here's Jaki,"New Jazz – NJ 8256, New Jazz – NJLP 8256",US,"Vinyl, LP, Album, Mono, Deep Groove",Jazz,1961,Hard Bop,"Rated 5.00 of 2 votes (20 have, 60 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$125.00
The John Coltrane Quartet – Africa / Brass,"Impulse! – A-6-S, Impulse! – A-6",US,"Vinyl, LP, Album, Stereo",Jazz,Sep 1961,"Free Jazz, Hard Bop, Modal","Rated 4.53 of 79 votes (665 have, 657 want)",Good Plus (G+),Sleeve: Good (G),100.0%,nan,nan,$120.00
John Coltrane / Archie Shepp – New Thing At Newport,Impulse! – A-94,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1966,Hard Bop,"Rated 4.22 of 18 votes (168 have, 181 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.2%,Newport Jazz Festival,nan,$128.97
Charles Mingus – Mingus At Monterey,"Jazz Workshop – JWS 001, Jazz Workshop – JWS 002",US,"2 × Vinyl, LP, Album",Jazz,1965,"Hard Bop, Post Bop","Rated 4.33 of 3 votes (33 have, 91 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,Monterey Jazz Festival,nan,$128.00
Max Roach – We Insist! Max Roach's Freedom Now Suite,Candid – CJM 8002,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1961,"Afro-Cuban Jazz, Hard Bop","Rated 4.72 of 53 votes (296 have, 864 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.7%,Nola Recording Studios,nan,$125.00
Chet Baker – Chet,Riverside Records – RLP 12-299,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Cool Jazz","Rated 4.46 of 24 votes (143 have, 650 want)",Good (G),Sleeve: Very Good (VG),98.9%,Reeves Sound Studios,nan,$124.99
Freddie Hubbard – Breaking Point,Blue Note – BST 84172,US,"Vinyl, LP, Album, Repress",Jazz,1966,"Hard Bop, Post Bop, Modal","Rated 4.38 of 16 votes (134 have, 142 want)",Good Plus (G+),Sleeve: Generic,99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$125.00
