Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Wynton Kelly – Kelly At Midnite,"Vee Jay Records – LP 3011, Vee Jay Records – VJLP 3011",US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.31 of 13 votes (117 have, 109 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Bell Sound Studios,nan,$154.76
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May 1958,"Bop, Hard Bop","Rated 4.70 of 194 votes (1085 have, 1716 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.5%,nan,Plastylite,$150.00
Art Farmer - Benny Golson – Meet The Jazztet,Argo (6) – LPS-664,US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,"Rated 4.65 of 20 votes (176 have, 149 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,Nola Recording Studios,nan,$150.00
Ike Quebec – Heavy Soul,Blue Note – BLP 4093,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 4.77 of 26 votes (142 have, 252 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$150.00
The Red Garland Trio Plus Ray Barretto – Manteca,Prestige – PRLP 7139,US,"Vinyl, LP, Album, Mono, Bergenfield, NJ",Jazz,1958,Hard Bop,"Rated 4.75 of 8 votes (66 have, 63 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,nan,nan,$150.00
George Braith – Soul Stream,Blue Note – BLP 4161,US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,"Rated 4.50 of 12 votes (57 have, 141 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$150.00
Don Byrd* - Gigi Gryce – Jazz Lab,Columbia – CL 998,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 4.19 of 27 votes (348 have, 163 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.6%,nan,nan,$150.00
Tubby Hayes And His Orchestra* – Sophisticated Lady / Deuces Wild,Tempo (14) – A 113,UK,"Vinyl, 10"", Single, Mono",Jazz,1955,"Bop, Hard Bop","No Rating Yet (1 have, 13 want)",Very Good Plus (VG+),Sleeve: Generic,100.0%,nan,nan,$150.00
The Jazz Messengers* – The Jazz Messengers,Columbia – CL 897,US,"Vinyl, LP, Album, Mono",Jazz,1956,Hard Bop,"Rated 4.00 of 1 votes (29 have, 73 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,nan,"Capitol Records Pressing Plant, Los Angeles",$150.00
Max Roach – Percussion Bitter Sweet,Impulse! – A-8,US,"Vinyl, LP, Album, Mono",Jazz,Sep 1961,"Post Bop, Hard Bop, Afro-Cuban Jazz","Rated 4.33 of 30 votes (213 have, 357 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$160.00
Sonny Rollins – The Sound Of Sonny,Riverside Records – RLP 12-241,US,"Vinyl, LP, Album, Mono, Microgroove",Jazz,1957,Hard Bop,"Rated 4.63 of 8 votes (95 have, 110 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$159.99
Art Pepper – The Artistry Of Pepper,Pacific Jazz – PJ-60,US,"Vinyl, LP, Album, Mono",Jazz,1962,"Bop, Hard Bop","Rated 4.30 of 10 votes (51 have, 73 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$150.00
Jackie McLean – Jackie's Bag,Blue Note – BST 84051,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1970,Hard Bop,"Rated 4.67 of 3 votes (35 have, 38 want)",Mint (M),Sleeve: Mint (M),99.3%,"Van Gelder Studio, Hackensack, New Jersey",nan,$150.00
Lee Morgan – The Rumproller,"Blue Note – BST 84199, Blue Note – ST-84199, Blue Note – 84199",US,"Vinyl, LP, Album, Stereo",Jazz,Dec 1965,Hard Bop,"Rated 4.72 of 36 votes (324 have, 269 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),nan,nan,Plastylite,$150.00
Mal Waldron Trio – Free At Last,ECM Records – ECM 1001,Germany,"Vinyl, LP, Album",Jazz,01 Jan 1970,"Hard Bop, Contemporary Jazz","Rated 4.54 of 59 votes (305 have, 432 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Tonstudio Bauer,nan,$150.00
Lee Morgan – The Sidewinder,"Blue Note – BLP 4157, Blue Note – 4157",US,"Vinyl, LP, Album, Mono",Jazz,Jul 1964,Hard Bop,"Rated 4.62 of 140 votes (1161 have, 1102 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$150.00
The Incredible Jimmy Smith* – Bucket,"Blue Note – 4235, Blue Note – BLP 4235",US,"Vinyl, LP, Album, Mono",Jazz,1966,"Soul-Jazz, Hard Bop","Rated 4.04 of 27 votes (375 have, 61 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.9%,nan,nan,$150.00
John Coltrane – Dakar,Prestige – PRLP 7280,US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,"Rated 3.89 of 9 votes (88 have, 218 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.6%,"Van Gelder Studio, Hackensack, New Jersey",nan,$150.00
Miles Davis – Seven Steps To Heaven,Columbia – CS 8851,US,"Vinyl, LP, Album, Stereo",Jazz,Sep 1963,"Hard Bop, Modal","Rated 4.61 of 23 votes (251 have, 133 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.4%,nan,"Columbia Records Pressing Plant, Pitman",$155.00
Miles Davis – Miles Davis At Carnegie Hall,Columbia – CL 1812,US,"Vinyl, LP, Album, Mono",Jazz,1962,"Hard Bop, Modal","Rated 4.41 of 39 votes (602 have, 190 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$159.99
Jackie McLean – Bluesnik,Blue Note – BLP-4067 / BST-84067,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,Hard Bop,"Rated 4.00 of 3 votes (22 have, 57 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$150.00
Sonny Rollins – Volume 2,Blue Note – BLP 1558,US,"Vinyl, LP, Album, Mono, NY23, First Press",Jazz,Sep 1957,Hard Bop,"Rated 4.60 of 5 votes (23 have, 103 want)",Good Plus (G+),Sleeve: Fair (F),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$150.00
Herbie Hancock – Takin' Off,"Blue Note – 84109, Blue Note – ST-84109, Blue Note – BST 84109",US,"Vinyl, LP, Album, Repress, Stereo, New York USA Labels",Jazz,1966,Hard Bop,"Rated 5.00 of 1 votes (9 have, 66 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.7%,nan,"All Disc Records, Inc.",$150.00
John Coltrane – A Love Supreme,"Impulse! – A-77, ABC Records – AS-77",US,"Vinyl, LP, Album, Reissue, Stereo, Gatefold",Jazz,1968,"Hard Bop, Modal, Avant-garde Jazz","Rated 4.69 of 42 votes (384 have, 709 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$150.00
Bennie Green – Soul Stirrin',Blue Note – BLP 1599,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.72 of 18 votes (144 have, 258 want)",Very Good (VG),Sleeve: Generic,92.6%,"Van Gelder Studio, Hackensack, New Jersey",nan,$159.23
Miles Davis – 'Round About Midnight,Columbia – CL 949,US,"Vinyl, LP, Album, Mono",Jazz,04 Mar 1957,Hard Bop,"Rated 4.56 of 209 votes (1942 have, 1471 want)",Very Good (VG),Sleeve: Very Good (VG),99.8%,nan,nan,$155.35
Sonny Rollins – Tour De Force,Prestige – PRLP-7126,US,"Vinyl, LP, Album",Jazz,1958,"Bop, Hard Bop","Rated 4.53 of 15 votes (88 have, 155 want)",Very Good (VG),Sleeve: Very Good (VG),99.7%,"Van Gelder Studio, Hackensack, New Jersey",nan,$150.00
Art Blakey & The Jazz Messengers – A Night In Tunisia,Blue Note – BLP 4049,US,"Vinyl, LP, Album, Mono",Jazz,Feb 1961,Hard Bop,"Rated 4.64 of 53 votes (359 have, 622 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$155.00
John Coltrane – Olé Coltrane,Atlantic – 1373,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Post Bop, Avant-garde Jazz, Modal","Rated 4.68 of 74 votes (585 have, 605 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.2%,Atlantic Studios,MGM Custom Pressing Division,$155.00
Miles Davis – Miles Davis At Carnegie Hall,Columbia – CS 8612,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Modal","Rated 4.43 of 14 votes (168 have, 57 want)",Mint (M),Sleeve: Mint (M),100.0%,nan,nan,$159.99
Kenny Burrell – Introducing Kenny Burrell,Blue Note – BST 81523,US,"Vinyl, LP, Album, Repress, Stereo","Jazz, Blues",1967,"Hard Bop, Post Bop","Rated 4.56 of 16 votes (135 have, 171 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$150.00
Paul Chambers Sextet – Whims Of Chambers,Blue Note – BLP 1534,US,"Vinyl, LP, Album, Reissue, Mono, NY23",Jazz,1966,Hard Bop,"Rated 5.00 of 2 votes (8 have, 91 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$150.00
Art Blakey & The Jazz Messengers – The Big Beat,"Blue Note – BST 84029, Blue Note – ST-84029",US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1963,Hard Bop,"Rated 5.00 of 2 votes (25 have, 80 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$150.00
The Miles Davis Quintet – Cookin' With The Miles Davis Quintet,"Prestige – 7094, Prestige – PRLP 7094",US,"Vinyl, LP, Album, Mono",Jazz,Jul 1957,Hard Bop,"Rated 4.70 of 63 votes (458 have, 823 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,nan,"Abbey Record Manufacturing Co., Inc.",$150.00
Archie Shepp – Four For Trane,Impulse! – A-71,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1965,"Free Jazz, Hard Bop","Rated 4.00 of 11 votes (92 have, 163 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$150.00
''Baby Face'' Willette* – Face To Face,Blue Note – BLP 4068,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Soul-Jazz","Rated 4.53 of 19 votes (105 have, 240 want)",Very Good (VG),Sleeve: Very Good (VG),97.2%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$150.00
Lee Morgan – Cornbread,Blue Note – BLP 4222,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1967,"Hard Bop, Post Bop","Rated 4.38 of 47 votes (395 have, 528 want)",Very Good Plus (VG+),Sleeve: Fair (F),99.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$152.93
Miles Davis – Volume 2,Blue Note – BLP 1502,US,"Vinyl, LP, Compilation, Remastered, Mono",Jazz,Feb 1956,"Hard Bop, Bop","Rated 4.32 of 25 votes (219 have, 302 want)",Very Good (VG),Sleeve: Generic,100.0%,WOR Studios,Plastylite,$160.00
Duke Pearson – Wahoo,Blue Note – BST 84191,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1967,Hard Bop,"Rated 5.00 of 8 votes (38 have, 115 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$159.99
Lee Morgan – Cornbread,Blue Note – BLP 4222,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1967,"Hard Bop, Post Bop","Rated 4.38 of 47 votes (395 have, 528 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.8%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$150.00
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono",Jazz,May 1958,"Bop, Hard Bop","Rated 4.70 of 194 votes (1085 have, 1716 want)",Very Good (VG),Sleeve: Good Plus (G+),99.7%,nan,Plastylite,$150.00
Jackie McLean – McLean's Scene,"New Jazz – 8212, New Jazz – NJLP 8212",US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.67 of 15 votes (103 have, 200 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$150.00
Roy Haynes Quartet – Out Of The Afternoon,Impulse! – A-23,US,"Vinyl, LP, Album, Mono",Jazz,1962,"Bop, Hard Bop","Rated 4.53 of 32 votes (196 have, 440 want)",Good (G),Sleeve: Good Plus (G+),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$150.00
George Braith – Extension,Blue Note – BLP 4171,US,"Vinyl, LP, Album, Mono, Microgroove",Jazz,Jan 1967,"Hard Bop, Soul-Jazz","Rated 4.24 of 17 votes (119 have, 148 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),97.1%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$158.00
Charlie Mingus* – Tijuana Moods,RCA Victor – LSP-2533,US,"Vinyl, LP, Album, Remastered, Stereo",Jazz,1962,Hard Bop,"Rated 4.70 of 50 votes (407 have, 207 want)",Very Good Plus (VG+),Sleeve: Poor (P),99.5%,RCA Studio A,nan,$150.00
The Horace Silver Quintet – Finger Poppin' With The Horace Silver Quintet,Blue Note – BLP 4008,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1960,"Bop, Hard Bop","No Rating Yet (6 have, 41 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,Plastylite,$159.00
Lou Donaldson – The Natural Soul,Blue Note – BLP 4108,US,"Vinyl, LP, Album, Mono",Jazz,Feb 1963,"Soul-Jazz, Hard Bop","Rated 4.08 of 25 votes (224 have, 284 want)",Good Plus (G+),Sleeve: Very Good (VG),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$150.00
Lee Morgan – Cornbread,Blue Note – BLP 4222,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1967,"Hard Bop, Post Bop","Rated 4.38 of 47 votes (395 have, 528 want)",Very Good (VG),Sleeve: Fair (F),99.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$150.40
Dexter Gordon – Our Man In Paris,"Blue Note – 84146, Blue Note – BST 84146",US,"Vinyl, LP, Album, Stereo, Reissue, Liberty Pressing",Jazz,1966,Hard Bop,"Rated 4.75 of 16 votes (111 have, 162 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$150.00
Charles Mingus – Mingus Ah Um,Columbia – CL 1370,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1959,"Hard Bop, Bop","Rated 4.82 of 11 votes (92 have, 498 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.0%,Columbia 30th Street Studio,nan,$150.00
Donald Byrd – Free Form,Blue Note – BLP 4118,US,"Vinyl, LP, Album, Mono",Jazz,Oct 1966,Hard Bop,"Rated 4.38 of 55 votes (346 have, 378 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$150.00
Max Roach Quintet – Jodie's Cha Cha,Riverside Records – R-45-417,US,"Vinyl, 7"", 45 RPM",Jazz,1958,Hard Bop,"Rated 4.50 of 2 votes (1 have, 8 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),92.5%,nan,nan,$159.99
"Art Blakey Quintet – A Night At Birdland, Vol. 3",Blue Note – BLP 5039,US,"Vinyl, LP, 10"", Album, Mono",Jazz,1954,Hard Bop,"Rated 4.75 of 8 votes (83 have, 120 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,Birdland,nan,$148.50
Dave Bailey Quintet* – Reaching Out,Jazztime – JT-003,US,"Vinyl, LP, Mono",Jazz,1961,Hard Bop,"Rated 4.17 of 12 votes (51 have, 177 want)",Good Plus (G+),Sleeve: Very Good (VG),99.9%,Nola Recording Studios,nan,$150.00
Herbie Hancock – Takin' Off,Blue Note – BST 84109,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,Hard Bop,"Rated 5.00 of 5 votes (46 have, 156 want)",Good Plus (G+),Sleeve: Near Mint (NM or M-),98.9%,nan,nan,$149.99
The Incredible Jimmy Smith* – Crazy! Baby,"Blue Note – 4030, Blue Note – BLP 4030",US,"Vinyl, LP, Album, Repress, Mono",Jazz,1962,Hard Bop,"Rated 3.53 of 17 votes (304 have, 75 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$150.00
Miles Davis And Milt Jackson – Quintet / Sextet,"Prestige – LP 7034, Prestige – PRLP 7034",US,"Vinyl, LP, Album, Mono",Jazz,1956,"Bop, Hard Bop","Rated 3.80 of 5 votes (83 have, 155 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$149.99
Jimmy Smith – House Party,Blue Note – BLP 4002,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Hard Bop, Bop","Rated 4.38 of 24 votes (267 have, 215 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.2%,Manhattan Towers,nan,$147.77
Donald Byrd – Free Form,Blue Note – BLP 4118,US,"Vinyl, LP, Album, Mono",Jazz,Oct 1966,Hard Bop,"Rated 4.38 of 55 votes (346 have, 378 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),97.1%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$146.00
The Jazz Crusaders* – Heat Wave,Pacific Jazz – PJ-76,US,"Vinyl, LP, Album, Mono",Jazz,1963,"Soul-Jazz, Hard Bop","Rated 5.00 of 1 votes (20 have, 32 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),96.7%,Pacific Jazz Studios,nan,$149.79
Thelonious Monk Quintet* – 5 By Monk By 5,Riverside Records – RLP 1150,US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1960,Hard Bop,"Rated 3.50 of 2 votes (56 have, 40 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Reeves Sound Studios,nan,$149.99
The Teddy Charles New Directions Quartet* – Metronome Presents Jazz In The Garden At The Museum Of Modern Art,Warwick – W 2033 ST,US,"Vinyl, LP, Album, Stereo",Jazz,Feb 1961,"Hard Bop, Cool Jazz","Rated 4.00 of 6 votes (47 have, 92 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,nan,nan,$150.00
Miles Davis – Miles Davis' Greatest Hits,CBS – 137666,Brazil,"Vinyl, LP, Compilation, Stereo",Jazz,1970,"Hard Bop, Modal","Rated 4.00 of 3 votes (27 have, 20 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$146.99
Bill Evans – Interplay,Riverside Records – RM 445,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1966,Hard Bop,"Rated 4.50 of 6 votes (17 have, 65 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,$146.79
"Freddie Redd Quartet With Jackie McLean – The Music From ""The Connection""","Blue Note – BLP 4027, Blue Note – 4027",US,"Vinyl, LP, Album, Mono, Deep groove labels",Jazz,1960,Hard Bop,"Rated 4.31 of 16 votes (194 have, 182 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$149.99
The Incredible Jimmy Smith* – Rockin' The Boat,"Blue Note – 84141, Blue Note – BST 84141, Blue Note – ST-84141",US,"Vinyl, LP, Album, Stereo",Jazz,Sep 1963,"Hard Bop, Soul-Jazz","Rated 4.39 of 18 votes (295 have, 83 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,Plastylite,$150.00
Donald Byrd – Free Form,Blue Note – BLP 4118,US,"Vinyl, LP, Album, Mono",Jazz,Oct 1966,Hard Bop,"Rated 4.38 of 55 votes (346 have, 378 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$145.00
Pepper Adams Donald Byrd Quintet – Out Of This World,"Warwick – W 2041 ST, Warwick – W2041ST",US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,"Rated 4.17 of 12 votes (72 have, 147 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$149.98
Stanley Turrentine – Hustlin',Blue Note – BLP 4162,US,"Vinyl, LP, Album, Mono",Jazz,Mar 1965,Hard Bop,"Rated 4.29 of 14 votes (158 have, 196 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$150.00
Jimmy Heath Sextet – The Thumper,Riverside Records – RLP 12-314,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"No Rating Yet (32 have, 47 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$150.00
The Thelonious Monk Quartet – Monk's Dream,Columbia – CS 8765,US,"Vinyl, LP, Album, Stereo",Jazz,1963,Hard Bop,"Rated 4.57 of 133 votes (1361 have, 488 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$149.99
Benny Green* – The Swingin'est,Vee Jay Records – VJLP-1005,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Swing","Rated 3.50 of 4 votes (63 have, 47 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),98.7%,nan,nan,$150.00
Miles Davis – Miles Davis At Carnegie Hall,Columbia – CS 8612,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Modal","Rated 4.43 of 14 votes (168 have, 57 want)",Mint (M),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$146.14
"Art Blakey & The Jazz Messengers – Selections From ""Golden Boy""",Colpix Records – SCP 478,US,"Vinyl, LP, Album, Stereo",Jazz,1963,Hard Bop,"Rated 4.00 of 1 votes (40 have, 22 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.6%,nan,nan,$149.99
The Red Garland Quintet With John Coltrane And Donald Byrd – High Pressure,Prestige – PRLP 7209,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1961,Hard Bop,"Rated 5.00 of 1 votes (13 have, 87 want)",Good Plus (G+),Sleeve: No Cover,100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$149.00
The Miles Davis Quintet – Miles Smiles,Columbia – CL 2601,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1967,"Hard Bop, Post Bop, Modal","Rated 4.77 of 31 votes (394 have, 272 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,"Columbia Records Pressing Plant, Pitman",$149.99
Miles Davis And Milt Jackson – Quintet / Sextet,"Prestige – LP 7034, Prestige – PRLP 7034",US,"Vinyl, LP, Album, Mono",Jazz,1956,"Bop, Hard Bop","Rated 4.42 of 33 votes (324 have, 304 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,"Van Gelder Studio, Hackensack, New Jersey",nan,$149.99
"Coltrane* – ""Live"" At The Village Vanguard",Impulse! – A-10,US,"Vinyl, LP, Album, Mono",Jazz,1962,"Modal, Hard Bop","Rated 4.38 of 16 votes (199 have, 257 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Village Vanguard,nan,$149.50
Clifford Brown And Max Roach – Study In Brown,"EmArcy – MG 36037, EmArcy – MG-36037",US,"Vinyl, LP, Album, Mono",Jazz,1955,"Bop, Hard Bop","Rated 4.75 of 48 votes (375 have, 416 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,"RCA Records Pressing Plant, Indianapolis",$150.00
The Roy Haynes Trio – Just Us,New Jazz – NJLP 8245,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.20 of 5 votes (46 have, 120 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$147.47
Clifford Brown And Max Roach – Study In Brown,"EmArcy – MG 36037, EmArcy – MG-36037",US,"Vinyl, LP, Album, Mono",Jazz,1955,"Bop, Hard Bop","Rated 4.75 of 48 votes (375 have, 416 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),96.7%,nan,"RCA Records Pressing Plant, Indianapolis",$145.28
The Horace Silver Quintet – Song For My Father (Cantiga Para Meu Pai),"Blue Note – BST 84185, Blue Note – ST-84185, Blue Note – 84185",US,"Vinyl, LP, Album, Stereo",Jazz,Dec 1964,"Hard Bop, Latin Jazz","Rated 4.64 of 87 votes (731 have, 1016 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,Plastylite,$150.00
The Miles Davis Quintet – Steamin' With The Miles Davis Quintet,Prestige – 7200,US,"Vinyl, LP, Album, Repress, Mono, Blue Trident Label, Green Cover",Jazz,1964,Hard Bop,"Rated 5.00 of 3 votes (26 have, 122 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$150.00
Donald Byrd – Byrd Blows On Beacon Hill,Transition – TRLP 17,US,"Vinyl, LP, Album, Mono",Jazz,1956,Hard Bop,"Rated 4.78 of 9 votes (30 have, 317 want)",Good (G),Sleeve: Generic,100.0%,nan,nan,$150.00
The Horace Silver Quintet Plus J.J. Johnson – The Cape Verdean Blues,Blue Note – BST 84220,US,"Vinyl, LP, Album, Stereo",Jazz,Dec 1965,"Hard Bop, Post Bop","Rated 4.53 of 59 votes (400 have, 245 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),95.2%,nan,Plastylite,$145.00
Nat Adderley – Work Song,"Riverside Records – RLP 12-318, Riverside Records – RLP 1167",US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.75 of 4 votes (37 have, 48 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$150.00
Donald Byrd – At The Half Note Cafe (Volume 1),"Blue Note – 4060, Blue Note – BLP 4060",US,"Vinyl, LP, Album, Repress, Mono",Jazz,Jul 1961,Hard Bop,"Rated 4.53 of 19 votes (132 have, 161 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,Half Note,Plastylite,$150.00
John Coltrane With Red Garland – Soultrane,"Prestige – 7142, Prestige – PRLP 7142",US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.40 of 85 votes (549 have, 758 want)",Very Good (VG),Sleeve: Very Good (VG),97.2%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$150.00
