Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price,artist,album,reclabel,recyear,sleeve_cond_abbr,media_cond_abbr,seller_rating,rating,votes,haves,wants,price
Charles Mingus – Wonderland,United Artists Jazz – UAJS 15005,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1962,"Contemporary Jazz, Post Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Good (G),98.0%,Nonagon Art Gallery,,$59.99,Charles Mingus , Wonderland,United Artists Jazz ,62,G,VG+,0.98,4.5,10.0,87,48,59.99
"Charlie Rouse, Donald Byrd, Jackie McLean, Ray Bryant, Frank Foster, Arthur Taylor* – Hard Cookin'",Prestige – PR 7342,US,"2 × Vinyl, LP, Compilation, Stereo, Gatefold",Jazz,1965,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,,,$60.00,"Charlie Rouse, Donald Byrd, Jackie McLean, Ray Bryant, Frank Foster, Arthur Taylor* ", Hard Cookin',Prestige ,65,NM or M-,NM or M-,0.996,4.67,9.0,112,34,60.0
Wynton Kelly – Wynton Kelly!,"Vee Jay Records – LP-3022, Vee Jay Records – VJLP-3022",US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Bell Sound Studios,"RCA Records Pressing Plant, Indianapolis",$60.00,Wynton Kelly , Wynton Kelly!,Vee Jay Records ,61,VG,VG+,1.0,4.25,8.0,136,81,60.0
The Horace Silver Quintet – Silver's Serenade,Blue Note – BST 84131,US,"Vinyl, LP, Album, Stereo",Jazz,1963,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.8%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$60.00,The Horace Silver Quintet , Silver's Serenade,Blue Note ,63,VG+,VG+,0.998,4.52,25.0,187,119,60.0
The Incredible Jimmy Smith* – Midnight Special,Blue Note – BLP 4078,US,"Vinyl, LP, Album, Mono, No DG","Jazz, Blues",1961,"Soul-Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$59.99,The Incredible Jimmy Smith* , Midnight Special,Blue Note ,61,VG+,VG+,0.997,4.39,83.0,1008,264,59.99
Art Blakey's Jazz Messengers* Avec Thelonious Monk – Art Blakey's Jazz Messengers Avec Thelonious Monk,Versailles (2) – MEDX 12023,France,"Vinyl, LP, Album",Jazz,1959,"Bop, Hard Bop",Very Good (VG),Sleeve: Very Good (VG),99.4%,,,$59.99,Art Blakey's Jazz Messengers* Avec Thelonious Monk , Art Blakey's Jazz Messengers Avec Thelonious Monk,Versailles (2) ,59,VG,VG,0.9940000000000001,5.0,2.0,32,114,59.99
Freddie Roach – Mo' Greens Please,Blue Note – BLP 4128,US,"Vinyl, LP, Album, Mono",Jazz,1963,"Hard Bop, Soul-Jazz",Very Good (VG),Sleeve: Good Plus (G+),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$60.00,Freddie Roach , Mo' Greens Please,Blue Note ,63,G+,VG,0.9990000000000001,4.59,17.0,142,131,60.0
The Horace Silver Quintet & The Horace Silver Trio – Blowin' The Blues Away,"Blue Note – BST 84017, Blue Note – ST-84017, Blue Note – 84017",US,"Vinyl, LP, Album, Stereo",Jazz,1959,Hard Bop,Very Good (VG),Sleeve: Very Good Plus (VG+),98.8%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$60.00,The Horace Silver Quintet & The Horace Silver Trio , Blowin' The Blues Away,Blue Note ,59,VG+,VG,0.988,4.3,20.0,144,184,60.0
Lee Morgan – The Sixth Sense,Blue Note – BST 84335,US,"Vinyl, LP, Album",Jazz,1969,Hard Bop,Very Good (VG),Sleeve: Near Mint (NM or M-),98.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$60.00,Lee Morgan , The Sixth Sense,Blue Note ,69,NM or M-,VG,0.987,4.29,34.0,353,254,60.0
Sonny Rollins – Shadow Waltz,JAZZLAND – JLP 86,US,"Vinyl, LP, Album, Reissue, Remastered, Mono",Jazz,1962,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.4%,WOR Studios,,$59.99,Sonny Rollins , Shadow Waltz,JAZZLAND ,62,NM or M-,NM or M-,0.9940000000000001,4.33,6.0,50,48,59.99
Lee Morgan – Cornbread,Blue Note – BLP 4222,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1967,"Hard Bop, Post Bop",Good Plus (G+),Sleeve: Good Plus (G+),99.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$60.00,Lee Morgan , Cornbread,Blue Note ,67,G+,G+,0.9940000000000001,4.38,47.0,395,528,60.0
John Coltrane With Tadd Dameron – Mating Call,Prestige – PR 7247,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1964,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Hackensack, New Jersey",,$59.99,John Coltrane With Tadd Dameron , Mating Call,Prestige ,64,VG,VG+,0.9990000000000001,5.0,3.0,57,96,59.99
"Julian ""Cannonball"" Adderley* – Cannonball Enroute",Mercury – MG 20616,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$59.99,"Julian ""Cannonball"" Adderley* ", Cannonball Enroute,Mercury ,61,VG+,VG+,1.0,4.04,45.0,527,69,59.99
Tony Scott (2) / Jimmy Knepper – Free Blown Jazz,Carlton – LP-12/113,US,"Vinyl, LP, Album, Mono",Jazz,25 Jun 1959,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$60.00,Tony Scott (2) / Jimmy Knepper , Free Blown Jazz,Carlton ,59,VG+,VG+,1.0,3.4,5.0,113,53,60.0
Cannonball Adderley – Cannonball Adderley-Live!,Capitol Records – ST 2399,US,"Vinyl, LP, Album",Jazz,1965,"Hard Bop, Soul-Jazz, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),95.5%,Shelly's Manne-Hole,,$60.00,Cannonball Adderley , Cannonball Adderley-Live!,Capitol Records ,65,VG+,VG+,0.955,3.86,21.0,296,59,60.0
Yusef Lateef – The Blue Yusef Lateef,Atlantic – SD 1508,US,"Vinyl, LP, Album, Stereo",Jazz,1968,"Hard Bop, Free Jazz",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,,,$60.00,Yusef Lateef , The Blue Yusef Lateef,Atlantic ,68,VG+,NM or M-,1.0,3.33,6.0,51,221,60.0
Miles Davis – Orbits,Columbia Musical Treasuries – DS 417,US,"Vinyl, LP, Compilation, Stereo, Red Labels",Jazz,1968,"Post Bop, Hard Bop, Modal",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.5%,,,$59.99,Miles Davis , Orbits,Columbia Musical Treasuries ,68,VG+,NM or M-,0.985,4.11,9.0,158,34,59.99
Max Roach Quintet – Conversation,Jazzland – JLP 979,US,"Vinyl, LP, Album, Stereo, Reissue",Jazz,1963,Hard Bop,Very Good (VG),Sleeve: Good (G),98.4%,,,$60.00,Max Roach Quintet , Conversation,Jazzland ,63,G,VG,0.9840000000000001,4.27,11.0,61,58,60.0
Blue Mitchell – A Sure Thing,Riverside Records – RLP 414,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,Plaza Sound Studios,,$59.99,Blue Mitchell , A Sure Thing,Riverside Records ,62,G+,VG+,1.0,5.0,1.0,8,13,59.99
The Incredible Jimmy Smith* – Open House,Blue Note – BST 84269,US,"Vinyl, LP, Album, Stereo",Jazz,1968,"Hard Bop, Soul-Jazz",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$59.99,The Incredible Jimmy Smith* , Open House,Blue Note ,68,NM or M-,NM or M-,0.9940000000000001,4.78,18.0,391,68,59.99
The Red Garland Quintet With John Coltrane – Dig It!,"Prestige – PR 7229, Prestige – 7229, Prestige – PRST 7229",US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1964,Hard Bop,Mint (M),Sleeve: Mint (M),100.0%,"Van Gelder Studio, Hackensack, New Jersey",,$59.99,The Red Garland Quintet With John Coltrane , Dig It!,Prestige ,64,M,M,1.0,4.33,3.0,57,75,59.99
John Coltrane – Stardust,"Prestige – PR 7268, Prestige – PRST 7268",US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1964,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$59.99,John Coltrane , Stardust,Prestige ,64,VG+,VG+,1.0,4.5,4.0,44,93,59.99
Miles Davis – Miles Davis At Carnegie Hall,Columbia – CS 8612,Canada,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Modal",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,,,$60.00,Miles Davis , Miles Davis At Carnegie Hall,Columbia ,62,VG+,NM or M-,0.998,4.75,4.0,20,28,60.0
Milt Jackson – Bags & Flutes,Atlantic – 1294,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,,,$60.00,Milt Jackson , Bags & Flutes,Atlantic ,59,NM or M-,NM or M-,0.996,4.14,7.0,126,45,60.0
Miles Davis – Miles À Antibes,"CBS – 62 390, CBS – 62.390",France,"Vinyl, LP, Album, Mono",Jazz,1964,"Hard Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Antibes Jazz Festival,,$60.00,Miles Davis , Miles À Antibes,CBS ,64,VG+,VG+,1.0,4.5,2.0,12,24,60.0
The New Dynamic Chico Hamilton Quintet* – Drumfusion,Columbia – CS 8607,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Post Bop",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.6%,,,$60.00,The New Dynamic Chico Hamilton Quintet* , Drumfusion,Columbia ,62,VG+,NM or M-,0.996,4.5,6.0,77,92,60.0
The Cannonball Adderley Quintet – At The Lighthouse,Riverside Records – RLP 9344,US,"Vinyl, LP, Album",Jazz,1960,"Soul-Jazz, Bop, Hard Bop",Very Good (VG),Sleeve: Very Good Plus (VG+),99.0%,"The Lighthouse, Hermosa Beach",,$59.99,The Cannonball Adderley Quintet , At The Lighthouse,Riverside Records ,60,VG+,VG,0.99,4.23,26.0,223,71,59.99
Dexter Gordon – Our Man In Paris,"Blue Note – 84146, Blue Note – BST 84146",US,"Vinyl, LP, Album, Stereo, Reissue, Liberty Pressing",Jazz,1966,Hard Bop,Very Good (VG),Sleeve: Near Mint (NM or M-),100.0%,,,$59.99,Dexter Gordon , Our Man In Paris,Blue Note ,66,NM or M-,VG,1.0,4.75,16.0,111,162,59.99
Sonny Rollins – Newk's Time,Blue Note – BST 84001,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",,$59.99,Sonny Rollins , Newk's Time,Blue Note ,66,VG+,VG+,1.0,4.44,9.0,72,81,59.99
Don Menza – Morning Song,SABA – SB 15 066 ST,Germany,"Vinyl, LP, Album, Stereo",Jazz,1966,"Hard Bop, Modal",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,,,$60.00,Don Menza , Morning Song,SABA ,66,VG+,NM or M-,0.998,4.67,9.0,50,72,60.0
Charles Mingus – Mingus At Monterey,"Jazz Workshop – JWS 001, Jazz Workshop – JWS 002",US,"2 × Vinyl, LP, Album, Repress, Stereo",Jazz,1968,"Hard Bop, Post Bop",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Monterey Jazz Festival,,$60.00,Charles Mingus , Mingus At Monterey,Jazz Workshop ,68,VG,VG+,1.0,4.14,21.0,216,59,60.0
The Horace Silver Quintet – Doin' The Thing - At The Village Gate,Blue Note – BST 84076,US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,Village Gate,Plastylite,$60.00,The Horace Silver Quintet , Doin' The Thing - At The Village Gate,Blue Note ,61,VG+,VG+,0.997,4.29,21.0,199,104,60.0
Art Blakey's Jazz Messengers* – Ugetsu,Riverside Records – RS 9464,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Birdland,,$59.99,Art Blakey's Jazz Messengers* , Ugetsu,Riverside Records ,66,VG+,VG+,1.0,4.67,3.0,9,14,59.99
John Coltrane – Settin' The Pace,"Prestige – PR 7213, Prestige – PRLP 7213",US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$59.99,John Coltrane , Settin' The Pace,Prestige ,61,VG,VG,1.0,4.48,25.0,241,261,59.99
"The Incredible Jimmy Smith* – At Club ""Baby Grand"" Wilmington, Delaware, Volume 1",Blue Note – BLP 1528,US,"Vinyl, LP, Album, Mono",Jazz,1956,"Soul-Jazz, Hard Bop",Very Good (VG),Sleeve: Very Good (VG),99.8%,Club Baby Grand,Plastylite,$60.00,The Incredible Jimmy Smith* ," At Club ""Baby Grand"" Wilmington, Delaware, Volume 1",Blue Note ,56,VG,VG,0.998,4.45,11.0,125,184,60.0
Gene Ammons And His All Stars* – Groove Blues,"Prestige – PR 7201, Prestige – 7201, Prestige – PRLP 7201",US,"Vinyl, LP, Album, Mono",Jazz,1961,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$60.00,Gene Ammons And His All Stars* , Groove Blues,Prestige ,61,VG,VG+,1.0,4.86,7.0,79,59,60.0
The Incredible Jimmy Smith* – Crazy! Baby,"Blue Note – 4030, Blue Note – BLP 4030",US,"Vinyl, LP, Album, Mono",Jazz,Jun 1960,Hard Bop,Very Good Plus (VG+),Sleeve: Good Plus (G+),98.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$59.99,The Incredible Jimmy Smith* , Crazy! Baby,Blue Note ,60,G+,VG+,0.98,4.11,28.0,365,146,59.99
Charlie Mingus* – Tijuana Moods,RCA Victor – LSP-2533,US,"Vinyl, LP, Album, Remastered, Stereo",Jazz,1962,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,RCA Studio A,,$55.00,Charlie Mingus* , Tijuana Moods,RCA Victor ,62,VG,VG+,1.0,4.7,50.0,407,207,55.0
Lee Morgan – The Sidewinder,"Blue Note – BLP 4157, Blue Note – 4157",US,"Vinyl, LP, Album, Mono",Jazz,Jul 1964,Hard Bop,Good Plus (G+),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$59.00,Lee Morgan , The Sidewinder,Blue Note ,64,VG,G+,0.9990000000000001,4.62,140.0,1162,1102,59.0
Charlie Mingus* – Tijuana Moods,RCA Victor – LSP-2533,US,"Vinyl, LP, Album, Remastered, Stereo",Jazz,1962,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,RCA Studio A,,$58.00,Charlie Mingus* , Tijuana Moods,RCA Victor ,62,VG+,VG+,0.997,4.7,50.0,407,207,58.0
"Mal Waldron – Sweet Love, Bitter",Impulse! – AS-9142,US,"Vinyl, LP, Album, Stereo","Jazz, Stage & Screen",1967,"Hard Bop, Soundtrack",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.7%,,,$55.00,Mal Waldron ," Sweet Love, Bitter",Impulse! ,67,VG+,NM or M-,0.997,4.53,15.0,99,104,55.0
"Art Blakey Quintet – A Night At Birdland, Volume 1",Blue Note – BLP 1521,US,"Vinyl, LP, Compilation, Reissue, Repress, Mono, Crossover pressing",Jazz,1959,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),99.5%,Birdland,Plastylite,$55.00,Art Blakey Quintet ," A Night At Birdland, Volume 1",Blue Note ,59,VG,VG,0.995,4.8,5.0,11,65,55.0
The Thelonious Monk Orchestra – At Town Hall,Riverside Records – RLP 12-300,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1965,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good (VG),99.0%,,,$59.98,The Thelonious Monk Orchestra , At Town Hall,Riverside Records ,65,VG,VG+,0.99,3.5,2.0,26,20,59.98
"The Cannonball Adderley Quintet – Mercy, Mercy, Mercy! - Live At ""The Club""",Capitol Records – ST 2663,US,"Vinyl, LP, Album, Stereo, Jacksonville Pressing","Jazz, Funk / Soul, Blues",Feb 1967,Hard Bop,Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,,"Capitol Records Pressing Plant, Jacksonville",$55.25,The Cannonball Adderley Quintet ," Mercy, Mercy, Mercy! - Live At ""The Club""",Capitol Records ,67,NM or M-,VG+,1.0,4.13,15.0,242,61,55.25
Eddie Harris – Exodus To Jazz,"Vee Jay Records – LP-3016, Vee Jay Records – VJLP 3016",US,"Vinyl, LP, Album, Mono",Jazz,1961,"Soul-Jazz, Hard Bop",Good (G),Sleeve: Good Plus (G+),98.6%,,American Record Pressing Co.,$55.00,Eddie Harris , Exodus To Jazz,Vee Jay Records ,61,G+,G,0.986,3.76,29.0,383,74,55.0
Big John Patton* – Oh Baby!,Blue Note – BST 84192,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1970,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$55.00,Big John Patton* , Oh Baby!,Blue Note ,70,NM or M-,VG+,1.0,4.45,11.0,106,74,55.0
The Horace Silver Quintet – Doin' The Thing - At The Village Gate,Blue Note – BST 84076,US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Village Gate,Plastylite,$59.50,The Horace Silver Quintet , Doin' The Thing - At The Village Gate,Blue Note ,61,VG+,VG+,1.0,4.29,21.0,199,104,59.5
Miles Davis And Milt Jackson – Quintet / Sextet,"Prestige – LP 7034, Prestige – PRLP 7034",US,"Vinyl, LP, Album, Mono",Jazz,1956,"Bop, Hard Bop",Good Plus (G+),Sleeve: Good (G),99.9%,"Van Gelder Studio, Hackensack, New Jersey",,$58.99,Miles Davis And Milt Jackson , Quintet / Sextet,Prestige ,56,G,G+,0.9990000000000001,4.42,33.0,324,304,58.99
The John Coltrane Quartet – Africa / Brass,"Impulse! – A-6, Impulse! – AS-6",US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1968,"Free Jazz, Hard Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,,,$55.35,The John Coltrane Quartet , Africa / Brass,Impulse! ,68,VG+,VG+,0.9940000000000001,4.58,26.0,192,172,55.35
"The Cannonball Adderley Quintet – Mercy, Mercy, Mercy! - Live At ""The Club""",Capitol Records – ST 2663,US,"Vinyl, LP, Stereo, Album, Reissue, Jacksonville Pressing","Jazz, Funk / Soul, Blues",1969,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),94.6%,,"Capitol Records Pressing Plant, Jacksonville",$56.62,The Cannonball Adderley Quintet ," Mercy, Mercy, Mercy! - Live At ""The Club""",Capitol Records ,69,VG+,NM or M-,0.946,4.55,11.0,99,68,56.62
The Dave Brubeck Quartet – Time Out,Columbia – CS 8192,US,"Vinyl, LP, Album, Stereo",Jazz,1959,"Bop, Hard Bop",Very Good (VG),Sleeve: Good Plus (G+),99.7%,,,$58.50,The Dave Brubeck Quartet , Time Out,Columbia ,59,G+,VG,0.997,4.5,10.0,91,246,58.5
The Dave Brubeck Quartet – Time Out,Columbia – CS 8192,US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1962,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),93.8%,,"Columbia Records Pressing Plant, Terre Haute",$59.00,The Dave Brubeck Quartet , Time Out,Columbia ,62,VG+,VG+,0.938,4.58,12.0,137,354,59.0
The Incredible Jimmy Smith* – Home Cookin',"Blue Note – 84050, Blue Note – BST 84050",US,"Vinyl, LP, Album, Stereo",Jazz,Feb 1961,"Hard Bop, Soul-Jazz",Very Good Plus (VG+),Sleeve: Generic,100.0%,,Plastylite,$58.99,The Incredible Jimmy Smith* , Home Cookin',Blue Note ,61,,VG+,1.0,4.56,9.0,134,121,58.99
Various – The Jazz Life!,"Candid – 8019, Candid – CJM-8019",US,"Vinyl, LP, Album, Mono","Jazz, Blues",Oct 1961,"Hard Bop, Swing",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.7%,Nola Recording Studios,,$55.00,Various , The Jazz Life!,Candid ,61,VG+,VG+,0.987,4.83,6.0,29,17,55.0
Nat Adderley – To The Ivy League From Nat,Emarcy – MG 36100,US,"Vinyl, LP, Album",Jazz,1956,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),97.5%,,,$57.31,Nat Adderley , To The Ivy League From Nat,Emarcy ,56,VG+,NM or M-,0.975,4.5,4.0,36,9,57.31
Villegas* – Tributo A Monk,"Trova – TL12, Trova – TL-12",Argentina,"Vinyl, LP, Album, Mono",Jazz,1967,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Estudios ION,,$58.00,Villegas* , Tributo A Monk,Trova ,67,VG+,NM or M-,1.0,4.33,3.0,22,21,58.0
Nat Adderley – The Scavenger,Milestone (4) – MSP 9016,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1968,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Plaza Sound Studios,,$59.99,Nat Adderley , The Scavenger,Milestone (4) ,68,VG+,NM or M-,1.0,,,9,12,59.99
The Horace Silver Quintet – Song For My Father (Cantiga Para Meu Pai),"Blue Note – BLP 4185, Blue Note – 4185",US,"Vinyl, LP, Mono, No DG",Jazz,Dec 1964,"Hard Bop, Latin Jazz",Very Good (VG),Sleeve: Good Plus (G+),99.8%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$59.95,The Horace Silver Quintet , Song For My Father (Cantiga Para Meu Pai),Blue Note ,64,G+,VG,0.998,4.53,17.0,143,292,59.95
Ronnie Mathews With Freddie Hubbard – Doin' The Thang,"Prestige – PR 7303, Prestige – PRLP 7303",US,"Vinyl, LP, Album, Repress, Mono",Jazz,1964,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$55.00,Ronnie Mathews With Freddie Hubbard , Doin' The Thang,Prestige ,64,VG+,VG+,1.0,4.0,1.0,22,84,55.0
Charles Mingus – Mingus Ah Um,Columbia – CL 1370,US,"Vinyl, LP, Album, Mono, Terre Haute Pressing",Jazz,1959,"Hard Bop, Bop",Very Good (VG),Sleeve: Generic,100.0%,Columbia 30th Street Studio,"Columbia Records Pressing Plant, Terre Haute",$59.00,Charles Mingus , Mingus Ah Um,Columbia ,59,,VG,1.0,4.5,2.0,9,156,59.0
Philly Joe Jones* & Elvin Jones – Together!,Atlantic – 1428,US,"Vinyl, LP, Album, Mono",Jazz,1964,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.0%,,,$56.99,Philly Joe Jones* & Elvin Jones , Together!,Atlantic ,64,VG+,NM or M-,0.99,4.14,14.0,107,118,56.99
Milt Jackson and Wes Montgomery – Bags Meets Wes!,Riverside Records – RLP 407,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),92.6%,Plaza Sound Studios,,$58.04,Milt Jackson and Wes Montgomery , Bags Meets Wes!,Riverside Records ,62,NM or M-,VG+,0.9259999999999999,4.33,12.0,143,139,58.04
The Miles Davis Quintet – Miles Smiles,Columbia – CL 2601,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1967,"Hard Bop, Post Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,,"Columbia Records Pressing Plant, Pitman",$57.35,The Miles Davis Quintet , Miles Smiles,Columbia ,67,VG,VG+,1.0,4.77,31.0,394,273,57.35
Bennie Green – Blows His Horn,Prestige – 7160,US,"Vinyl, LP, Album, Mono, Reissue, Bergenfield Labels",Jazz,1960,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,,,$58.99,Bennie Green , Blows His Horn,Prestige ,60,VG+,VG+,0.996,5.0,1.0,29,29,58.99
Dexter Gordon – One Flight Up,Blue Note – BST 84176,US,"Vinyl, LP, Album, Stereo",Jazz,1964,Hard Bop,Good Plus (G+),Sleeve: Fair (F),100.0%,,Plastylite,$59.95,Dexter Gordon , One Flight Up,Blue Note ,64,F,G+,1.0,4.56,27.0,221,309,59.95
Miles Davis – E.S.P.,Columbia – CL 2350,US,"Vinyl, LP, Album, Mono, Pitman press",Jazz,1965,"Hard Bop, Post Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good (VG),99.5%,,"Columbia Records Pressing Plant, Pitman",$59.95,Miles Davis , E.S.P.,Columbia ,65,VG,VG+,0.995,4.55,42.0,426,250,59.95
Miles Davis All Stars – Blue 'N' Boogie,Prestige – PREP 1358,US,"Vinyl, 7"", 45 RPM, EP",Jazz,1954,Hard Bop,Near Mint (NM or M-),Sleeve: Generic,100.0%,,,$55.00,Miles Davis All Stars , Blue 'N' Boogie,Prestige ,54,,NM or M-,1.0,,,3,12,55.0
The New Dynamic Chico Hamilton Quintet* – Drumfusion,Columbia – CS 8607,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Post Bop",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,,,$59.04,The New Dynamic Chico Hamilton Quintet* , Drumfusion,Columbia ,62,VG+,NM or M-,1.0,4.5,6.0,77,92,59.04
The Horace Silver Quintet Featuring Stanley Turrentine – Serenade To A Soul Sister,Blue Note – BST 84277,US,"Vinyl, LP, Album, Stereo, Gatefold",Jazz,1968,"Hard Bop, Latin Jazz",Very Good (VG),Sleeve: Good (G),100.0%,,,$57.98,The Horace Silver Quintet Featuring Stanley Turrentine , Serenade To A Soul Sister,Blue Note ,68,G,VG,1.0,4.27,49.0,491,179,57.98
Cannonball Adderley Quartet – Cannonball Takes Charge,Riverside Records – RLP 12-303,US,"Vinyl, LP, Mono",Jazz,1959,"Hard Bop, Bop, Soul-Jazz",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.7%,,,$59.97,Cannonball Adderley Quartet , Cannonball Takes Charge,Riverside Records ,59,VG+,NM or M-,0.997,4.38,13.0,182,71,59.97
