Artist_Album,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Price
Mal Waldron Quintet Featuring Gigi Gryce And Idrees Sulieman – Mal-1,Jazz,May 1957,Hard Bop,"Rated 4.67 of 12 votes (53 have, 204 want)",Very Good (VG),Sleeve: Poor (P),99.3%,$279.99
The Horace Silver Quintet – Further Explorations,Jazz,Mar 1958,Hard Bop,"Rated 4.39 of 41 votes (253 have, 243 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$300.00
Lee Morgan – The Sidewinder,Jazz,Jul 1964,Hard Bop,"Rated 5.00 of 1 votes (5 have, 61 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,$299.99
Carl Perkins (4) – Introducing...,Jazz,1957,"Bop, Hard Bop, Soul-Jazz","Rated 4.50 of 2 votes (16 have, 43 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),95.2%,$300.00
Woods* / Byrd* – The Young Bloods,Jazz,1956,Hard Bop,"Rated 4.60 of 10 votes (50 have, 177 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,$285.07
The Red Garland Trio – Groovy,Jazz,1957,"Hard Bop, Modal","Rated 4.13 of 16 votes (118 have, 229 want)",Very Good (VG),Sleeve: Very Good (VG),97.2%,$300.00
The Miles Davis Quintet – Relaxin' With The Miles Davis Quintet,Jazz,1958,Hard Bop,"Rated 4.67 of 3 votes (16 have, 51 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,$275.00
The Miles Davis Quintet – Miles Smiles,Jazz,Jan 1967,"Hard Bop, Post Bop, Modal","Rated 4.77 of 31 votes (394 have, 272 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.0%,$269.99
''Baby Face'' Willette* – Face To Face,Jazz,1961,"Hard Bop, Soul-Jazz","Rated 4.53 of 19 votes (105 have, 239 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,$299.99
John Jenkins (2) – Jazz Eyes,Jazz,1957,"Hard Bop, Bop","Rated 3.75 of 4 votes (39 have, 107 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,$300.00
Art Taylor – Taylor's Wailers,Jazz,1957,Hard Bop,"Rated 4.40 of 15 votes (68 have, 195 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,$300.00
Gene Ammons – Boss Tenor,Jazz,1960,"Hard Bop, Soul-Jazz","Rated 4.63 of 8 votes (76 have, 116 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.8%,$300.00
Wynton Kelly – Kelly Blue,Jazz,1959,"Bop, Hard Bop","Rated 4.43 of 7 votes (118 have, 202 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,$298.99
Sonny Red With Grant Green And Barry Harris (2) – The Mode,Jazz,1962,Hard Bop,"Rated 3.60 of 10 votes (46 have, 168 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.0%,$299.99
"Thad Jones - Frank Wess - Teddy Charles - Mal Waldron - Doug Watkins - Elvin Jones, The Prestige All Stars – Olio",Jazz,1957,Hard Bop,"Rated 4.50 of 14 votes (58 have, 236 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.5%,$300.00
Tommy Turrentine – Tommy Turrentine,Jazz,Mar 1960,Hard Bop,"Rated 3.67 of 9 votes (54 have, 79 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$300.00
Bill Evans / Roy Haynes / Eric Dolphy / Oliver Nelson / Paul Chambers (3) / Freddie Hubbard – The Blues And The Abstract Truth,Jazz,1961,"Hard Bop, Modal","Rated 4.56 of 27 votes (149 have, 771 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,$300.00
Miles Davis – Blue Moods,Jazz,1955,Hard Bop,"Rated 4.24 of 25 votes (147 have, 573 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,$299.99
John Coltrane – A Love Supreme,Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.68 of 204 votes (1395 have, 3677 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,$275.00
Sonny Rollins – Volume 2,Jazz,Sep 1957,Hard Bop,"Rated 4.71 of 35 votes (244 have, 369 want)",Very Good (VG),Sleeve: Very Good (VG),98.9%,$275.00
Miles Davis All Stars – Walkin',Jazz,1957,Hard Bop,"Rated 4.50 of 30 votes (311 have, 340 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,$300.00
"Art Blakey Quintet – A Night At Birdland, Volume 1",Jazz,1954,Hard Bop,"Rated 4.50 of 12 votes (67 have, 141 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,$272.25
John Coltrane – My Favorite Things,Jazz,1962,"Hard Bop, Modal","Rated 4.83 of 6 votes (68 have, 316 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),98.1%,$300.00
The Horace Silver Quintet & Trio* – Blowin' The Blues Away,Jazz,1963,Hard Bop,"Rated 4.67 of 6 votes (54 have, 78 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$299.99
Donald Byrd – Royal Flush,Jazz,1961,"Hard Bop, Soul-Jazz, Post Bop","Rated 4.68 of 22 votes (151 have, 355 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,$280.00
Dexter Gordon – A Swingin' Affair,Jazz,1962,Hard Bop,"Rated 4.63 of 8 votes (108 have, 195 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$275.00
Wynton Kelly – Kelly Great,Jazz,1960,Hard Bop,"No Rating Yet (10 have, 54 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,$299.99
Mal Waldron With Eric Dolphy And Booker Ervin – The Quest,Jazz,Jul 1962,"Free Jazz, Hard Bop","Rated 4.77 of 31 votes (154 have, 693 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,$299.99
Eric Dolphy Quintet – Outward Bound,Jazz,1960,"Hard Bop, Post Bop","Rated 4.64 of 42 votes (197 have, 446 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,$299.95
Donald Byrd – Royal Flush,Jazz,1961,"Hard Bop, Soul-Jazz, Post Bop","Rated 4.65 of 17 votes (123 have, 260 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.8%,$265.50
Lou Donaldson with The Three Sounds – LD+3,Jazz,1961,Hard Bop,"Rated 5.00 of 1 votes (15 have, 39 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.8%,$300.00
Horace Silver And The Jazz Messengers* – Horace Silver And The Jazz Messengers,Jazz,1958,Hard Bop,"No Rating Yet (6 have, 25 want)",Very Good (VG),Sleeve: Good Plus (G+),99.6%,$300.00
Cannonball Adderley – Somethin' Else,Jazz,May 1958,"Bop, Hard Bop","Rated 4.70 of 194 votes (1086 have, 1716 want)",Good Plus (G+),Sleeve: Not Graded,99.5%,$269.99
Art Farmer Quintet – Art Farmer Quintet,Jazz,1954,Hard Bop,"Rated 4.00 of 2 votes (17 have, 65 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,$289.99
Dexter Gordon – Our Man In Paris,Jazz,1963,Hard Bop,"Rated 4.31 of 13 votes (125 have, 259 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,$299.99
Jay Jay Johnson* – The Eminent Jay Jay Johnson Volume 1,Jazz,1955,"Bop, Hard Bop","Rated 4.65 of 17 votes (156 have, 250 want)",Good Plus (G+),Sleeve: Good (G),100.0%,$300.00
Blue Mitchell – The Thing To Do,Jazz,May 1965,Hard Bop,"Rated 4.80 of 15 votes (117 have, 316 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,$300.00
Jackie McLean – It's Time!,Jazz,Jun 1965,Hard Bop,"Rated 4.53 of 19 votes (128 have, 365 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),97.2%,$300.00
Miles Davis – E.S.P.,Jazz,1965,"Hard Bop, Post Bop, Modal","Rated 5.00 of 2 votes (21 have, 162 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,$261.54
The New Jazz Orchestra – Western Reunion London 1965,Jazz,1965,"Hard Bop, Modal, Big Band","Rated 4.38 of 8 votes (31 have, 206 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$279.99
John Coltrane – A Love Supreme,Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.68 of 204 votes (1395 have, 3677 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,$300.00
Jackie McLean – Jackie's Bag,Jazz,1960,Hard Bop,"Rated 4.48 of 21 votes (107 have, 282 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,$300.00
Sonny Rollins – The Sound Of Sonny,Jazz,1957,Hard Bop,"Rated 4.63 of 8 votes (95 have, 110 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.4%,$300.00
The Jazz Messengers* – The Jazz Messengers,Jazz,1956,Hard Bop,"Rated 5.00 of 3 votes (24 have, 86 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,$299.99
Stanley Turrentine With The Three Sounds – Blue Hour,Jazz,1962,"Cool Jazz, Hard Bop","Rated 5.00 of 2 votes (8 have, 47 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,$275.00
Bennie Green – Blows His Horn,Jazz,1956,Hard Bop,"Rated 4.67 of 3 votes (36 have, 77 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,$299.99
Booker Ervin – The Song Book,Jazz,1964,"Hard Bop, Post Bop","Rated 4.38 of 8 votes (35 have, 113 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,$299.99
Joe Henderson Sextet – The Kicker,Jazz,1968,"Hard Bop, Modal","Rated 4.14 of 21 votes (112 have, 151 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.9%,$299.99
Dizzy Reece – Asia Minor,Jazz,1962,Hard Bop,"Rated 4.17 of 6 votes (44 have, 213 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),97.0%,$300.00
Red Garland – Red In Bluesville,"Jazz, Blues",1959,Hard Bop,"Rated 4.67 of 12 votes (153 have, 137 want)",Very Good (VG),Sleeve: Very Good (VG),92.3%,$275.20
Sonny Rollins – Volume 2,Jazz,Sep 1957,Hard Bop,"Rated 4.60 of 5 votes (23 have, 103 want)",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,$300.00
Ernie Henry – Presenting Ernie Henry,Jazz,1956,Hard Bop,"Rated 4.33 of 3 votes (45 have, 116 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,$290.00
Donald Byrd – Royal Flush,Jazz,1961,"Hard Bop, Soul-Jazz, Post Bop","Rated 4.65 of 17 votes (123 have, 260 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),96.4%,$299.99
"Art Blakey Quintet – A Night At Birdland, Vol. 2",Jazz,1954,Hard Bop,"Rated 4.71 of 7 votes (71 have, 132 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$280.00
The Jazz Messengers* – At The Cafe Bohemia Volume 2,Jazz,1957,Hard Bop,"Rated 4.57 of 7 votes (43 have, 102 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,$275.00
Miles Davis – Ascenseur Pour L'Échafaud,"Jazz, Stage & Screen",1958,"Hard Bop, Soundtrack, Modal","Rated 4.91 of 11 votes (55 have, 354 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),98.2%,$300.00
The Horace Silver Quintet & Trio* – Blowin' The Blues Away,Jazz,1963,Hard Bop,"Rated 4.67 of 6 votes (54 have, 78 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,$300.00
The Red Garland Trio Plus Ray Barretto – Manteca,Jazz,1958,Hard Bop,"Rated 4.75 of 8 votes (66 have, 63 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.0%,$256.67
Grant Green – Sunday Mornin',Jazz,Oct 1962,Hard Bop,"Rated 4.50 of 18 votes (114 have, 315 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,$289.00
John Coltrane – A Love Supreme,Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.68 of 204 votes (1395 have, 3677 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,$299.00
Kenny Burrell – Kenny Burrell,Jazz,1956,"Hard Bop, Bop","Rated 4.50 of 18 votes (83 have, 503 want)",Very Good (VG),Sleeve: Not Graded,99.9%,$300.00
Dexter Gordon – Doin' Allright,Jazz,1963,Hard Bop,"Rated 4.88 of 8 votes (49 have, 67 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$290.00
Charles Mingus – Mingus At Monterey,Jazz,1965,"Hard Bop, Post Bop","Rated 4.33 of 3 votes (33 have, 91 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,$300.00
Kenny Drew Quintet / Quartet* – This Is New,Jazz,1957,Hard Bop,"Rated 4.00 of 8 votes (47 have, 178 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,$300.00
Art Blakey And The Jazz Messengers* – Art Blakey And The Jazz Messengers,Jazz,1962,Hard Bop,"Rated 4.67 of 15 votes (107 have, 369 want)",Good (G),Sleeve: Very Good Plus (VG+),100.0%,$299.99
Thelonious Monk – Brilliant Corners,Jazz,1958,Hard Bop,"Rated 4.85 of 52 votes (349 have, 402 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,$299.99
Johnny Coles – Little Johnny C,Jazz,1963,Hard Bop,"Rated 4.56 of 16 votes (94 have, 170 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),98.7%,$300.00
Harold Land – Harold In The Land Of Jazz,Jazz,May 1959,Hard Bop,"Rated 4.00 of 1 votes (17 have, 39 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$300.00
The Horace Silver Quintet & Trio* – Blowin' The Blues Away,Jazz,Oct 1959,Hard Bop,"Rated 4.62 of 78 votes (682 have, 361 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,$299.00
"Art Blakey Quintet – A Night At Birdland, Volume 2",Jazz,1959,Hard Bop,"Rated 4.86 of 7 votes (54 have, 73 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,$280.00
Charlie Rouse / Seldon Powell – We Paid Our Dues!,Jazz,1961,Hard Bop,"Rated 4.00 of 4 votes (27 have, 65 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,$299.99
Cannonball Adderley – Somethin' Else,Jazz,1960,"Bop, Hard Bop","Rated 4.79 of 19 votes (127 have, 369 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),93.8%,$299.00
Horace Silver Trio* And Art Blakey – Vol. 2,Jazz,1954,Hard Bop,"Rated 4.56 of 9 votes (35 have, 143 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,$300.00
The Dave Brubeck Quartet – Time Out,Jazz,1962,"Bop, Hard Bop","Rated 4.45 of 11 votes (130 have, 245 want)",Good (G),Sleeve: Very Good (VG),96.5%,$290.00
Art Blakey Featuring Bud Powell And Lee Morgan – Blakey In Paris,Jazz,1961,Hard Bop,"Rated 4.17 of 6 votes (46 have, 102 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,$300.00
The Miles Davis Quintet – Workin' With The Miles Davis Quintet,Jazz,Jan 1960,"Hard Bop, Bop","Rated 4.62 of 101 votes (812 have, 1032 want)",Very Good (VG),Sleeve: Very Good (VG),99.9%,$245.00
Stanley Turrentine With The Three Sounds – Blue Hour,Jazz,1961,"Cool Jazz, Hard Bop","Rated 4.26 of 19 votes (149 have, 332 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,$229.99
Leo Parker – Let Me Tell You 'Bout It,Jazz,1961,"Hard Bop, Soul-Jazz","Rated 4.56 of 9 votes (104 have, 157 want)",Very Good Plus (VG+),Sleeve: Fair (F),100.0%,$249.00
Anthony Williams – Spring,Jazz,1966,"Free Jazz, Post Bop, Hard Bop","Rated 4.64 of 22 votes (108 have, 324 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.5%,$252.99
Stanley Turrentine – Rough 'N Tumble,Jazz,1966,"Hard Bop, Soul-Jazz","Rated 4.36 of 22 votes (225 have, 102 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$250.00
Eric Dolphy – Out To Lunch!,Jazz,Aug 1964,"Hard Bop, Free Jazz, Modal, Post Bop","Rated 4.62 of 85 votes (418 have, 1185 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.3%,$249.00
Elvin Jones – The Best Of Alvin Jones,Jazz,1970,Hard Bop,"Rated 5.00 of 1 votes (0 have, 0 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.7%,$250.00
Kenny Burrell – Kenny Burrell,Jazz,1967,"Hard Bop, Bop","Rated 5.00 of 3 votes (71 have, 128 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,$250.00
Ike Quebec – It Might As Well Be Spring,Jazz,1962,Hard Bop,"Rated 4.54 of 13 votes (75 have, 155 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,$249.99
Sonny Rollins – Tour De Force,Jazz,1958,"Bop, Hard Bop","Rated 4.53 of 15 votes (88 have, 155 want)",Very Good (VG),Sleeve: Very Good (VG),99.6%,$225.00
"Freddie Hubbard – The Night Of The Cookers - Live At Club La Marchal, Volume 1",Jazz,1965,"Hard Bop, Post Bop","Rated 4.68 of 19 votes (119 have, 144 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,$249.99
The Dave Bailey Sextet – One Foot In The Gutter: A Treasury Of Soul,Jazz,1960,Hard Bop,"Rated 4.67 of 3 votes (74 have, 90 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,$234.56
Charles Mingus – Mingus Ah Um,Jazz,14 Sep 1959,"Hard Bop, Bop","Rated 4.78 of 122 votes (742 have, 1171 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$237.74
Booker Little – Booker Little,Jazz,1960,Hard Bop,"Rated 4.70 of 10 votes (65 have, 194 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.7%,$250.00
Art Blakey & The Jazz Messengers – The Freedom Rider,Jazz,Feb 1964,Hard Bop,"Rated 4.42 of 38 votes (243 have, 345 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,$229.48
Grant Green – Grantstand,Jazz,Feb 1962,"Soul-Jazz, Hard Bop","Rated 4.34 of 29 votes (178 have, 359 want)",Good Plus (G+),Sleeve: Very Good (VG),99.6%,$250.00
Ike Quebec – It Might As Well Be Spring,Jazz,1962,Hard Bop,"Rated 4.54 of 13 votes (75 have, 155 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$239.94
Roy Haynes Quartet – Out Of The Afternoon,Jazz,1966,"Bop, Hard Bop","Rated 4.60 of 10 votes (53 have, 200 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$225.00
Art Blakey And The Jazz Messengers* – Art Blakey And The Jazz Messengers,Jazz,1962,Hard Bop,"Rated 4.89 of 18 votes (133 have, 323 want)",Very Good (VG),Sleeve: Very Good (VG),97.4%,$229.99
Booker Ervin – The Blues Book,Jazz,1965,"Hard Bop, Post Bop","Rated 4.58 of 12 votes (88 have, 125 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,$250.00
John Coltrane – Dakar,Jazz,1965,Hard Bop,"No Rating Yet (1 have, 22 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),nan,$244.00
Dexter Gordon – A Swingin' Affair,Jazz,1962,Hard Bop,"Rated 4.63 of 8 votes (108 have, 195 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.6%,$249.95
Art Blakey & The Jazz Messengers – A Night In Tunisia,Jazz,Mar 1961,Hard Bop,"Rated 4.62 of 21 votes (134 have, 339 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$229.99
Sonny Rollins Quintet With Kenny Dorham And Max Roach – Rollins Plays For Bird,Jazz,1958,Hard Bop,"Rated 4.25 of 4 votes (40 have, 90 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$249.99
John Coltrane – Coltrane Plays The Blues,Jazz,1962,"Hard Bop, Modal","Rated 4.46 of 39 votes (538 have, 289 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.9%,$250.00
Anthony Williams – Spring,Jazz,1966,"Free Jazz, Post Bop, Hard Bop","Rated 4.00 of 1 votes (17 have, 59 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.2%,$249.50
Lee Morgan – The Sidewinder,Jazz,1966,Hard Bop,"Rated 5.00 of 7 votes (35 have, 153 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$249.99
Hank Mobley / John Coltrane – Two Tenors,Jazz,1958,Hard Bop,"Rated 5.00 of 2 votes (5 have, 87 want)",Very Good (VG),Sleeve: Very Good (VG),99.9%,$239.29
The Miles Davis Quintet – Miles Smiles,Jazz,Jan 1967,"Hard Bop, Post Bop, Modal","Rated 4.77 of 31 votes (394 have, 272 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.5%,$249.99
Horace Silver Quintet* / Sextet* – The Jody Grind,Jazz,1967,"Soul-Jazz, Hard Bop","Rated 4.42 of 52 votes (381 have, 231 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,$229.00
Cannonball Adderley – Somethin' Else,Jazz,1960,"Bop, Hard Bop","Rated 4.79 of 19 votes (127 have, 369 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,$225.00
Sonny Rollins Quartet – Tenor Madness,Jazz,1958,"Bop, Hard Bop","Rated 4.80 of 10 votes (72 have, 113 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),95.5%,$240.00
Donald Byrd – Fuego,Jazz,Jun 1960,Hard Bop,"Rated 4.70 of 40 votes (242 have, 395 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.9%,$225.97
The Horace Silver Quintet – Finger Poppin' With The Horace Silver Quintet,Jazz,1959,"Bop, Hard Bop","Rated 4.44 of 48 votes (345 have, 300 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$250.00
The Horace Silver Quintet – Song For My Father (Cantiga Para Meu Pai),Jazz,Dec 1964,"Hard Bop, Latin Jazz","Rated 4.64 of 86 votes (731 have, 1016 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$225.00
Hank Mobley – Hi Voltage,Jazz,1967,Hard Bop,"Rated 5.00 of 4 votes (18 have, 96 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,$250.00
The Red Garland Quintet – All Mornin' Long,Jazz,1958,Hard Bop,"No Rating Yet (6 have, 65 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,$250.00
"Thad Jones - Frank Wess - Teddy Charles - Mal Waldron - Doug Watkins - Elvin Jones, The Prestige All Stars – Olio",Jazz,1957,Hard Bop,"Rated 4.50 of 14 votes (58 have, 236 want)",Very Good (VG),Sleeve: Not Graded,99.9%,$250.00
The Horace Silver Quintet – Doin' The Thing - At The Village Gate,Jazz,Aug 1961,Hard Bop,"Rated 4.28 of 53 votes (598 have, 245 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.2%,$250.00
Charles Mingus – Mingus Ah Um,Jazz,1959,"Hard Bop, Bop","Rated 4.38 of 16 votes (82 have, 467 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$249.99
"Stanley Turrentine – Up At ""Minton's"" Volume 2",Jazz,1962,Hard Bop,"Rated 5.00 of 1 votes (4 have, 9 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,$249.99
The Miles Davis Quintet – Workin' With The Miles Davis Quintet,Jazz,Jan 1960,"Hard Bop, Bop","Rated 4.62 of 101 votes (812 have, 1032 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,$250.00
Charles Mingus – Mingus Ah Um,Jazz,1959,"Hard Bop, Bop","Rated 4.82 of 11 votes (92 have, 498 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.0%,$250.00
Benny Golson – Gone With Golson,Jazz,1960,Hard Bop,"Rated 4.70 of 10 votes (66 have, 165 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,$250.00
Miles Davis – Miles Davis And The Modern Jazz Giants,Jazz,1965,"Bop, Hard Bop","Rated 5.00 of 1 votes (4 have, 45 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,$250.00
The Jazz Messengers* – At The Cafe Bohemia Volume 2,Jazz,01 Jan 1962,Hard Bop,"No Rating Yet (3 have, 30 want)",Mint (M),Sleeve: Very Good Plus (VG+),100.0%,$250.00
The Miles Davis Quintet – Cookin' With The Miles Davis Quintet,Jazz,Jul 1957,Hard Bop,"Rated 4.70 of 63 votes (458 have, 822 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,$225.99
Miles Davis – 'Round About Midnight,Jazz,04 Mar 1957,Hard Bop,"Rated 4.56 of 209 votes (1940 have, 1472 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.0%,$227.59
"Earl Bud' Powell* – Blue Note Café Paris, 1961",Jazz,1968,Hard Bop,"Rated 4.20 of 5 votes (106 have, 50 want)",Mint (M),Sleeve: Mint (M),100.0%,$250.00
Sonny Rollins – Moving Out,Jazz,1956,"Bop, Hard Bop","Rated 4.29 of 21 votes (131 have, 274 want)",Very Good (VG),Sleeve: Good (G),100.0%,$227.00
Art Blakey – Blakey,Jazz,1955,Hard Bop,"Rated 4.57 of 7 votes (34 have, 75 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.2%,$233.99
Clifford Brown And Max Roach – Study In Brown,Jazz,1955,"Bop, Hard Bop","Rated 4.00 of 1 votes (2 have, 33 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,$250.00
Jackie McLean – It's Time!,Jazz,Jun 1965,Hard Bop,"Rated 4.42 of 19 votes (97 have, 254 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,$249.99
Cannonball Adderley – Somethin' Else,Jazz,1963,"Bop, Hard Bop","Rated 4.90 of 20 votes (128 have, 338 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.3%,$250.00
Anthony Williams – Spring,Jazz,1966,"Free Jazz, Post Bop, Hard Bop","Rated 4.64 of 22 votes (108 have, 324 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,$225.00
Grant Green – Grant's First Stand,Jazz,1962,"Hard Bop, Soul-Jazz","Rated 4.20 of 5 votes (35 have, 148 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),97.1%,$249.00
The Horace Silver Quintet & Trio* – Blowin' The Blues Away,Jazz,Oct 1959,Hard Bop,"Rated 4.62 of 78 votes (682 have, 361 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),98.7%,$240.00
Miles Davis – Milestones,Jazz,1958,Hard Bop,"Rated 4.73 of 11 votes (134 have, 230 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),99.9%,$250.00
The John Coltrane Quartet – Africa / Brass,Jazz,Sep 1961,"Free Jazz, Hard Bop, Modal","Rated 4.53 of 79 votes (665 have, 657 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.0%,$249.99
